Package,OpenSSF_SS,OpenSSF_RS,Custom_SC,Custom_RS,Snyk_SC,Snyk_RS,Id,Label,Degree,Pageranks,Eigencentrality,In_reach,Avg_RS
boto,3.03,6.97,0.49978448,4.9978448,82,1.8,564,boto3-1.26.114,52,0.000556,0.02243,27,4.5892816
ray,3.03,6.97,0.496479929,4.96479929,82,1.8,356,ray-2.3.1,44,5.90E-05,0.00274,209,4.57826643
pywebview,2.95,7.05,0.715030573,7.15030573,82,1.8,9730,pywebview-4.0.2,3,4.20E-05,0.00046,3,5.333435243
ppft,2.73,7.27,0.952703423,9.52703423,82,1.8,2571,ppft-1.7.6.6,2,5.70E-05,0.00109,1,6.19901141
pysimplegui,2.7,7.3,0.627136601,6.27136601,82,1.8,10176,pysimplegui-4.60.4,2,5.10E-05,0.00091,1,5.12378867
logdna,2.3,7.7,0.760845455,7.60845455,82,1.8,6547,logdna-1.18.6,2,4.00E-05,0.00046,28,5.702818183
testfixtures,2.22,7.78,0.657708986,6.57708986,82,1.8,4517,testfixtures-7.1.0,2,4.20E-05,0.00091,1,5.38569662
parameterized,2.11,7.89,0.753923744,7.53923744,82,1.8,5833,parameterized-0.9.0,3,5.00E-05,0.00137,1,5.743079147
comm,0,10,0.668448879,6.68448879,82,1.8,462,comm-0.1.3,3,5.10E-05,0.00148,2,6.161496263
nose,0,10,0.740284046,7.40284046,82,1.8,2336,nose-1.3.7,23,0.000242,0.01058,1,6.40094682
ninja,0,10,0.831989329,8.31989329,82,1.8,2612,ninja-1.11.1,2,6.80E-05,0.00094,1,6.706631097
timm,0,10,0.644940361,6.44940361,82,1.8,7276,timm-0.6.13,8,4.80E-05,0.00183,95,6.083134537
confection,0,10,0.794639802,7.94639802,82,1.8,1395,confection-0.0.4,3,3.80E-05,0.00049,13,6.582132673
tensorflow-metadata,0,10,0.745719297,7.45719297,82,1.8,3664,tensorflow-metadata-1.13.1,5,4.00E-05,0.001,12,6.419064323
tiktoken,0,10,0.671641247,6.71641247,82,1.8,2306,tiktoken-0.3.3,3,3.90E-05,0.00046,29,6.17213749
supervisor,0,10,0.618062041,6.18062041,82,1.8,10577,supervisor-4.2.5,2,3.90E-05,0.00046,2,5.993540137
hdfs,0,10,0.770193122,7.70193122,82,1.8,6868,hdfs-2.7.0,3,3.50E-05,0,30,6.50064374
elastic-transport,0,10,0.699022907,6.99022907,82,1.8,4153,elastic-transport-8.4.0,3,0.000129,0.00055,13,6.26340969
gpustat,0,10,0.764192151,7.64192151,82,1.8,368,gpustat-1.1,10,0.000121,0.00333,6,6.480640503
simple-websocket,0,10,0.746999869,7.46999869,82,1.8,3908,simple-websocket-0.10.0,2,4.10E-05,0.00052,4,6.423332897
clickhouse-sqlalchemy,0,10,0.748416767,7.48416767,82,1.8,2177,clickhouse-sqlalchemy-0.2.3,5,4.70E-05,0.00091,35,6.42805589
marisa-trie,0,10,0.760984632,7.60984632,82,1.8,12917,marisa-trie-0.7.8,2,0.000104,0.00048,2,6.469948773
django-autocomplete-light,0,10,0.69239186,6.9239186,82,1.8,6931,django-autocomplete-light-3.9.4,3,4.90E-05,0.00094,2,6.2413062
feature-engine,0,10,0.742634461,7.42634461,82,1.8,5738,feature-engine-1.6.0,6,3.80E-05,0.00046,31,6.408781537
internetarchive,0,10,0.59202748,5.9202748,82,1.8,5934,internetarchive-3.4.0,8,4.60E-05,0.00091,34,5.906758267
gpy,0,10,0.590372152,5.90372152,82,1.8,3572,gpy-1.10.0,13,7.00E-05,0.00368,13,5.901240507
docopt-ng,0,10,0.744474024,7.44474024,82,1.8,8991,docopt-ng-0.8.1,1,4.80E-05,0.00048,1,6.414913413
hdijupyterutils,0,10,0.625086798,6.25086798,82,1.8,5607,hdijupyterutils-0.20.5,7,3.50E-05,0,178,6.016955993
functions-framework,6.76,3.24,0.7688418,7.688418,83,1.7,2006,functions-framework-3.3.0,6,3.80E-05,0.00046,19,4.209472667
google-cloud,5.86,4.14,0.629320066,6.29320066,83,1.7,8630,google-cloud-0.34.0,2,5.20E-05,0.00091,1,4.04440022
hiredis,5.57,4.43,0.576936617,5.76936617,83,1.7,441,hiredis-2.2.2,3,0.000342,0.00253,1,3.96645539
bidict,5.16,4.84,0.671641247,6.71641247,83,1.7,1251,bidict-0.22.1,8,8.50E-05,0.00384,1,4.418804157
pydeck,5.08,4.92,0.640762382,6.40762382,83,1.7,2402,pydeck-0.8.0,3,3.70E-05,0.00055,7,4.342541273
nibabel,4.86,5.14,0.843481875,8.43481875,83,1.7,848,nibabel-4.0.2,4,3.80E-05,0.00046,4,5.09160625
db-dtypes,4.57,5.43,0.796416893,7.96416893,83,1.7,2668,db-dtypes-1.1.1,9,4.10E-05,0.00096,21,5.031389643
biopython,4.41,5.59,0.494134228,4.94134228,83,1.7,392,biopython-1.76,2,4.50E-05,0.00046,2,4.077114093
beartype,4.32,5.68,0.904460796,9.04460796,83,1.7,7107,beartype-0.13.1,2,0.000135,0.00115,1,5.47486932
pooch,4.3,5.7,0.880708662,8.80708662,83,1.7,2620,pooch-1.6.0,4,3.80E-05,0.00052,30,5.402362207
pulp,4.3,5.7,0.735791713,7.35791713,83,1.7,3750,pulp-2.7.0,5,6.10E-05,0.00233,1,4.91930571
sparse,4.14,5.86,0.667185797,6.67185797,83,1.7,263,sparse-0.14.0,6,4.30E-05,0.00144,12,4.743952657
resolvelib,4.11,5.89,0.762762755,7.62762755,83,1.7,1352,resolvelib-0.8.1,1,4.70E-05,0.00048,1,5.072542517
cytoolz,4.05,5.95,0.895231857,8.95231857,83,1.7,104,cytoolz-0.12.1,14,0.000262,0.00722,2,5.53410619
packageurl-python,4.05,5.95,0.64237809,6.4237809,83,1.7,4214,packageurl-python-0.11.1,2,4.20E-05,0.00091,1,4.6912603
typing-inspect,4.03,5.97,0.692557797,6.92557797,83,1.7,1870,typing-inspect-0.8.0,16,0.000245,0.00696,4,4.865192657
flask-talisman,4.03,5.97,0.75829117,7.5829117,83,1.7,7389,flask-talisman-1.0.0,2,3.60E-05,0.00094,1,5.0843039
mkdocs-autorefs,4.03,5.97,0.684212959,6.84212959,83,1.7,10342,mkdocs-autorefs-0.4.1,3,4.10E-05,0.00048,18,4.83737653
flask-restx,3.97,6.03,0.572720062,5.72720062,83,1.7,3812,flask-restx-0.5.1,7,4.20E-05,0.00046,31,4.48573354
eventlet,3.89,6.11,0.573234228,5.73234228,83,1.7,4675,eventlet-0.33.3,10,7.40E-05,0.00329,4,4.514114093
flask-compress,3.84,6.16,0.760828192,7.60828192,83,1.7,5068,flask-compress-1.13,6,5.60E-05,0.00183,12,5.156093973
psycopg-binary,3.78,6.22,0.730249797,7.30249797,83,1.7,8364,psycopg-binary-3.1.8,1,5.50E-05,0.00048,1,5.07416599
plotnine,3.78,6.22,0.721004481,7.21004481,83,1.7,8198,plotnine-0.10.1,9,5.50E-05,0.00091,45,5.04334827
python-jose,3.68,6.32,0.744004251,7.44004251,83,1.7,720,python-jose-3.3.0,17,0.000142,0.00514,11,5.153347503
mdit-py-plugins,3.59,6.41,0.659930941,6.59930941,83,1.7,171,mdit-py-plugins-0.3.5,4,0.0002,0.00175,5,4.903103137
multipledispatch,3.43,6.57,0.761727319,7.61727319,83,1.7,4341,multipledispatch-0.6.0,9,0.000101,0.00384,2,5.29575773
wand,3.43,6.57,0.634753618,6.34753618,83,1.7,9735,wand-0.6.11,1,4.10E-05,0.00046,1,4.87251206
tinydb,3.38,6.62,0.644621368,6.44621368,83,1.7,287,tinydb-4.7.1,11,0.000132,0.0051,1,4.922071227
boltons,3.35,6.65,0.723007256,7.23007256,83,1.7,2549,boltons-21.0.0,4,7.10E-05,0.00196,1,5.19335752
mss,3.22,6.78,0.630804577,6.30804577,83,1.7,764,mss-8.0.3,3,5.00E-05,0.00139,1,4.92934859
mccabe,3.14,6.86,0.899157905,8.99157905,83,1.7,2567,mccabe-0.7.0,6,8.00E-05,0.0031,1,5.85052635
python-slugify,3.14,6.86,0.748462234,7.48462234,83,1.7,1614,python-slugify-8.0.1,23,0.000156,0.01057,2,5.348207447
pbr,0,10,0.671641247,6.71641247,83,1.7,1067,pbr-5.11.1,74,0.001159,0.03888,1,6.138804157
wasabi,0,10,0.700858514,7.00858514,83,1.7,1393,wasabi-1.1.1,4,5.90E-05,0.00228,1,6.236195047
nbclassic,0,10,0.659664648,6.59664648,83,1.7,495,nbclassic-0.5.5,21,4.90E-05,0.00139,91,6.09888216
dpath,0,10,0.622379151,6.22379151,83,1.7,4241,dpath-2.1.5,2,4.70E-05,0.00094,1,5.97459717
googlemaps,0,10,0.585005615,5.85005615,83,1.7,8811,googlemaps-4.10.0,2,4.10E-05,0.00046,28,5.850018717
evaluate,0,10,0.576360304,5.76360304,83,1.7,10798,evaluate-0.3.0,13,3.80E-05,0.00046,72,5.821201013
autobahn,0,10,0.555220871,5.55220871,83,1.7,1195,autobahn-23.1.2,17,0.000104,0.00477,24,5.750736237
flasgger,0,10,0.581814652,5.81814652,83,1.7,4076,flasgger-0.5.13,5,4.20E-05,0.00046,30,5.839382173
libsass,0,10,0.666341024,6.66341024,83,1.7,4184,libsass-0.22.0,3,7.00E-05,0.00137,1,6.121136747
asyncache,0,10,0.648475634,6.48475634,83,1.7,10230,asyncache-0.3.1,2,3.70E-05,0.00046,2,6.061585447
schema-salad,5.7,4.3,0.70710758,7.0710758,84,1.6,4810,schema-salad-8.4.20230213094415,9,6.20E-05,0.00144,39,4.323691933
google-events,5.65,4.35,0.757784646,7.57784646,84,1.6,2859,google-events-0.5.0,2,3.50E-05,0,4,4.509282153
opentelemetry-exporter-zipkin,5.43,4.57,0.541242085,5.41242085,84,1.6,5254,opentelemetry-exporter-zipkin-1.8.0,3,3.60E-05,0.00046,36,3.86080695
typing,5.3,4.7,0.6436541,6.436541,84,1.6,230,typing-3.7.4.3,27,0.000367,0.0125,1,4.245513667
python-utils,4.97,5.03,0.628213729,6.28213729,84,1.6,1608,python-utils-3.5.2,3,0.000142,0.00166,1,4.304045763
libpysal,4.95,5.05,0.741479444,7.41479444,84,1.6,6725,libpysal-4.7.0,9,4.50E-05,0.00046,53,4.688264813
pillow-heif,4.92,5.08,0.777266336,7.77266336,84,1.6,4961,pillow-heif-0.10.1,4,6.60E-05,0.00137,2,4.817554453
kafka-python,4.65,5.35,0.678020028,6.78020028,84,1.6,7131,kafka-python-2.0.2,2,4.60E-05,0.00091,1,4.576733427
rioxarray,4.62,5.38,0.609049237,6.09049237,84,1.6,1543,rioxarray-0.14.1,9,4.40E-05,0.00137,110,4.35683079
hcloud,4.59,5.41,0.75993556,7.5993556,84,1.6,292,hcloud-1.19.0,4,6.00E-05,0.00091,31,4.8697852
jupyter-server-proxy,4.49,5.51,0.727113231,7.27113231,84,1.6,1697,jupyter-server-proxy-3.2.2,5,7.10E-05,0.00091,85,4.79371077
awsiotsdk,4.46,5.54,0.610468818,6.10468818,84,1.6,9967,awsiotsdk-1.13.0,2,5.00E-05,0.00046,2,4.41489606
spotipy,4.46,5.54,0.725925668,7.25925668,84,1.6,6250,spotipy-2.18.0,4,3.90E-05,0.00046,29,4.799752227
gotrue,4.41,5.59,0.638606603,6.38606603,84,1.6,12324,gotrue-1.0.1,2,3.50E-05,0,21,4.525355343
pyvo,4.41,5.59,0.608239348,6.08239348,84,1.6,3787,pyvo-1.4.1,3,4.10E-05,0.00059,35,4.42413116
graphviz,4.32,5.68,0.756550078,7.56550078,84,1.6,1284,graphviz-0.20.1,21,0.000294,0.00984,1,4.94850026
uvloop,4.32,5.68,0.64213083,6.4213083,84,1.6,342,uvloop-0.17.0,16,0.000115,0.00827,1,4.567102767
mplhep,4.32,5.68,0.747692588,7.47692588,84,1.6,6734,mplhep-0.3.26,7,4.50E-05,0.00094,31,4.918975293
nilearn,4.32,5.68,0.665017193,6.65017193,84,1.6,11856,nilearn-0.10.0,10,4.20E-05,0.00094,51,4.643390643
pyrsistent,4.22,5.78,0.717490926,7.17490926,84,1.6,114,pyrsistent-0.19.3,10,0.000186,0.00765,1,4.85163642
copulas,3.92,6.08,0.760915003,7.60915003,84,1.6,1963,copulas-0.8.0,6,4.20E-05,0.00094,36,5.096383343
awacs,3.78,6.22,0.749325495,7.49325495,84,1.6,7445,awacs-2.3.0,2,5.60E-05,0.00094,1,5.104418317
wemake-python-styleguide,3.78,6.22,0.595199428,5.95199428,84,1.6,12097,wemake-python-styleguide-0.16.1,20,3.90E-05,0.00046,47,4.59066476
zeep,3.73,6.27,0.622049997,6.22049997,84,1.6,5769,zeep-4.2.1,14,7.80E-05,0.00229,43,4.696833323
woodwork,3.51,6.49,0.678977749,6.78977749,84,1.6,1084,woodwork-0.22.0,8,3.70E-05,0.00048,106,4.95992583
jsonpatch,3.46,6.54,0.749537058,7.49537058,84,1.6,978,jsonpatch-1.32,17,0.000147,0.00809,2,5.211790193
pwntools,3.46,6.54,0.655178293,6.55178293,84,1.6,2927,pwntools-4.9.0,21,7.10E-05,0.00094,51,4.897260977
python-multipart,3.43,6.57,0.636949188,6.36949188,84,1.6,730,python-multipart-0.0.6,8,6.50E-05,0.0041,1,4.846497293
paramiko,3.32,6.68,0.669730769,6.69730769,84,1.6,554,paramiko-3.1.0,44,0.000623,0.01968,8,4.992435897
cairocffi,3.3,6.7,0.594997398,5.94997398,84,1.6,3282,cairocffi-1.5.1,5,6.20E-05,0.0019,4,4.749991327
shortuuid,3.3,6.7,0.675813699,6.75813699,84,1.6,722,shortuuid-1.0.11,7,7.40E-05,0.00331,1,5.019378997
tzlocal,3.22,6.78,0.67877519,6.7877519,84,1.6,869,tzlocal-4.3,39,0.000343,0.01906,3,5.0559173
pypinyin,3.22,6.78,0.742944998,7.42944998,84,1.6,4164,pypinyin-0.48.0,4,5.50E-05,0.00185,1,5.26981666
glean-parser,3.19,6.81,0.764591294,7.64591294,84,1.6,10636,glean-parser-7.1.0,9,5.00E-05,0.00046,32,5.35197098
patsy,3.03,6.97,0.767246895,7.67246895,84,1.6,269,patsy-0.5.3,12,8.50E-05,0.00466,6,5.414156317
toml,2.84,7.16,0.660148803,6.60148803,84,1.6,127,toml-0.10.2,86,0.000646,0.04071,1,5.12049601
fabric,2.7,7.3,0.611756936,6.11756936,84,1.6,1951,fabric-2.5.0,3,4.50E-05,0.00046,10,5.005856453
schema,2.62,7.38,0.730696409,7.30696409,84,1.6,1975,schema-0.7.5,13,0.0001,0.00564,2,5.42898803
distlib,0,10,0.735784534,7.35784534,84,1.6,384,distlib-0.3.6,2,6.70E-05,0.00128,1,6.31928178
pexpect,0,10,0.671641247,6.71641247,84,1.6,474,pexpect-4.8.0,34,0.00032,0.01747,2,6.105470823
python-levenshtein,0,10,0.830421152,8.30421152,84,1.6,984,python-levenshtein-0.20.9,12,0.0002,0.00543,3,6.634737173
pypandoc,0,10,0.726874952,7.26874952,84,1.6,1501,pypandoc-1.2.0,4,5.00E-05,0.00046,4,6.289583173
linear-operator,0,10,0.745780557,7.45780557,84,1.6,1008,linear-operator-0.4.0,4,6.40E-05,0.00057,65,6.352601857
spglib,0,10,0.630772396,6.30772396,84,1.6,9139,spglib-2.0.2,4,4.50E-05,0.00148,2,5.96924132
laspy,0,10,0.590745689,5.90745689,84,1.6,8224,laspy-2.4.1,2,4.50E-05,0.00046,2,5.835818963
hacking,0,10,0.583187637,5.83187637,84,1.6,7854,hacking-5.0.0,1,3.50E-05,0,5,5.810625457
superqt,0,10,0.699630808,6.99630808,84,1.6,6269,superqt-0.4.1,6,4.20E-05,0.00096,5,6.19876936
httpbin,0,10,0.578815096,5.78815096,84,1.6,3689,httpbin-0.7.0,9,4.50E-05,0.00046,21,5.79605032
adafruit-platformdetect,0,10,0.713165582,7.13165582,84,1.6,4746,adafruit-platformdetect-3.45.1,3,0.000199,0.00195,1,6.243885273
onnx,5.97,4.03,0.634468486,6.34468486,85,1.5,9716,onnx-1.13.1,10,9.40E-05,0.00333,4,3.958228287
yt-dlp,5.59,4.41,0.565168642,5.65168642,85,1.5,12072,yt-dlp-2023.3.4,6,4.20E-05,0.00046,6,3.853895473
service-identity,5.49,4.51,0.707211381,7.07211381,85,1.5,1202,service-identity-21.1.0,17,0.000118,0.00548,11,4.360704603
plexapi,5.3,4.7,0.732834531,7.32834531,85,1.5,11220,plexapi-3.1.0,4,5.00E-05,0.00046,30,4.509448437
hubspot-api-client,5.14,4.86,0.763423167,7.63423167,85,1.5,12798,hubspot-api-client-7.5.0,4,3.50E-05,0,16,4.66474389
versioneer,5.11,4.89,0.747156775,7.47156775,85,1.5,8910,versioneer-0.28,2,6.70E-05,0.00091,1,4.620522583
fastjsonschema,5,5,0.623954964,6.23954964,85,1.5,492,fastjsonschema-2.16.3,4,9.80E-05,0.00263,1,4.246516547
gitdb,4.95,5.05,0.671641247,6.71641247,85,1.5,1370,gitdb-4.0.10,14,0.001305,0.0083,2,4.42213749
pydriller,4.95,5.05,0.747360474,7.47360474,85,1.5,12955,pydriller-1.15.1,4,3.70E-05,0.00046,6,4.674534913
apprise,4.95,5.05,0.731503666,7.31503666,85,1.5,291,apprise-1.3.0,8,5.10E-05,0.00096,41,4.621678887
google-cloud-pipeline-components,4.89,5.11,0.633362505,6.33362505,85,1.5,3737,google-cloud-pipeline-components-1.0.42,8,3.50E-05,0,149,4.314541683
aiosignal,4.86,5.14,0.648895329,6.48895329,85,1.5,61,aiosignal-1.3.1,6,0.000205,0.00777,2,4.376317763
pikepdf,4.81,5.19,0.588028877,5.88028877,85,1.5,3990,pikepdf-7.2.0,6,5.50E-05,0.00091,7,4.190096257
wcwidth,4.78,5.22,0.704142681,7.04142681,85,1.5,481,wcwidth-0.2.6,23,0.001198,0.01344,1,4.58714227
libtmux,4.78,5.22,0.743729415,7.43729415,85,1.5,10670,libtmux-0.21.1,1,4.20E-05,0.00046,1,4.71909805
google-cloud-trace,4.73,5.27,0.751595009,7.51595009,85,1.5,11164,google-cloud-trace-1.11.1,3,3.50E-05,0,51,4.761983363
pint,4.7,5.3,0.684152867,6.84152867,85,1.5,1427,pint-0.20.1,19,0.000154,0.00906,1,4.547176223
jellyfish,4.68,5.32,0.628239147,6.28239147,85,1.5,3384,jellyfish-0.11.2,1,3.80E-05,0.00046,1,4.367463823
librosa,4.65,5.35,0.688671585,6.88671585,85,1.5,7594,librosa-0.9.2,12,4.10E-05,0.00046,51,4.578905283
webdriver-manager,4.57,5.43,0.666080385,6.66080385,85,1.5,3794,webdriver-manager-3.8.6,6,4.60E-05,0.00091,31,4.53026795
pytest-httpx,4.57,5.43,0.918823552,9.18823552,85,1.5,4860,pytest-httpx-0.22.0,3,4.00E-05,0.00046,23,5.372745173
questionary,4.51,5.49,0.88702411,8.8702411,85,1.5,2099,questionary-1.10.0,3,4.80E-05,0.00091,3,5.286747033
billiard,4.46,5.54,0.842443724,8.42443724,85,1.5,3525,billiard-3.6.4.0,2,5.20E-05,0.00118,1,5.154812413
pyjnius,4.46,5.54,0.733178985,7.33178985,85,1.5,5767,pyjnius-1.4.2,2,7.10E-05,0.00048,2,4.790596617
portalocker,4.43,5.57,0.761851078,7.61851078,85,1.5,1592,portalocker-2.7.0,7,0.000111,0.00331,1,4.89617026
pymdown-extensions,4.43,5.57,0.608281121,6.08281121,85,1.5,4724,pymdown-extensions-9.11,8,6.20E-05,0.00235,4,4.384270403
treelib,4.43,5.57,0.676007095,6.76007095,85,1.5,7246,treelib-1.6.4,3,4.30E-05,0.001,2,4.61002365
pyproject-api,4.41,5.59,0.673562908,6.73562908,85,1.5,4565,pyproject-api-1.5.1,3,4.10E-05,0.0005,3,4.608543027
xyzservices,4.32,5.68,0.690463535,6.90463535,85,1.5,389,xyzservices-2023.2.0,4,6.60E-05,0.00227,1,4.69487845
pytest-repeat,4.32,5.68,0.768287215,7.68287215,85,1.5,4028,pytest-repeat-0.8.0,2,3.80E-05,0.00046,13,4.954290717
htmldate,4.32,5.68,0.626770398,6.26770398,85,1.5,10243,htmldate-1.4.2,5,3.50E-05,0,24,4.482567993
diskcache,4.3,5.7,0.75220722,7.5220722,85,1.5,1556,diskcache-5.6.1,2,4.00E-05,0.00094,1,4.9073574
python-rapidjson,4.3,5.7,0.718298947,7.18298947,85,1.5,731,python-rapidjson-1.10,3,6.10E-05,0.00139,1,4.794329823
pymisp,4.3,5.7,0.565244127,5.65244127,85,1.5,4945,pymisp-2.4.170,6,4.50E-05,0.00046,48,4.28414709
pyinstrument,4.24,5.76,0.625187097,6.25187097,85,1.5,1900,pyinstrument-4.4.0,1,3.80E-05,0.0005,1,4.50395699
opencv-contrib-python,4.19,5.81,0.574190173,5.74190173,85,1.5,1494,opencv-contrib-python-4.7.0.72,10,9.00E-05,0.00388,3,4.35063391
thefuzz,4.19,5.81,0.710795892,7.10795892,85,1.5,6588,thefuzz-0.19.0,1,4.00E-05,0.00046,1,4.805986307
sqlite-utils,4.16,5.84,0.672416575,6.72416575,85,1.5,3189,sqlite-utils-1.12.1,4,6.50E-05,0.00046,4,4.68805525
django-celery-results,4.14,5.86,0.59225019,5.9225019,85,1.5,9255,django-celery-results-1.0.4,2,3.80E-05,0.00046,7,4.427500633
smmap,4.11,5.89,0.699797355,6.99797355,85,1.5,1371,smmap-5.0.0,4,0.001228,0.00224,1,4.795991183
imbalanced-learn,4.11,5.89,0.582927621,5.82927621,85,1.5,2387,imbalanced-learn-0.10.1,8,4.40E-05,0.00137,14,4.406425403
pyecharts,4.11,5.89,0.74429607,7.4429607,85,1.5,5867,pyecharts-2.0.3,4,4.50E-05,0.00046,9,4.944320233
python-binance,4.11,5.89,0.560074237,5.60074237,85,1.5,6071,python-binance-1.0.17,8,3.70E-05,0.00046,58,4.330247457
pyhcl,4.08,5.92,0.652067026,6.52067026,85,1.5,7622,pyhcl-0.4.4,1,6.20E-05,0.0005,1,4.646890087
sql-metadata,4.03,5.97,0.697039057,6.97039057,85,1.5,10478,sql-metadata-2.7.0,2,3.90E-05,0.00046,2,4.813463523
pip-licenses,4.03,5.97,0.622730875,6.22730875,85,1.5,9247,pip-licenses-3.5.5,2,4.50E-05,0.00046,2,4.565769583
tweepy,4,6,0.58138464,5.8138464,85,1.5,2877,tweepy-4.13.0,9,8.30E-05,0.00277,38,4.4379488
confluent-kafka,3.95,6.05,0.708883857,7.08883857,85,1.5,1048,confluent-kafka-2.1.0,2,4.60E-05,0.00094,1,4.879612857
weasyprint,3.95,6.05,0.61670457,6.1670457,85,1.5,3544,weasyprint-58.1,10,4.70E-05,0.00091,20,4.572348567
python-statemachine,3.92,6.08,0.773956162,7.73956162,85,1.5,7150,python-statemachine-0.8.0,1,3.80E-05,0.00048,1,5.10652054
distro,3.86,6.14,0.745637403,7.45637403,85,1.5,1353,distro-1.8.0,13,0.000159,0.00612,1,5.032124677
pydocstyle,3.86,6.14,0.580514475,5.80514475,85,1.5,12113,pydocstyle-6.3.0,2,5.00E-05,0.00048,2,4.481714917
pyupgrade,3.86,6.14,0.597996342,5.97996342,85,1.5,12237,pyupgrade-3.3.1,2,3.80E-05,0.00046,2,4.539987807
django-reversion,3.86,6.14,0.552584507,5.52584507,85,1.5,10642,django-reversion-5.0.4,2,4.30E-05,0.00048,5,4.388615023
wrapt,3.78,6.22,0.644424397,6.44424397,85,1.5,686,wrapt-1.14.1,6,7.80E-05,0.00403,1,4.721414657
overrides,3.78,6.22,0.765550305,7.65550305,85,1.5,4515,overrides-7.3.1,1,3.60E-05,0.00046,1,5.125167683
psycopg,3.78,6.22,0.796792606,7.96792606,85,1.5,6067,psycopg-3.1.8,3,4.60E-05,0.00048,3,5.229308687
igraph,3.78,6.22,0.700767549,7.00767549,85,1.5,4008,igraph-0.10.4,5,0.000157,0.00203,2,4.909225163
python-igraph,3.78,6.22,0.685953132,6.85953132,85,1.5,4233,python-igraph-0.10.4,5,5.50E-05,0.00185,3,4.859843773
pyserde,3.78,6.22,0.760227493,7.60227493,85,1.5,2360,pyserde-0.10.4,5,8.30E-05,0.00094,11,5.107424977
osmnx,3.78,6.22,0.721372583,7.21372583,85,1.5,1540,osmnx-1.3.0,12,4.70E-05,0.00139,74,4.97790861
prometheus-flask-exporter,3.76,6.24,0.753739603,7.53739603,85,1.5,1301,prometheus-flask-exporter-0.22.3,5,4.40E-05,0.00142,12,5.092465343
flask-httpauth,3.76,6.24,0.748724182,7.48724182,85,1.5,1127,flask-httpauth-4.7.0,6,4.80E-05,0.00183,19,5.075747273
click-repl,3.7,6.3,0.768350743,7.68350743,85,1.5,2888,click-repl-0.2.0,8,5.00E-05,0.00159,7,5.161169143
yaspin,3.7,6.3,0.692735626,6.92735626,85,1.5,4427,yaspin-1.5.0,1,4.00E-05,0.00046,1,4.909118753
tabula-py,3.7,6.3,0.68959074,6.8959074,85,1.5,6330,tabula-py-2.7.0,4,3.80E-05,0.00046,13,4.8986358
portpicker,3.68,6.32,0.780391047,7.80391047,85,1.5,6108,portpicker-1.5.2,4,5.60E-05,0.00094,3,5.207970157
marshmallow-dataclass,3.62,6.38,0.747840851,7.47840851,85,1.5,2076,marshmallow-dataclass-8.5.12,6,6.00E-05,0.00137,11,5.119469503
flask-babel,3.59,6.41,0.819616894,8.19616894,85,1.5,7379,flask-babel-1.0.0,7,3.90E-05,0.00139,13,5.36872298
requests-oauthlib,3.54,6.46,0.575774868,5.75774868,85,1.5,293,requests-oauthlib-1.3.1,49,0.000627,0.02275,37,4.572582893
pyathena,3.54,6.46,0.755385655,7.55385655,85,1.5,12270,pyathena-2.24.0,5,3.90E-05,0.00046,62,5.171285517
srsly,3.54,6.46,0.685744364,6.85744364,85,1.5,1391,srsly-2.4.6,8,8.30E-05,0.00381,2,4.93914788
catalogue,3.54,6.46,0.777744303,7.77744303,85,1.5,1383,catalogue-2.0.8,5,0.000124,0.003,1,5.245814343
configargparse,3.54,6.46,0.608540586,6.08540586,85,1.5,1585,configargparse-1.5.3,13,9.60E-05,0.00608,1,4.681801953
python-engineio,3.51,6.49,0.735403951,7.35403951,85,1.5,719,python-engineio-4.1.0,1,3.60E-05,0.00046,1,5.114679837
pylint-gitlab,3.46,6.54,0.617781325,6.17781325,85,1.5,2599,pylint-gitlab-1.2.0,19,4.00E-05,0.00046,23,4.739271083
clickhouse-driver,3.43,6.57,0.714825563,7.14825563,85,1.5,2176,clickhouse-driver-0.2.5,5,6.00E-05,0.00142,5,5.072751877
python-box,3.38,6.62,0.821633538,8.21633538,85,1.5,1293,python-box-6.1.0,1,3.90E-05,0.00048,1,5.445445127
cx-oracle,3.35,6.65,0.613588415,6.13588415,85,1.5,8577,cx-oracle-8.3.0,1,3.90E-05,0.00046,1,4.761961383
threadpoolctl,3.27,6.73,0.710270602,7.10270602,85,1.5,268,threadpoolctl-3.1.0,11,0.000223,0.01145,1,5.110902007
jsonpointer,3.27,6.73,0.778733765,7.78733765,85,1.5,117,jsonpointer-2.3,4,0.000219,0.00464,1,5.33911255
thinc,3.14,6.86,0.551039203,5.51039203,85,1.5,1392,thinc-8.1.9,14,4.50E-05,0.00088,23,4.62346401
eth-abi,3.11,6.89,0.622011937,6.22011937,85,1.5,89,eth-abi-4.0.0,10,6.60E-05,0.00299,13,4.87003979
django-grappelli,3.03,6.97,0.565375952,5.65375952,85,1.5,2370,django-grappelli-3.0.5,2,6.00E-05,0.00091,1,4.70791984
tzdata,2.95,7.05,0.744991043,7.44991043,85,1.5,25,tzdata-2023.3,5,0.000998,0.021274,1,5.333303477
ropgadget,2.78,7.22,0.741117542,7.41117542,85,1.5,2931,ropgadget-7.3,2,3.80E-05,0.0005,2,5.377058473
eth-utils,2.7,7.3,0.612692148,6.12692148,85,1.5,93,eth-utils-2.1.0,18,0.000222,0.00777,7,4.975640493
dash-bootstrap-components,2.7,7.3,0.743496063,7.43496063,85,1.5,6200,dash-bootstrap-components-1.4.1,3,4.10E-05,0.00091,78,5.411653543
