Package,OpenSSF_SS,OpenSSF_RS,Custom_SC,Custom_RS,Snyk_SC,Snyk_RS,Id,Label,Degree,Pageranks,Eigencentrality,In_reach,Avg_RS
hdrhistogram,3.84,6.16,0.780564738,7.80564738,78,2.2,11451,hdrhistogram-0.10.2,1,3.50E-05,0,2,5.388549127
python-crfsuite,3.68,6.32,0.610939872,6.10939872,78,2.2,6857,python-crfsuite-0.9.9,2,4.60E-05,0.00091,1,4.87646624
pygsheets,3.68,6.32,0.720282751,7.20282751,78,2.2,608,pygsheets-2.0.6,3,5.00E-05,0.00046,75,5.240942503
lmdb,3.65,6.35,0.563361468,5.63361468,78,2.2,5800,lmdb-1.4.1,7,7.20E-05,0.00322,1,4.72787156
pylint-django,3.62,6.38,0.728110087,7.28110087,78,2.2,3629,pylint-django-2.3.0,3,3.60E-05,0.00046,10,5.287033623
colorful,3.59,6.41,0.923863573,9.23863573,78,2.2,367,colorful-0.5.5,5,8.10E-05,0.00244,1,5.949545243
filetype,3.54,6.46,0.748635892,7.48635892,78,2.2,1831,filetype-1.2.0,8,7.90E-05,0.00368,1,5.38211964
pefile,3.46,6.54,0.729340223,7.29340223,78,2.2,1518,pefile-2022.5.30,4,4.40E-05,0.00091,3,5.34446741
ptyprocess,3.43,6.57,0.78223555,7.8223555,78,2.2,480,ptyprocess-0.7.0,4,0.000353,0.00286,1,5.530785167
qtawesome,3.38,6.62,0.880156787,8.80156787,78,2.2,8625,qtawesome-1.2.3,4,5.30E-05,0.00139,3,5.873855957
grpc-interceptor,3.35,6.65,0.65021694,6.5021694,78,2.2,4211,grpc-interceptor-0.15.1,3,5.70E-05,0.00091,2,5.1173898
starkbank-ecdsa,3.24,6.76,0.669023772,6.69023772,78,2.2,2747,starkbank-ecdsa-2.2.0,2,5.70E-05,0.00094,1,5.216745907
docstring-parser,3.14,6.86,0.633472179,6.33472179,78,2.2,1424,docstring-parser-0.15,5,7.80E-05,0.00246,1,5.13157393
hypothesis-jsonschema,3.14,6.86,0.792282133,7.92282133,78,2.2,3760,hypothesis-jsonschema-0.22.1,3,6.50E-05,0.00046,28,5.660940443
qrcode,3.11,6.89,0.735210432,7.35210432,78,2.2,944,qrcode-7.4.2,12,9.50E-05,0.00418,4,5.48070144
rpyc,3.03,6.97,0.601189134,6.01189134,78,2.2,2932,rpyc-5.3.1,2,3.80E-05,0.0005,2,5.060630447
pathy,2.97,7.03,0.789206408,7.89206408,78,2.2,1387,pathy-0.10.1,5,4.70E-05,0.0014,93,5.707354693
aiosmtplib,2.7,7.3,0.759162327,7.59162327,78,2.2,2274,aiosmtplib-2.0.1,1,3.90E-05,0.00046,1,5.697207757
speechrecognition,2.32,7.68,0.66381343,6.6381343,78,2.2,5206,speechrecognition-3.10.0,2,4.10E-05,0.00046,28,5.506044767
uritemplate,0,10,0.689428078,6.89428078,78,2.2,614,uritemplate-4.1.1,26,0.000324,0.0143,1,6.36476026
botocore-stubs,0,10,0.819958265,8.19958265,78,2.2,858,botocore-stubs-1.24.38,9,6.30E-05,0.00404,2,6.799860883
pypika,0,10,0.74549582,7.4549582,78,2.2,2356,pypika-0.48.9,2,5.00E-05,0.00091,1,6.551652733
hnswlib,0,10,0.625238198,6.25238198,78,2.2,3873,hnswlib-0.7.0,1,3.50E-05,0,2,6.150793993
sphinx-click,0,10,0.677831262,6.77831262,78,2.2,1400,sphinx-click-4.4.0,4,4.10E-05,0.00048,49,6.326104207
pilkit,0,10,0.632809069,6.32809069,78,2.2,5858,pilkit-2.0,1,4.30E-05,0.00048,1,6.17603023
stem,0,10,0.671641247,6.71641247,78,2.2,9597,stem-1.8.1,2,6.20E-05,0.00094,1,6.305470823
python-barbicanclient,0,10,0.558923516,5.58923516,78,2.2,5592,python-barbicanclient-5.5.0,8,5.00E-05,0.00046,66,5.929745053
web-fragments,0,10,0.691291571,6.91291571,78,2.2,10076,web-fragments-2.0.0,1,4.60E-05,0.00052,1,6.370971903
async-upnp-client,0,10,0.75250062,7.5250062,78,2.2,814,async-upnp-client-0.33.1,6,4.20E-05,0.00046,29,6.575002067
python-jsonschema-objects,0,10,0.671641247,6.71641247,78,2.2,10928,python-jsonschema-objects-0.4.1,5,3.90E-05,0.00046,21,6.305470823
mpire,0,10,0.667873806,6.67873806,78,2.2,13350,mpire-2.7.1,3,3.80E-05,0.00046,3,6.292912687
opentelemetry-propagator-aws-xray,5.19,4.81,0.678719643,6.78719643,79,2.1,5277,opentelemetry-propagator-aws-xray-1.0.1,2,4.50E-05,0.00048,4,4.565732143
soupsieve,5.16,4.84,0.703829253,7.03829253,79,2.1,177,soupsieve-2.4,10,0.001315,0.01075,1,4.659430843
sphinxcontrib-websupport,4.73,5.27,0.671641247,6.71641247,79,2.1,6101,sphinxcontrib-websupport-1.2.4,6,4.90E-05,0.0024,2,4.695470823
protego,4.65,5.35,0.778563753,7.78563753,79,2.1,1529,protego-0.2.1,3,4.10E-05,0.001,2,5.078545843
tensorboardx,4.62,5.38,0.650268131,6.50268131,79,2.1,363,tensorboardx-2.6,8,4.80E-05,0.00242,4,4.66089377
multimethod,4.51,5.49,0.642956166,6.42956166,79,2.1,3432,multimethod-1.9.1,5,6.30E-05,0.00231,1,4.67318722
datasketch,4.49,5.51,0.614696603,6.14696603,79,2.1,8424,datasketch-1.5.9,4,4.70E-05,0.00091,9,4.585655343
toolz,4.43,5.57,0.652151859,6.52151859,79,2.1,105,toolz-0.12.0,34,0.000582,0.0175,1,4.730506197
datetime,4.43,5.57,0.847643979,8.47643979,79,2.1,1104,datetime-5.1,24,0.000224,0.01012,4,5.382146597
logzio-python-handler,4.35,5.65,0.627018576,6.27018576,79,2.1,6548,logzio-python-handler-4.0.1,5,7.00E-05,0.00091,37,4.673395253
pytest-forked,4.32,5.68,0.770386626,7.70386626,79,2.1,4033,pytest-forked-1.6.0,5,5.30E-05,0.00096,18,5.161288753
reportportal-client,4.32,5.68,0.605026289,6.05026289,79,2.1,3805,reportportal-client-3.2.3,3,5.00E-05,0.00046,29,4.61008763
mwparserfromhell,4.32,5.68,0.749454352,7.49454352,79,2.1,11304,mwparserfromhell-0.6.4,1,4.00E-05,0.00046,1,5.091514507
exceptiongroup,4.3,5.7,0.673229313,6.73229313,79,2.1,1014,exceptiongroup-1.1.1,9,0.00045,0.00844,1,4.84409771
apsw,4.3,5.7,0.775514742,7.75514742,79,2.1,8395,apsw-3.40.0.0,1,3.70E-05,0.00046,1,5.18504914
opt-einsum,4.24,5.76,0.618172373,6.18172373,79,2.1,682,opt-einsum-3.3.0,9,0.000112,0.00465,4,4.680574577
userpath,4.24,5.76,0.671641247,6.71641247,79,2.1,4557,userpath-1.8.0,2,3.90E-05,0.0005,2,4.858804157
stack-data,4.16,5.84,0.713045655,7.13045655,79,2.1,477,stack-data-0.6.2,7,8.00E-05,0.0035,5,5.023485517
webcolors,4.11,5.89,0.729905337,7.29905337,79,2.1,121,webcolors-1.13,5,0.000143,0.00487,1,5.096351123
hsluv,4.08,5.92,0.671641247,6.71641247,79,2.1,1139,hsluv-5.0.3,2,5.30E-05,0.00105,1,4.91213749
ruptures,4,6,0.749144012,7.49144012,79,2.1,9674,ruptures-1.1.7,3,3.90E-05,0.00046,9,5.197146707
wcmatch,3.92,6.08,0.744201537,7.44201537,79,2.1,2563,wcmatch-8.4.1,4,6.50E-05,0.00142,2,5.207338457
pastedeploy,3.92,6.08,0.892780663,8.92780663,79,2.1,2976,pastedeploy-3.0.1,4,6.30E-05,0.00193,1,5.70260221
junitparser,3.89,6.11,0.753439284,7.53439284,79,2.1,12193,junitparser-2.8.0,2,3.90E-05,0.00046,2,5.248130947
pylink-square,3.89,6.11,0.671641247,6.71641247,79,2.1,4835,pylink-square-0.12.0,4,3.90E-05,0.00048,4,4.975470823
icontract,3.86,6.14,0.788351543,7.88351543,79,2.1,2248,icontract-2.6.2,8,0.000112,0.00277,4,5.374505143
aio-pika,3.78,6.22,0.570470172,5.70470172,79,2.1,854,aio-pika-8.1.0,8,5.30E-05,0.00292,10,4.674900573
dacite,3.76,6.24,0.917261119,9.17261119,79,2.1,10831,dacite-1.8.0,3,7.50E-05,0.00137,1,5.837537063
imageio-ffmpeg,3.7,6.3,0.759924598,7.59924598,79,2.1,1885,imageio-ffmpeg-0.4.8,3,5.40E-05,0.00144,1,5.333081993
python-http-client,3.68,6.32,0.730229616,7.30229616,79,2.1,2745,python-http-client-3.3.7,2,5.70E-05,0.00094,1,5.240765387
pycocotools,3.65,6.35,0.638170808,6.38170808,79,2.1,2424,pycocotools-2.0.6,4,4.50E-05,0.00094,29,4.943902693
pyquery,3.51,6.49,0.860643402,8.60643402,79,2.1,226,pyquery-2.0.0,12,0.000177,0.00475,3,5.732144673
yfinance,3.46,6.54,0.646017982,6.46017982,79,2.1,4391,yfinance-0.2.18,14,4.20E-05,0.00091,52,5.033393273
marko,3.43,6.57,0.62535658,6.2535658,79,2.1,1633,marko-1.3.0,1,3.70E-05,0.00048,1,4.974521933
cron-descriptor,3.3,6.7,0.644927099,6.44927099,79,2.1,10152,cron-descriptor-1.2.35,2,3.70E-05,0.00094,1,5.08309033
pmdarima,3.3,6.7,0.750774173,7.50774173,79,2.1,4516,pmdarima-1.8.5,10,3.60E-05,0.00046,45,5.43591391
gpsoauth,3.3,6.7,0.77542685,7.7542685,79,2.1,414,gpsoauth-1.0.2,5,7.60E-05,0.00153,29,5.5180895
eth-account,3.19,6.81,0.614968324,6.14968324,79,2.1,90,eth-account-0.8.0,11,5.10E-05,0.00153,20,5.019894413
cvxopt,3.11,6.89,0.642166633,6.42166633,79,2.1,791,cvxopt-1.3.0,7,8.70E-05,0.00322,1,5.13722211
frozendict,3.05,6.95,0.775212705,7.75212705,79,2.1,1783,frozendict-2.3.7,8,0.000147,0.00384,1,5.600709017
xmltodict,3,7,0.758371323,7.58371323,79,2.1,815,xmltodict-0.13.0,40,0.000418,0.01866,1,5.561237743
eth-typing,2.95,7.05,0.631392849,6.31392849,79,2.1,92,eth-typing-3.3.0,9,0.000186,0.00503,1,5.15464283
ipyleaflet,2.81,7.19,0.714374967,7.14374967,79,2.1,5001,ipyleaflet-0.17.2,6,3.90E-05,0.00094,48,5.477916557
google-python-cloud-debugger,2.78,7.22,0.618421684,6.18421684,79,2.1,1255,google-python-cloud-debugger-3.5,6,3.50E-05,0,86,5.16807228
pox,2.73,7.27,0.951928945,9.51928945,79,2.1,2570,pox-0.3.2,2,5.70E-05,0.00109,1,6.296429817
python-socks,2.7,7.3,0.811582128,8.11582128,79,2.1,5239,python-socks-2.2.0,4,7.20E-05,0.00142,2,5.838607093
six,2.68,7.32,0.758409361,7.58409361,79,2.1,22,six-1.16.0,893,0.020897,0.460884,1,5.668031203
jsonlines,2.68,7.32,0.651731411,6.51731411,79,2.1,354,jsonlines-3.1.0,7,5.60E-05,0.00238,3,5.312438037
lmfit,2.68,7.32,0.720547191,7.20547191,79,2.1,3944,lmfit-1.2.0,7,4.80E-05,0.00139,13,5.54182397
fuzzywuzzy,2.62,7.38,0.726854971,7.26854971,79,2.1,1890,fuzzywuzzy-0.18.0,18,0.000124,0.00788,4,5.582849903
yara-python,2.54,7.46,0.670008504,6.70008504,79,2.1,1821,yara-python-4.2.3,1,3.80E-05,0.00053,1,5.420028347
pydata-google-auth,2.46,7.54,0.763527729,7.63527729,79,2.1,2670,pydata-google-auth-1.7.0,7,4.10E-05,0.00096,51,5.758425763
jupyter-nbextensions-configurator,2.43,7.57,0.763883805,7.63883805,79,2.1,3839,jupyter-nbextensions-configurator-0.6.1,7,3.80E-05,0.00048,71,5.769612683
texttable,2.38,7.62,0.708822214,7.08822214,79,2.1,1184,texttable-1.6.7,13,0.00024,0.00624,1,5.602740713
pyperclip,2.14,7.86,0.755261211,7.55261211,79,2.1,1055,pyperclip-1.8.2,30,0.000319,0.01412,1,5.83753737
pysocks,2.11,7.89,0.831900379,8.31900379,79,2.1,36,pysocks-1.7.1,13,0.001858,0.05515,1,6.103001263
binaryornot,1.89,8.11,0.639795876,6.39795876,79,2.1,2631,binaryornot-0.4.4,3,5.50E-05,0.00105,2,5.535986253
unicodecsv,1.86,8.14,0.702218085,7.02218085,79,2.1,1006,unicodecsv-0.14.1,11,9.50E-05,0.00525,1,5.754060283
sortedcontainers,0,10,0.630070068,6.30070068,79,2.1,581,sortedcontainers-2.4.0,38,0.00063,0.01931,1,6.133566893
lightning-utilities,0,10,0.768686476,7.68686476,79,2.1,586,lightning-utilities-0.8.0,3,4.10E-05,0.00061,3,6.595621587
cramjam,0,10,0.650801784,6.50801784,79,2.1,10118,cramjam-2.6.2,1,4.20E-05,0.0005,1,6.202672613
hijri-converter,0,10,0.675220291,6.75220291,79,2.1,1087,hijri-converter-2.2.4,3,7.30E-05,0.00153,1,6.284067637
gcloud,0,10,0.492225148,4.92225148,79,2.1,3714,gcloud-0.18.3,6,3.60E-05,0.00046,19,5.674083827
pystache,0,10,0.753531244,7.53531244,79,2.1,2965,pystache-0.6.0,3,9.20E-05,0.00142,1,6.545104147
click-help-colors,0,10,0.653581377,6.53581377,79,2.1,2025,click-help-colors-0.9.1,5,5.10E-05,0.00183,2,6.211937923
paste,0,10,0.72958386,7.2958386,79,2.1,8984,paste-1.7.5.1,1,4.00E-05,0.00046,1,6.465279533
ypy-websocket,0,10,0.716770039,7.16770039,79,2.1,2259,ypy-websocket-0.8.2,5,4.70E-05,0.00048,5,6.422566797
polyline,0,10,0.92683997,9.2683997,79,2.1,8226,polyline-2.0.0,1,4.00E-05,0.00048,1,7.1227999
google-cloud-profiler,0,10,0.657392911,6.57392911,79,2.1,12392,google-cloud-profiler-4.0.0,5,3.50E-05,0,67,6.224643037
clang-format,0,10,0.414793486,4.14793486,79,2.1,8684,clang-format-14.0.6,1,3.90E-05,0.00046,1,5.415978287
pyviz-comms,0,10,0.760711599,7.60711599,79,2.1,6243,pyviz-comms-2.2.1,4,5.20E-05,0.00159,2,6.569038663
undetected-chromedriver,0,10,0.711254512,7.11254512,79,2.1,13466,undetected-chromedriver-3.4.6,4,3.90E-05,0.00046,42,6.404181707
hvplot,0,10,0.601694916,6.01694916,79,2.1,7761,hvplot-0.8.3,8,3.50E-05,0,64,6.038983053
openslide-python,0,10,0.790497792,7.90497792,79,2.1,2053,openslide-python-1.2.0,7,5.40E-05,0.00231,3,6.668325973
pyopencl,0,10,0.661513932,6.61513932,79,2.1,10346,pyopencl-2022.3.1,7,4.80E-05,0.00137,6,6.238379773
numcodecs,5.43,4.57,0.589445085,5.89445085,80,2,3063,numcodecs-0.11.0,9,6.70E-05,0.0029,4,4.15481695
fastai,5.41,4.59,0.584740797,5.84740797,80,2,5121,fastai-2.7.9,16,3.90E-05,0.00046,165,4.145802657
grafanalib,4.89,5.11,0.580414526,5.80414526,80,2,5369,grafanalib-0.5.14,2,5.00E-05,0.00046,2,4.304715087
folium,4.57,5.43,0.690739067,6.90739067,80,2,2842,folium-0.14.0,14,6.60E-05,0.00414,36,4.779130223
django-graphql-jwt,4.32,5.68,0.625634757,6.25634757,80,2,7273,django-graphql-jwt-0.3.4,5,4.50E-05,0.00046,21,4.64544919
arpeggio,4.16,5.84,0.76073483,7.6073483,80,2,939,arpeggio-2.0.0,2,8.20E-05,0.00096,1,5.1491161
dataset,4.16,5.84,0.724958615,7.24958615,80,2,11584,dataset-1.6.0,5,4.70E-05,0.00091,12,5.02986205
httpie,4.08,5.92,0.690928893,6.90928893,80,2,636,httpie-3.2.1,55,0.000955,0.02103,47,4.94309631
aioquic,4.08,5.92,0.607737089,6.07737089,80,2,9983,aioquic-0.9.20,5,4.10E-05,0.00046,10,4.665790297
parso,4.05,5.95,0.878820797,8.78820797,80,2,479,parso-0.8.3,4,0.000173,0.00211,1,5.579402657
autograd,4.03,5.97,0.597618855,5.97618855,80,2,3213,autograd-1.5,11,7.90E-05,0.00329,5,4.648729517
pyspnego,4,6,0.662242514,6.62242514,80,2,11632,pyspnego-0.8.0,3,6.40E-05,0.00094,5,4.874141713
license-expression,3.97,6.03,0.624747677,6.24747677,80,2,10099,license-expression-30.1.0,2,3.80E-05,0.00046,2,4.759158923
splinter,3.86,6.14,0.61369574,6.1369574,80,2,5594,splinter-0.19.0,2,4.10E-05,0.00046,13,4.7589858
bravado-core,3.84,6.16,0.60017525,6.0017525,80,2,10929,bravado-core-5.17.1,11,3.90E-05,0.00048,54,4.720584167
discord-webhook,3.78,6.22,0.765338141,7.65338141,80,2,708,discord-webhook-1.1.0,2,4.50E-05,0.00046,28,5.291127137
munch,3.76,6.24,0.76062461,7.6062461,80,2,626,munch-2.5.0,10,8.10E-05,0.00446,2,5.282082033
zope-component,3.73,6.27,0.670919024,6.70919024,80,2,1930,zope-component-6.0,47,0.000217,0.02159,8,4.993063413
incremental,3.68,6.32,0.780077566,7.80077566,80,2,1201,incremental-22.10.0,9,0.000106,0.00504,1,5.373591887
gast,3.59,6.41,0.646627387,6.46627387,80,2,676,gast-0.4.0,3,5.80E-05,0.00254,1,4.958757957
exif,3.49,6.51,0.522804171,5.22804171,80,2,5364,exif-1.6.0,3,4.30E-05,0.00091,2,4.579347237
murmurhash,3.38,6.62,0.812542334,8.12542334,80,2,1386,murmurhash-1.0.9,5,7.60E-05,0.00293,1,5.58180778
voluptuous,3.38,6.62,0.649135741,6.49135741,80,2,817,voluptuous-0.13.1,23,0.000249,0.0108,1,5.037119137
arxiv,3.38,6.62,0.772049162,7.72049162,80,2,8449,arxiv-0.3.1,3,4.50E-05,0.00046,30,5.44683054
requests-ntlm,3.32,6.68,0.758384847,7.58384847,80,2,10885,requests-ntlm-1.1.0,4,4.20E-05,0.00046,29,5.421282823
django-ckeditor,3.3,6.7,0.836538061,8.36538061,80,2,8541,django-ckeditor-6.5.1,4,9.40E-05,0.00091,6,5.688460203
dominate,3.22,6.78,0.756600665,7.56600665,80,2,7186,dominate-2.7.0,3,6.40E-05,0.00142,1,5.448668883
wsproto,3.14,6.86,0.689471338,6.89471338,80,2,921,wsproto-1.2.0,8,0.000158,0.00306,3,5.251571127
sshtunnel,3.14,6.86,0.683100264,6.83100264,80,2,6066,sshtunnel-0.4.0,2,4.60E-05,0.00048,9,5.230334213
dm-tree,3.14,6.86,0.768635328,7.68635328,80,2,357,dm-tree-0.1.8,11,8.80E-05,0.00557,1,5.515451093
robotframework-requests,3.14,6.86,0.874252877,8.74252877,80,2,4871,robotframework-requests-0.9.4,3,3.80E-05,0.00046,29,5.86750959
janome,3.14,6.86,0.767419655,7.67419655,80,2,2682,janome-0.4.2,1,4.20E-05,0.00046,1,5.51139885
sudachidict-core,3.11,6.89,0.70748233,7.0748233,80,2,10593,sudachidict-core-20210608,2,4.20E-05,0.00046,5,5.321607767
tabulate,2.84,7.16,0.646809249,6.46809249,80,2,126,tabulate-0.9.0,116,0.000864,0.05436,1,5.209364163
imap-tools,2.78,7.22,0.634238001,6.34238001,80,2,10513,imap-tools-1.0.0,1,5.00E-05,0.00046,1,5.187460003
djoser,2.65,7.35,0.717875076,7.17875076,80,2,11505,djoser-2.1.0,6,4.10E-05,0.00046,63,5.509583587
astor,2.38,7.62,0.749288672,7.49288672,80,2,1152,astor-0.8.1,11,0.000102,0.00521,1,5.704295573
pyhumps,2.38,7.62,0.762604914,7.62604914,80,2,1716,pyhumps-1.6.1,6,5.40E-05,0.00274,1,5.748683047
pydot,1.89,8.11,0.892554698,8.92554698,80,2,266,pydot-1.4.2,21,0.000181,0.0093,2,6.345182327
parsedatetime,1.49,8.51,0.743418583,7.43418583,80,2,1893,parsedatetime-2.6,8,8.90E-05,0.00377,1,5.981395277
py,0,10,0.847723825,8.47723825,80,2,166,py-1.11.0,22,0.000318,0.01118,1,6.825746083
ply,0,10,0.671641247,6.71641247,80,2,1535,ply-3.11,27,0.000563,0.01332,1,6.238804157
xlrd,0,10,0.676061779,6.76061779,80,2,657,xlrd-2.0.1,33,0.000179,0.01555,1,6.253539263
youtube-dl,0,10,0.523191372,5.23191372,80,2,4925,youtube-dl-2021.12.17,5,7.00E-05,0.00231,1,5.74397124
pyudev,0,10,0.743294627,7.43294627,80,2,8205,pyudev-0.24.0,1,5.00E-05,0.00046,1,6.477648757
click-default-group,0,10,0.799949211,7.99949211,80,2,3190,click-default-group-1.2.2,5,7.00E-05,0.0019,2,6.66649737
jwcrypto,0,10,0.612471226,6.12471226,80,2,1749,jwcrypto-1.4.2,8,9.80E-05,0.00323,7,6.041570753
palettable,0,10,0.671641247,6.71641247,80,2,935,palettable-3.3.1,3,4.70E-05,0.00144,1,6.238804157
hatch,0,10,0.63175841,6.3175841,80,2,4556,hatch-1.7.0,18,7.90E-05,0.00091,61,6.105861367
jsbeautifier,0,10,0.671641247,6.71641247,80,2,9109,jsbeautifier-1.14.7,4,5.00E-05,0.00094,3,6.238804157
hypercorn,0,10,0.745799687,7.45799687,80,2,919,hypercorn-0.14.3,9,5.60E-05,0.0019,9,6.485998957
deap,0,10,0.747553457,7.47553457,80,2,8212,deap-1.3.3,4,7.20E-05,0.00137,2,6.491844857
shodan,0,10,0.67806785,6.7806785,80,2,10215,shodan-1.28.0,6,3.60E-05,0.00046,32,6.260226167
networkit,0,10,0.671641247,6.71641247,80,2,13186,networkit-10.1,3,3.90E-05,0.00046,9,6.238804157
nipype,0,10,0.763823413,7.63823413,80,2,7610,nipype-1.8.3,16,4.00E-05,0.00046,75,6.546078043
presidio-analyzer,6.46,3.54,0.587152631,5.87152631,81,1.9,8239,presidio-analyzer-2.2.31,6,4.20E-05,0.00046,124,3.77050877
gvm-tools,6.16,3.84,0.614065304,6.14065304,81,1.9,10895,gvm-tools-23.3.0,1,3.50E-05,0,12,3.96021768
configparser,5.68,4.32,0.91594428,9.1594428,81,1.9,806,configparser-5.3.0,34,0.000398,0.01595,1,5.126480933
pycparser,5.57,4.43,0.722789175,7.22789175,81,1.9,156,pycparser-2.21,9,0.002986,0.00599,1,4.51929725
cwl-utils,5.49,4.51,0.767310622,7.67310622,81,1.9,9931,cwl-utils-0.16,7,3.70E-05,0.00046,43,4.69436874
rtree,4.89,5.11,0.86258521,8.6258521,81,1.9,1544,rtree-1.0.1,6,9.10E-05,0.00283,1,5.2119507
ecdsa,4.86,5.14,0.603893034,6.03893034,81,1.9,732,ecdsa-0.18.0,20,0.000243,0.00917,2,4.359643447
google-cloud-asset,4.86,5.14,0.745429546,7.45429546,81,1.9,4790,google-cloud-asset-3.19.0,7,3.50E-05,0,55,4.83143182
prawcore,4.81,5.19,0.763753818,7.63753818,81,1.9,2882,prawcore-2.3.0,2,5.20E-05,0.00055,28,4.909179393
extensionclass,4.76,5.24,0.603321003,6.03321003,81,1.9,8338,extensionclass-5.0,6,0.000106,0.00297,1,4.39107001
sphinxcontrib-serializinghtml,4.73,5.27,0.671641247,6.71641247,81,1.9,1233,sphinxcontrib-serializinghtml-1.1.5,10,0.000125,0.00576,1,4.628804157
sphinxcontrib-htmlhelp,4.73,5.27,0.72586338,7.2586338,81,1.9,1230,sphinxcontrib-htmlhelp-2.0.1,7,8.00E-05,0.00423,1,4.8095446
sphinxcontrib-applehelp,4.73,5.27,0.717229958,7.17229958,81,1.9,1228,sphinxcontrib-applehelp-1.0.4,7,8.00E-05,0.00423,1,4.780766527
sphinxcontrib-qthelp,4.73,5.27,0.671641247,6.71641247,81,1.9,1232,sphinxcontrib-qthelp-1.0.3,9,8.30E-05,0.00519,1,4.628804157
klein,4.57,5.43,0.734998873,7.34998873,81,1.9,6153,klein-21.8.0,8,3.90E-05,0.00048,26,4.893329577
pynacl,4.49,5.51,0.717755926,7.17755926,81,1.9,556,pynacl-1.5.0,14,0.000319,0.00762,4,4.862519753
iminuit,4.46,5.54,0.635088124,6.35088124,81,1.9,6738,iminuit-2.21.3,7,6.00E-05,0.00237,3,4.596960413
regex,4.43,5.57,0.382117397,3.82117397,81,1.9,106,regex-2023.3.23,54,0.000799,0.02727,1,3.763724657
levenshtein,4.3,5.7,0.739885675,7.39885675,81,1.9,988,levenshtein-0.20.9,3,0.000208,0.00117,2,4.999618917
google-cloud-error-reporting,4.3,5.7,0.74219665,7.4219665,81,1.9,12266,google-cloud-error-reporting-1.9.1,4,3.50E-05,0,65,5.007322167
aws-lambda-typing,4.19,5.81,0.634773335,6.34773335,81,1.9,11671,aws-lambda-typing-2.17.0,1,3.90E-05,0.00046,1,4.685911117
distrax,4.16,5.84,0.768272104,7.68272104,81,1.9,6622,distrax-0.1.3,9,5.40E-05,0.00146,24,5.140907013
traits,4.16,5.84,0.63681676,6.3681676,81,1.9,7611,traits-6.4.1,12,0.000226,0.00591,1,4.702722533
napari,4.05,5.95,0.668339092,6.68339092,81,1.9,6263,napari-0.4.14,30,3.80E-05,0.00046,203,4.84446364
zope-sqlalchemy,4.03,5.97,0.677676974,6.77676974,81,1.9,2966,zope-sqlalchemy-2.0,5,3.70E-05,0.00046,6,4.88225658
jsondiff,3.95,6.05,0.797230422,7.97230422,81,1.9,8764,jsondiff-2.0.0,1,3.80E-05,0.00046,1,5.30743474
django-classy-tags,3.92,6.08,0.888525473,8.88525473,81,1.9,3584,django-classy-tags-4.0.0,3,6.10E-05,0.00094,5,5.621751577
cowsay,3.86,6.14,0.778634372,7.78634372,81,1.9,9415,cowsay-4.0,1,3.70E-05,0.00046,1,5.275447907
curtsies,3.84,6.16,0.74347307,7.4347307,81,1.9,10108,curtsies-0.3.10,4,7.20E-05,0.00094,4,5.164910233
monty,3.78,6.22,0.723262721,7.23262721,81,1.9,9137,monty-2023.4.10,6,6.30E-05,0.00292,1,5.117542403
mako,3.68,6.32,0.724663404,7.24663404,81,1.9,834,mako-1.2.4,22,0.00019,0.00995,3,5.15554468
sounddevice,3.62,6.38,0.700879747,7.00879747,81,1.9,3956,sounddevice-0.4.6,2,4.20E-05,0.00048,4,5.096265823
ephem,3.57,6.43,0.581849179,5.81849179,81,1.9,3342,ephem-4.1.4,5,0.000103,0.0024,1,4.71616393
amqp,3.54,6.46,0.576989575,5.76989575,81,1.9,3527,amqp-5.1.1,3,5.90E-05,0.00105,2,4.70996525
scandir,3.46,6.54,0.756798136,7.56798136,81,1.9,8628,scandir-1.10.0,2,5.20E-05,0.00091,1,5.335993787
nodeenv,3.35,6.65,0.718191184,7.18191184,81,1.9,3017,nodeenv-1.7.0,5,6.10E-05,0.00196,2,5.243970613
setproctitle,3.27,6.73,0.664442386,6.64442386,81,1.9,400,setproctitle-1.1.10,1,6.50E-05,0.00046,1,5.09147462
ipdb,3.22,6.78,0.593128687,5.93128687,81,1.9,8397,ipdb-0.13.11,4,3.70E-05,0.00046,20,4.870428957
automat,3.14,6.86,0.749980862,7.49980862,81,1.9,1199,automat-22.10.0,8,7.80E-05,0.00312,4,5.419936207
humiolib,3.14,6.86,0.790559735,7.90559735,81,1.9,6502,humiolib-0.2.5,4,3.80E-05,0.00048,46,5.555199117
mdutils,3.14,6.86,0.644260553,6.44260553,81,1.9,5362,mdutils-1.3.1,1,4.10E-05,0.00046,1,5.067535177
python-magic,2.84,7.16,0.59347194,5.9347194,81,1.9,328,python-magic-0.4.27,11,0.000111,0.00514,1,4.9982398
lazy-object-proxy,2.73,7.27,0.748424391,7.48424391,81,1.9,2105,lazy-object-proxy-1.9.0,9,0.000108,0.00432,1,5.551414637
tifffile,2.7,7.3,0.745554601,7.45554601,81,1.9,379,tifffile-2023.4.12,27,0.000151,0.01109,7,5.55184867
futures,2.19,7.81,0.887318605,8.87318605,81,1.9,1003,futures-3.1.1,1,4.00E-05,0.00046,1,6.19439535
aenum,1.62,8.38,0.652320493,6.52320493,81,1.9,1575,aenum-3.1.12,10,0.000116,0.00482,1,5.60106831
iniconfig,0,10,0.633863657,6.33863657,81,1.9,1015,iniconfig-2.0.0,11,0.000267,0.00826,1,6.079545523
