Id,Label,Degree,Pageranks,Eigencentrality
3264,cylp-0.91.5,3,0.000043,0.00066
3265,qdldl-0.1.7,5,0.000058,0.00101
3266,hit-starter-on-fhir-0.1.3,3,0.000035,0.00000
3267,fhir-resources-6.0.0,2,0.000045,0.00046
3268,gpu-tpu-lab-server-0.0.6,2,0.000035,0.00000
3269,hypermodern-python-test-this-is-a-test-1.0.0,5,0.000035,0.00000
3270,nox-2022.11.21,6,0.000044,0.00091
3271,heaviside-2.0,3,0.000035,0.00000
3272,gon-5.0.0,8,0.000035,0.00000
3273,bentley-ottmann-7.3.0,6,0.000043,0.00091
3274,clipping-5.1.2,6,0.000039,0.00046
3275,locus-8.2.0,4,0.000043,0.00091
3276,orient-6.2.0,6,0.000045,0.00094
3277,sect-6.1.0,6,0.000039,0.00046
3278,dendroid-1.6.1,7,0.000071,0.00242
3279,prioq-0.6.0,6,0.000067,0.00196
3280,decision-0.3.1,2,0.000046,0.00094
3281,graphite-web-1.1.10,8,0.000042,0.00046
3282,cairocffi-1.5.1,5,0.000062,0.00190
3283,django-tagging-0.4.3,1,0.000040,0.00048
3284,django-3.0.14,6,0.000083,0.00142
3285,gpmm-0.1.2,2,0.000035,0.00000
3286,gym-starter-kit-0.0.3,1,0.000035,0.00000
3287,groot-rocker-0.4.1,7,0.000045,0.00046
3288,empy-3.3.4,1,0.000041,0.00048
3289,histdata-downloader-0.5.1,10,0.000035,0.00000
3290,future-fstrings-1.2.0,2,0.000041,0.00091
3291,gli-py-0.0.18,1,0.000035,0.00000
3292,uplink-0.9.7,5,0.000079,0.00091
3293,graphic-verification-code-1.1.1,1,0.000035,0.00000
3294,gumo-task-0.3.2,4,0.000044,0.00048
3295,gumo-core-0.1.4,10,0.000126,0.00285
3296,gumo-datastore-0.2.0,5,0.000063,0.00142
3297,injector-0.20.1,2,0.000068,0.00105
3298,goprohero-0.2.6,3,0.000035,0.00000
3299,wireless-0.3.3,1,0.000045,0.00046
3300,gmaps-0.9.0,5,0.000035,0.00000
3301,geojson-3.0.1,7,0.000105,0.00320
3302,google-cloud-build-3.14.0,5,0.000042,0.00046
3303,gunit-0.1.58,1,0.000035,0.00000
3304,junit-xml-1.9,3,0.000068,0.00094
3305,hca-ingest-2.8.0,10,0.000035,0.00000
3306,jsonref-1.1.0,7,0.000064,0.00331
3307,mergedeep-1.3.4,2,0.000045,0.00103
3308,polling-0.3.2,3,0.000047,0.00137
3309,graphslam-0.0.8,2,0.000035,0.00000
3310,gncxml-0.6.8,1,0.000035,0.00000
3311,goodreads-api-client-0.1.0.dev4,3,0.000035,0.00000
3312,rauth-0.7.3,7,0.000098,0.00231
3313,requests-2.18.3,6,0.000086,0.00103
3314,xmltodict-0.11.0,1,0.000045,0.00046
3315,idna-2.5,1,0.000053,0.00050
3316,hasitchanged-0.0.5,3,0.000035,0.00000
3317,pysend-0.0.5,2,0.000045,0.00046
3318,gojson-1.2.0,2,0.000035,0.00000
3319,gopay-1.3.0,3,0.000050,0.00046
3320,grpcwsgi-0.0.4,2,0.000035,0.00000
3321,helm-sign-1.0.0,2,0.000035,0.00000
3322,python-gnupg-0.5.0,4,0.000098,0.00183
3323,hlsclt-1.0.0a6,1,0.000035,0.00000
3324,hyperarrow-0.0.1.dev0,1,0.000035,0.00000
3325,aadraw-0.0.3,1,0.000035,0.00000
3326,hanlp-2.1.0b49,10,0.000035,0.00000
3327,hanlp-common-0.0.19,4,0.000100,0.00139
3328,hanlp-downloader-0.0.25,2,0.000038,0.00046
3329,hanlp-trie-0.0.5,2,0.000038,0.00046
3330,pynvml-11.5.0,7,0.000082,0.00320
3331,toposort-1.5,1,0.000038,0.00046
3332,phrasetree-0.0.8,1,0.000120,0.00052
3333,aad-token-verify-0.1.4,4,0.000035,0.00000
3334,grpc-google-cloud-error-reporting-v1beta1-0.14.0,3,0.000035,0.00000
3335,gsmls-0.0.4,3,0.000035,0.00000
3336,iamporter-0.2.4,1,0.000035,0.00000
3337,hosthelp-2.0.0,1,0.000035,0.00000
3338,hommmer-0.0.0.4,8,0.000035,0.00000
3339,prophet-1.1.2,13,0.000042,0.00091
3340,cmdstanpy-1.1.0,6,0.000038,0.00050
3341,lunarcalendar-0.0.9,4,0.000038,0.00050
3342,ephem-4.1.4,5,0.000103,0.00240
3343,grocker-test-project-3.0.1,2,0.000035,0.00000
3344,hbcvt-1.0.2,1,0.000035,0.00000
3345,hgtk-0.1.1,1,0.000065,0.00046
3346,hackaru-timeular-0.2.0,6,0.000035,0.00000
3347,bleak-0.20.1,8,0.000109,0.00281
3348,recordclass-0.18.3,1,0.000040,0.00046
3349,dbus-fast-1.84.2,4,0.000096,0.00155
3350,hackerman-0.99.2,11,0.000065,0.00046
3351,bitcoin-1.1.42,2,0.000055,0.00094
3352,pyscreenshot-3.1,5,0.000040,0.00048
3353,easyprocess-1.1,2,0.000064,0.00098
3354,entrypoint2-1.1,2,0.000064,0.00098
3355,headlessvim-0.0.5,2,0.000035,0.00000
3356,pyte-0.8.1,4,0.000063,0.00137
3357,hepstats-0.6.0,6,0.000035,0.00000
3358,asdf-2.15.0,18,0.000135,0.00341
3359,uhi-0.3.3,4,0.000059,0.00144
3360,asdf-standard-1.0.3,3,0.000128,0.00161
3361,asdf-transform-schemas-0.3.0,3,0.000052,0.00112
3362,asdf-unit-schemas-0.1.0,2,0.000045,0.00062
3363,grymt-1.5,2,0.000035,0.00000
3364,jsmin-3.0.1,8,0.000102,0.00370
3365,habitica-planner-0.1.3,3,0.000035,0.00000
3366,habitica-0.0.16,3,0.000045,0.00046
3367,gtts-2.3.1,5,0.000070,0.00137
3368,gnippy-0.7.0,2,0.000035,0.00000
3369,htmlark-1.0.0,1,0.000035,0.00000
3370,gradesucope-1.9.0,2,0.000035,0.00000
3371,gradescope-utils-0.5.0,1,0.000050,0.00046
3372,gmshmodel-1.0.15,4,0.000035,0.00000
3373,gmsh-4.11.1,4,0.000084,0.00183
3374,meshio-5.3.4,6,0.000052,0.00183
3375,pyvista-0.38.5,8,0.000045,0.00091
3376,scooby-0.7.1,3,0.000049,0.00146
3377,vtk-9.2.6,9,0.000084,0.00379
3378,hf-trim-3.0.1,7,0.000035,0.00000
3379,abinde-2.5,3,0.000035,0.00000
3380,grewritingpool-0.2.2,3,0.000035,0.00000
3381,huntlib-0.5.3,9,0.000035,0.00000
3382,domaintools-api-1.0.1,3,0.000038,0.00046
3383,elasticsearch-dsl-7.4.1,6,0.000046,0.00137
3384,jellyfish-0.11.2,1,0.000038,0.00046
3385,splunk-sdk-1.7.3,1,0.000038,0.00046
3386,harf-0.1.1,3,0.000035,0.00000
3387,google-tr-async-free-0.0.2,3,0.000035,0.00000
3388,js2py-0.74,8,0.000096,0.00231
3389,pyjsparser-2.7.1,3,0.000095,0.00150
3390,httpie-hmac-auth-0.2.3,1,0.000035,0.00000
3391,habra-favorites-1.4.0,2,0.000035,0.00000
3392,scrapy-1.1.4,11,0.000050,0.00046
3393,twisted-16.6.0,4,0.000039,0.00048
3394,honeycomb-stubs-0.2.2,2,0.000035,0.00000
3395,h5hep-0.9,2,0.000035,0.00000
3396,hum-0.1.24,13,0.000039,0.00046
3397,i2-0.0.182,4,0.000062,0.00190
3398,slink-0.1.6,6,0.000038,0.00048
3399,i2-0.0.181,5,0.000094,0.00238
3400,creek-0.1.30,2,0.000053,0.00096
3401,lined-0.1.24,4,0.000041,0.00048
3402,1neuronperceptron-pypi-mdnazmulislam0087-0.0.4,5,0.000035,0.00000
3403,google-scraper-pw-0.1.0,4,0.000035,0.00000
3404,get-pwbrowser-0.1.1,6,0.000042,0.00046
3405,linetimer-0.1.5,1,0.000042,0.00046
3406,playwright-1.32.1,8,0.000068,0.00281
3407,pyquery-1.4.3,4,0.000050,0.00094
3408,tbump-6.9.0,5,0.000042,0.00048
3409,greenlet-2.0.1,1,0.000064,0.00059
3410,pyee-9.0.4,4,0.000095,0.00153
3411,cli-ui-0.17.2,4,0.000044,0.00048
3412,hcrsimpy-1.0.7,1,0.000035,0.00000
3413,gocept-country-2.1,5,0.000035,0.00000
3414,pycountry-22.3.5,7,0.000070,0.00277
3415,zc-sourcefactory-2.0,12,0.000041,0.00046
3416,zope-dublincore-4.3.0,13,0.000038,0.00048
3417,zope-intid-5.0,13,0.000044,0.00142
3418,zope-annotation-5.0,9,0.000055,0.00194
3419,zope-lifecycleevent-4.4,9,0.000052,0.00306
3420,zope-keyreference-5.0.0,8,0.000042,0.00100
3421,glenoidplanefitting-0.0.3,4,0.000035,0.00000
3422,scikit-surgerycore-0.6.10,4,0.000059,0.00142
3423,scikit-surgeryvtk-0.16.2,8,0.000042,0.00046
3424,pyside2-5.13.2,2,0.000040,0.00048
3425,scikit-surgeryimage-0.10.1,4,0.000040,0.00048
3426,shiboken2-5.13.2,1,0.000069,0.00048
3427,opencv-contrib-python-headless-4.7.0.72,2,0.000046,0.00048
3428,haadb-1.0.0,2,0.000035,0.00000
3429,hive-nektar-1.1.7,4,0.000060,0.00091
3430,hetnetpy-0.3.1,2,0.000042,0.00046
3431,hskl-0.0.2,9,0.000035,0.00000
3432,multimethod-1.9.1,5,0.000063,0.00231
3433,spectral-0.23.1,3,0.000046,0.00091
3434,henson-s3-0.1.0,2,0.000035,0.00000
3435,grepros-0.5.0,1,0.000035,0.00000
3436,hass-deps-1.0.8,3,0.000035,0.00000
3437,0x-middlewares-1.0.0,4,0.000035,0.00000
3438,hwt-3.8,7,0.000094,0.00137
3439,hdlconvertorast-1.0,1,0.000055,0.00052
3440,hwtsimapi-1.3,3,0.000055,0.00052
3441,ipcorepackager-0.6,1,0.000055,0.00052
3442,pydigitalwavetools-1.2,1,0.000055,0.00052
3443,pymathbitprecise-1.0,1,0.000058,0.00048
3444,hsaquery-0.2.0,7,0.000035,0.00000
3445,descartes-1.1.0,3,0.000043,0.00091
3446,geos-0.2.3,5,0.000042,0.00094
3447,gtai-1.0.4,5,0.000035,0.00000
3448,gaft-0.5.7,1,0.000041,0.00046
3449,hyper-prompt-1.1.1,1,0.000035,0.00000
3450,gpiosvr-0.0.3,5,0.000035,0.00000
3451,graiax-nem-0.0.4.dev6,1,0.000035,0.00000
3452,graia-application-mirai-0.20.1,6,0.000065,0.00046
3453,graia-broadcast-0.11.4,1,0.000046,0.00048
3454,regex-2020.11.13,1,0.000046,0.00048
3455,hammurabi-0.11.1,5,0.000035,0.00000
3456,github3-py-1.3.0,6,0.000042,0.00091
3457,h2o-nitro-altair-0.1.1,2,0.000035,0.00000
3458,altair-4.2.0,9,0.000052,0.00094
3459,h2o-nitro-0.19.0,3,0.000079,0.00137
3460,gotran-2023.1.0,5,0.000035,0.00000
3461,modelparameters-2023.1.0,4,0.000041,0.00046
3462,grade-3.0.1,1,0.000035,0.00000
3463,helga-versionone-0.1.10,3,0.000035,0.00000
3464,expiringdict-1.2.2,2,0.000047,0.00091
3465,v1pysdk-unofficial-0.4.post4,4,0.000045,0.00046
3466,python-ntlm-1.1.0,1,0.000048,0.00048
3467,testtools-2.6.0,5,0.000067,0.00142
3468,fixtures-4.0.1,3,0.000066,0.00103
3469,huawei-api-sdk-1.0.3,2,0.000035,0.00000
3470,graypy-gelf-https-1.0.1,2,0.000035,0.00000
3471,graypy-2.1.0,2,0.000065,0.00091
3472,huedominance-0.1.2,2,0.000035,0.00000
3473,huaweicloudsdkces-3.1.36,1,0.000035,0.00000
3474,hydragen-0.0.0,2,0.000035,0.00000
3475,huaweicloudsdkexample-3.1.10,2,0.000035,0.00000
3476,huaweicloudsdkvpc-3.1.36,2,0.000050,0.00046
3477,gwas-tools-0.13.2,11,0.000035,0.00000
3478,pytvfemd-0.3.12,3,0.000038,0.00046
3479,godot-api-refs-0.1.3,1,0.000035,0.00000
3480,ghapi-1.0.3,7,0.000089,0.00137
3481,fastcore-1.5.29,10,0.000100,0.00340
3482,huaweicloudsdkcodecheck-3.1.36,1,0.000035,0.00000
3483,grndwork-api-client-1.0.0a7,2,0.000035,0.00000
3484,guyo13-ccxt-1.50.30,7,0.000035,0.00000
3485,habitipy-0.3.0,2,0.000035,0.00000
3486,h2o-pysparkling-3-0-3.40.0.2-1,3,0.000035,0.00000
3487,hostutil-2.0.0,3,0.000035,0.00000
3488,opentelemetry-api-1.17.0,14,0.000180,0.00532
3489,python-hosts-1.0.3,1,0.000045,0.00046
3490,importlib-metadata-6.0.1,2,0.000086,0.00071
3491,hedgehog-server-0.9.1,4,0.000035,0.00000
3492,concurrent-utils-0.2.0,2,0.000050,0.00091
3493,hedgehog-protocol-0.9.0,3,0.000050,0.00091
3494,hedgehog-utils-0.7.0rc3,8,0.000092,0.00142
3495,aiostream-0.4.5,2,0.000080,0.00098
3496,trio-asyncio-0.12.0,4,0.000051,0.00052
3497,gpt2api-client-0.1.1,1,0.000035,0.00000
3498,gumby-0.6.0,5,0.000035,0.00000
3499,lacecore-3.0.0a2,6,0.000041,0.00046
3500,meshlab-pickedpoints-4.1.0,1,0.000041,0.00046
3501,ounce-1.1.1,4,0.000075,0.00196
3502,polliwog-3.0.0a8,4,0.000042,0.00048
3503,tinymetabobjloader-2.0.0a0,1,0.000042,0.00048
3504,vg-2.0.0,3,0.000054,0.00096
3505,hbp-knowledge-0.0.7,1,0.000035,0.00000
3506,bel-repository-0.1.2,5,0.000065,0.00046
3507,pybel-0.14.10,12,0.000049,0.00048
3508,bel-resources-0.0.3,5,0.000042,0.00096
3509,multisplitby-0.0.1,1,0.000047,0.00050
3510,hived-rpc-scanner-0.1.1,4,0.000035,0.00000
3511,prettytable-2.0.0,3,0.000042,0.00046
3512,great-expectations-0.16.7,30,0.000065,0.00046
3513,ruamel-yaml-0.17.17,1,0.000037,0.00048
3514,hastl-0.1.7,1,0.000035,0.00000
3515,futhark-ffi-0.14.2,3,0.000065,0.00046
3516,gnomad-0.6.4,4,0.000035,0.00000
3517,slackclient-2.5.0,2,0.000042,0.00046
3518,a2dr-0.2.3.post2,4,0.000035,0.00000
3519,hkj-1.0.0,1,0.000035,0.00000
3520,greenwavereality-0.5.1,3,0.000035,0.00000
3521,httpobs-alt-scanner-0.9.3,6,0.000035,0.00000
3522,celery-5.2.7,18,0.000098,0.00411
3523,publicsuffixlist-0.9.4,3,0.000047,0.00137
3524,vine-5.0.0,6,0.000198,0.00313
3525,billiard-3.6.4.0,2,0.000052,0.00118
3526,kombu-5.2.4,6,0.000052,0.00207
3527,amqp-5.1.1,3,0.000059,0.00105
3528,huaweicloudsdkroma-3.1.36,1,0.000035,0.00000
3529,highspy-1.5.0.dev0,3,0.000035,0.00000
3530,pybind11-2.10.4,13,0.000197,0.00605
3531,pyomo-6.5.0,6,0.000063,0.00233
3532,huaweicloudsdkvpcep-3.1.36,1,0.000035,0.00000
3533,hn2016-falwa-0.6.6,3,0.000035,0.00000
3534,hivae2-0.9,3,0.000035,0.00000
3535,tensorflow-probability-0.19.0,14,0.000062,0.00190
3536,gast-0.5.3,2,0.000045,0.00105
3537,aaaarg-python-0.12,2,0.000035,0.00000
3538,horizon-api-mask-0.0.1.post2,2,0.000035,0.00000
3539,pbr-0.11.1,2,0.000050,0.00046
3540,globalnoc-wsc-1.0.1,2,0.000035,0.00000
3541,google-alerts-v2-0.2.10,2,0.000035,0.00000
3542,hollerith-0.1.2,2,0.000035,0.00000
3543,humanbingo-3.0.1,5,0.000035,0.00000
3544,weasyprint-58.1,10,0.000047,0.00091
3545,cssselect2-0.7.0,5,0.000056,0.00148
3546,pydyf-0.6.0,1,0.000040,0.00050
3547,pyphen-0.14.0,2,0.000070,0.00096
3548,gwnrtools-2021.9.20,18,0.000035,0.00000
3549,bilby-2.1.0,17,0.000051,0.00137
3550,pyswarm-0.6,3,0.000040,0.00091
3551,romspline-1.1.6,4,0.000037,0.00046
3552,utils-1.0.1,1,0.000037,0.00046
3553,bilby-cython-0.4.0,2,0.000038,0.00052
3554,corner-2.2.2,4,0.000043,0.00144
3555,dynesty-2.1.1,1,0.000038,0.00052
3556,dynesty-2.1.0,1,0.000038,0.00052
3557,graphsrv-2.1.1,3,0.000035,0.00000
3558,vodka-3.2.0,5,0.000045,0.00046
3559,munge-1.2.1,4,0.000082,0.00096
3560,pluginmgr-1.1.0,2,0.000044,0.00048
3561,tmpl-1.0.0,1,0.000044,0.00048
3562,helloworld-mcv-0.0.3,1,0.000035,0.00000
3563,grade-tracker-2.0.0,2,0.000035,0.00000
3564,xdg-6.0.0,3,0.000061,0.00137
3565,gravitylab-2.2.7,2,0.000035,0.00000
3566,hexlet-points-0.3.0,1,0.000035,0.00000
3567,hexlet-pairs-0.1.2,1,0.000065,0.00046
3568,haip-confluence-0.1.1,3,0.000035,0.00000
3569,haip-config-0.1.9,4,0.000078,0.00142
3570,haip-template-0.1.3,4,0.000055,0.00091
3571,gpforecast-1.0.2,7,0.000035,0.00000
3572,gpy-1.10.0,13,0.000070,0.00368
3573,properscoring-0.1,3,0.000039,0.00046
3574,paramz-0.9.5,5,0.000047,0.00063
3575,h5xplorer-0.1.0,5,0.000035,0.00000
3576,hkpy-2.8.1,10,0.000035,0.00000
3577,google-datacatalog-looker-connector-0.6.1,2,0.000035,0.00000
3578,google-datacatalog-connectors-commons-0.6.9,9,0.000097,0.00229
3579,looker-sdk-0.1.3b20,4,0.000050,0.00046
3580,google-cloud-datacatalog-2.0.2,6,0.000055,0.00057
3581,google-cloud-monitoring-1.1.2,3,0.000055,0.00057
3582,grappelli-dynamic-navbar-0.1.1,3,0.000035,0.00000
3583,django-apptemplates-1.5,1,0.000045,0.00046
3584,django-classy-tags-4.0.0,3,0.000061,0.00094
3585,i3tools-0.1,1,0.000035,0.00000
3586,hydra-api-1.2.0,1,0.000035,0.00000
3587,google-api-support-0.1.3,7,0.000035,0.00000
3588,golems-0.0.0,1,0.000035,0.00000
3589,acfun-upload-0.0.3,1,0.000035,0.00000
3590,home-run-0.5.0,1,0.000035,0.00000
3591,grapes-0.7.1,2,0.000035,0.00000
3592,hass-uniocloud-0.1.3,8,0.000035,0.00000
3593,acme-1.9.0,10,0.000039,0.00046
3594,atomicwrites-1.4.0,3,0.000043,0.00137
3595,pycognito-0.1.4,5,0.000039,0.00046
3596,snitun-0.20,4,0.000039,0.00046
3597,glife-0.2,1,0.000035,0.00000
3598,simple-value-object-2.0,1,0.000065,0.00046
3599,graphql-env-0.1.0,1,0.000035,0.00000
3600,goodorfs-1.0,2,0.000035,0.00000
3601,gittornado-0.1.0,1,0.000035,0.00000
3602,graph-nets-1.1.0,8,0.000035,0.00000
3603,dm-sonnet-2.0.1,6,0.000039,0.00046
3604,heroprotocol-2.55.3.89754,2,0.000035,0.00000
3605,mpyq-0.2.5,1,0.000050,0.00046
3606,hero1-0.10,2,0.000035,0.00000
3607,zeroconf-0.56.0,11,0.000127,0.00381
3608,ifaddr-0.2.0,3,0.000090,0.00155
3609,hisensetv-0.3.0,1,0.000035,0.00000
3610,google-trends-scraper-0.0.7,2,0.000035,0.00000
3611,hepdata-lib-0.12.0,5,0.000037,0.00046
3612,hyperstyle-1.4.2,24,0.000035,0.00000
3613,cohesion-1.0.0,1,0.000036,0.00046
3614,django-3.2,4,0.000036,0.00046
3615,flake8-broken-line-0.3.0,2,0.000036,0.00046
3616,flake8-bugbear-21.4.3,3,0.000036,0.00046
3617,flake8-builtins-1.5.3,2,0.000036,0.00046
3618,flake8-commas-2.0.0,2,0.000036,0.00046
3619,flake8-comprehensions-3.4.0,2,0.000036,0.00046
3620,flake8-eradicate-1.0.0,4,0.000036,0.00046
3621,flake8-import-order-0.18.1,3,0.000036,0.00046
3622,flake8-plugin-utils-1.3.2,2,0.000067,0.00094
3623,flake8-polyfill-1.0.2,7,0.000095,0.00238
3624,flake8-return-1.1.2,2,0.000036,0.00046
3625,flake8-spellcheck-0.24.0,2,0.000036,0.00046
3626,flake8-string-format-0.3.0,4,0.000038,0.00094
3627,flake8-3.9.0,14,0.000277,0.00536
3628,pep8-naming-0.11.1,2,0.000036,0.00046
3629,pylint-django-2.3.0,3,0.000036,0.00046
3630,pylint-2.7.4,7,0.000094,0.00142
3631,radon-4.5.0,4,0.000036,0.00046
3632,setuptools-56.0.0,3,0.000067,0.00142
3633,wps-light-0.15.2,7,0.000036,0.00046
3634,pycodestyle-2.7.0,3,0.000146,0.00169
3635,pyflakes-2.3.1,2,0.000130,0.00121
3636,eradicate-2.2.0,2,0.000056,0.00096
3637,flake8-4.0.1,20,0.000355,0.00822
3638,pylint-plugin-utils-0.7,2,0.000050,0.00048
3639,astroid-2.6.6,4,0.000055,0.00052
3640,mando-0.6.4,2,0.000045,0.00048
3641,huaweicloudsdkclouddeploy-3.1.36,1,0.000035,0.00000
3642,hello-world-crock-dev-1.2.0,1,0.000035,0.00000
3643,helen-electricity-usage-0.5.0,2,0.000035,0.00000
3644,hcls-fhir-rdf-0.1.3,6,0.000035,0.00000
3645,dirlistproc-1.4.5,2,0.000045,0.00094
3646,jsonasobj-2.0.1,3,0.000045,0.00094
3647,pyjxslt-0.7.0,2,0.000040,0.00046
3648,hbreader-0.9.1,1,0.000074,0.00050
3649,hotelling-0.5.0,5,0.000035,0.00000
3650,grass-0.1.2,9,0.000035,0.00000
3651,rapclust-0.1.2,8,0.000038,0.00046
3652,statistics-1.0.3.5,7,0.000049,0.00229
3653,harmonization-0.0.9,11,0.000035,0.00000
3654,efficientnet-1.1.1,3,0.000038,0.00046
3655,keras-cv-attention-models-1.3.14,5,0.000038,0.00046
3656,tensorflow-addons-0.20.0,4,0.000046,0.00094
3657,vit-keras-0.1.0,3,0.000038,0.00046
3658,xplique-0.4.3,8,0.000038,0.00046
3659,keras-applications-1.0.8,3,0.000051,0.00048
3660,tensorflow-datasets-4.9.2,21,0.000062,0.00190
3661,typeguard-2.13.3,35,0.000402,0.01994
3662,array-record-0.2.0,3,0.000038,0.00055
3663,etils-1.2.0,12,0.000062,0.00304
3664,tensorflow-metadata-1.13.1,5,0.000040,0.00100
3665,hamming-codec-0.3.5,1,0.000035,0.00000
3666,aa-airtable-0.2,2,0.000035,0.00000
3667,hulkbuster-0.4,1,0.000035,0.00000
3668,hypopt-1.0.9,2,0.000035,0.00000
3669,happy-tools-1.0.0,3,0.000035,0.00000
3670,hesperides-cli-0.5.1,3,0.000035,0.00000
3671,gym-hearts-0.0.3,2,0.000035,0.00000
3672,treys-0.1.8,1,0.000050,0.00046
3673,goatools-1.3.1,9,0.000035,0.00000
3674,grafana-alerts-1.0.0.dev7,2,0.000035,0.00000
3675,absolute-control-0.0.6,1,0.000035,0.00000
3676,hololive-0.1.4,2,0.000035,0.00000
3677,hospital-0.9,3,0.000035,0.00000
3678,grank-1.0.4,5,0.000035,0.00000
3679,hierreg-0.1,5,0.000035,0.00000
3680,casadi-3.6.0,3,0.000054,0.00094
3681,gym-vecenv-1.0,3,0.000035,0.00000
3682,hentai-3.2.10,2,0.000035,0.00000
3683,tqdm-4.63.0,1,0.000050,0.00046
3684,graphene-sqlalchemy-filter-1.13.0,2,0.000035,0.00000
3685,graphene-sqlalchemy-2.3.0,7,0.000065,0.00091
3686,singledispatch-3.7.0,3,0.000053,0.00096
3687,groot-rocker-extensions-0.4.1,3,0.000035,0.00000
3688,hamms-1.3,3,0.000035,0.00000
3689,httpbin-0.7.0,9,0.000045,0.00046
3690,raven-6.10.0,11,0.000139,0.00420
3691,gym-fetch-0.2.2,2,0.000035,0.00000
3692,cmx-0.0.31,3,0.000050,0.00046
3693,killport-1.2.0,2,0.000056,0.00048
3694,sanic-20.9.0,8,0.000056,0.00048
3695,httpx-0.15.4,5,0.000042,0.00048
3696,httpcore-0.11.1,3,0.000044,0.00048
3697,google-geo-type-0.3.0,5,0.000050,0.00091
3698,guardme-1.0.1,1,0.000035,0.00000
3699,hypatie-2.20.1,5,0.000035,0.00000
3700,goldybot-4.0.dev25,13,0.000035,0.00000
3701,devgoldyutils-2.4.3,3,0.000042,0.00091
3702,motor-3.1.2,2,0.000037,0.00046
3703,nextcord-2.2.0,3,0.000037,0.00046
3704,pdoc-13.1.0,5,0.000039,0.00091
3705,prettyprinter-0.18.0,3,0.000071,0.00050
3706,greasyfork-archive-0.1.4,4,0.000035,0.00000
3707,grapetree-2.2,7,0.000035,0.00000
3708,grandeur-0.1.6,2,0.000035,0.00000
3709,haburas-0.1.0,1,0.000035,0.00000
3710,hackcheck-1.1.0,2,0.000035,0.00000
3711,googleapis-artman-2.4.4,21,0.000035,0.00000
3712,babel-2.8.0,2,0.000036,0.00046
3713,colorlog-4.8.0,4,0.000044,0.00185
3714,gcloud-0.18.3,6,0.000036,0.00046
3715,kazoo-2.9.0,3,0.000039,0.00094
3716,msgpack-python-0.5.6,12,0.000146,0.00569
3717,oslo-utils-4.1.2,12,0.000059,0.00197
3718,protobuf3-to-dict-0.1.5,3,0.000036,0.00046
3719,pypandoc-1.11,4,0.000083,0.00183
3720,ruamel-yaml-0.16.13,5,0.000044,0.00233
3721,taskflow-3.7.1,14,0.000036,0.00046
3722,netaddr-0.8.0,10,0.000139,0.00618
3723,oslo-i18n-6.0.0,35,0.000185,0.01838
3724,automaton-3.1.0,4,0.000040,0.00096
3725,oslo-serialization-5.1.1,30,0.000120,0.01243
3726,oslo-utils-6.1.0,44,0.000183,0.01860
3727,gramaddict-3.2.4,11,0.000035,0.00000
3728,emoji-1.6.1,1,0.000038,0.00046
3729,spintax-1.0.4,1,0.000038,0.00046
3730,uiautomator2-2.16.14,14,0.000038,0.00046
3731,adbutils-0.16.2,7,0.000037,0.00048
3732,whichcraft-0.6.1,6,0.000073,0.00285
3733,apkutils2-1.0.0,5,0.000048,0.00098
3734,cigam-0.0.3,1,0.000049,0.00050
3735,grc-1.0.0.post3,4,0.000035,0.00000
3736,strec-1.0.0.post2,4,0.000042,0.00046
3737,google-cloud-pipeline-components-1.0.42,8,0.000035,0.00000
3738,google-cloud-aiplatform-1.24.0,13,0.000056,0.00137
3739,google-cloud-notebooks-1.6.1,6,0.000039,0.00046
3740,kfp-1.8.20,24,0.000049,0.00091
3741,google-cloud-storage-1.44.0,12,0.000072,0.00190
3742,googleapis-common-protos-1.56.3,4,0.000071,0.00164
3743,kfp-pipeline-spec-0.1.17,2,0.000037,0.00050
3744,kfp-server-api-1.8.5,5,0.000037,0.00050
3745,kubernetes-25.3.0,13,0.000043,0.00096
3746,strip-hints-0.1.10,3,0.000047,0.00096
3747,aaei-1.2.0,3,0.000035,0.00000
3748,pivottablejs-0.9.0,1,0.000045,0.00046
3749,highlights-0.1.1,5,0.000035,0.00000
3750,pulp-2.7.0,5,0.000061,0.00233
3751,headless-pdfkit-0.1.5,1,0.000035,0.00000
3752,pdfkit-1.0.0,3,0.000079,0.00137
3753,graph-asp-0.0.9,3,0.000035,0.00000
3754,clyngor-0.4.2,5,0.000045,0.00046
3755,networkx-2.1,2,0.000045,0.00046
3756,pydot-1.2.4,2,0.000045,0.00046
3757,clingo-5.6.2,2,0.000044,0.00048
3758,pypeg2-2.15.2,1,0.000044,0.00048
3759,hypothesis-jsonschema-unfit-0.1.0,1,0.000035,0.00000
3760,hypothesis-jsonschema-0.22.1,3,0.000065,0.00046
3761,hopfieldnetwork-1.0.1,3,0.000035,0.00000
3762,gradient-accumulator-0.4.0,1,0.000035,0.00000
3763,gym-breakout-pygame-0.2.0,3,0.000035,0.00000
3764,gp-maps-python-0.0.3,8,0.000035,0.00000
3765,pingouin-0.5.3,11,0.000039,0.00046
3766,outdated-0.2.2,8,0.000055,0.00240
3767,pandas-flavor-0.5.0,5,0.000042,0.00096
3768,littleutils-0.2.2,1,0.000050,0.00057
3769,hdstats-0.2.1,2,0.000035,0.00000
3770,accounting-vod-0.1.2,1,0.000035,0.00000
3771,hashlist-nicknackgus-1.0.0,1,0.000035,0.00000
3772,defaultdict-nicknackgus-1.0.2,1,0.000065,0.00046
