Id,Label,Degree,Pageranks,Eigencentrality
12085,accelbrainbeat-1.0.5,1,0.000035,0.00000
12086,high-templar-3.0.0,7,0.000035,0.00000
12087,aio-pika-6.4.1,3,0.000039,0.00046
12088,aiohttp-requests-0.1.3,4,0.000039,0.00046
12089,frozendict-1.2,1,0.000039,0.00046
12090,quart-0.11.2,10,0.000039,0.00046
12091,aiormq-3.3.1,3,0.000052,0.00048
12092,pamqp-2.3.0,1,0.000057,0.00048
12093,hltex-0.0.5,1,0.000035,0.00000
12094,hlbox-1.0.3,5,0.000065,0.00046
12095,grafci-0.1.0,7,0.000035,0.00000
12096,unify-0.5,3,0.000042,0.00091
12097,wemake-python-styleguide-0.16.1,20,0.000039,0.00046
12098,untokenize-0.1.1,1,0.000071,0.00050
12099,darglint-1.8.1,1,0.000037,0.00048
12100,flake8-bandit-3.0.0,5,0.000037,0.00048
12101,flake8-broken-line-0.4.0,2,0.000037,0.00048
12102,flake8-bugbear-22.12.6,3,0.000037,0.00048
12103,flake8-commas-2.1.0,2,0.000037,0.00048
12104,flake8-comprehensions-3.12.0,2,0.000037,0.00048
12105,flake8-debugger-4.1.2,3,0.000037,0.00048
12106,flake8-docstrings-1.7.0,3,0.000037,0.00048
12107,flake8-eradicate-1.4.0,4,0.000037,0.00048
12108,flake8-isort-4.2.0,3,0.000037,0.00048
12109,flake8-quotes-3.3.2,2,0.000037,0.00048
12110,flake8-rst-docstrings-0.2.7,4,0.000037,0.00048
12111,pep8-naming-0.12.1,3,0.000037,0.00048
12112,bandit-1.7.5,5,0.000043,0.00048
12113,pydocstyle-6.3.0,2,0.000050,0.00048
12114,restructuredtext-lint-1.4.0,2,0.000045,0.00048
12115,hnpy-0.2.1,1,0.000035,0.00000
12116,httpie-visionect-auth-0.0.1,1,0.000035,0.00000
12117,gridx-prescient-2.2.2,9,0.000035,0.00000
12118,goodhound-1.1.2,2,0.000035,0.00000
12119,iabwrapper-1.0.0,1,0.000035,0.00000
12120,gym-jass-0.1.19,2,0.000035,0.00000
12121,schieber-0.1.10,1,0.000050,0.00046
12122,heron-data-0.1.4,1,0.000035,0.00000
12123,htmlfetcher-0.0.6,1,0.000035,0.00000
12124,hotdog-1.7.9,8,0.000035,0.00000
12125,appium-python-client-2.9.0,2,0.000039,0.00046
12126,appium-selector-1.3.2,3,0.000039,0.00046
12127,sauceclient-1.0.0,1,0.000039,0.00046
12128,timeout-decorator-0.5.0,2,0.000050,0.00094
12129,waiting-1.4.1,1,0.000039,0.00046
12130,hass-configurator-0.5.2,2,0.000035,0.00000
12131,graphiit-0.1.0,3,0.000035,0.00000
12132,pyphi-1.2.0,12,0.000045,0.00046
12133,pyemd-1.0.0,2,0.000038,0.00048
12134,huobitrade-0.5.6,8,0.000035,0.00000
12135,gutefrage-0.6.1,2,0.000035,0.00000
12136,harvest-2.2.3,2,0.000035,0.00000
12137,hexapix-0.0.1a0,1,0.000035,0.00000
12138,hivemind-chatroom-0.0.1,2,0.000035,0.00000
12139,gnosis-yodaplus-py-3.1.19,5,0.000035,0.00000
12140,web3-5.19.0,13,0.000041,0.00046
12141,ipfshttpclient-0.7.0a1,3,0.000038,0.00048
12142,gsextract-1.0,3,0.000035,0.00000
12143,hssp-0.3.4,12,0.000035,0.00000
12144,hydrosolver-0.1,3,0.000035,0.00000
12145,abondance-0.1.2,3,0.000035,0.00000
12146,hastebin-0.0.1,1,0.000035,0.00000
12147,hamtools-0.3,3,0.000035,0.00000
12148,graphcommons-1.0.1,1,0.000035,0.00000
12149,requests-2.5.3,1,0.000065,0.00046
12150,goutte-1.0.1,4,0.000035,0.00000
12151,python-digitalocean-1.17.0,3,0.000042,0.00046
12152,abeec-0.3,2,0.000035,0.00000
12153,a3t-0.0.1,5,0.000035,0.00000
12154,hiveone-py-0.0.1,1,0.000035,0.00000
12155,herecomes-0.0.1,4,0.000035,0.00000
12156,hetzner-dns-tools-0.0.12,1,0.000035,0.00000
12157,hoopoe-python-0.0.8,1,0.000035,0.00000
12158,hanlperceptron-0.2.0,2,0.000035,0.00000
12159,gppc-0.1.7,4,0.000035,0.00000
12160,climage-0.1.3,3,0.000042,0.00046
12161,kdtree-0.16,1,0.000053,0.00048
12162,globality-black-2023.4.1104,5,0.000035,0.00000
12163,hicsv-python-1.0.1,1,0.000035,0.00000
12164,gotyou-0.1.3,2,0.000035,0.00000
12165,grafanalib-0.7.0,1,0.000035,0.00000
12166,hoon-language-server-0.1.1,2,0.000035,0.00000
12167,python-jsonrpc-server-0.4.0,2,0.000050,0.00046
12168,gpymusic-1.2.1,1,0.000035,0.00000
12169,httpmq-0.1.0,3,0.000035,0.00000
12170,h5pyd-redesign-0.10.3,10,0.000035,0.00000
12171,google-auth-oauthlib-0.5.3,3,0.000038,0.00046
12172,hanyang-registration-1.1.6,2,0.000035,0.00000
12173,accern-xyme-4.2.0,10,0.000035,0.00000
12174,quick-server-0.7.15,1,0.000038,0.00046
12175,hydrograph-py-1.0.1,4,0.000035,0.00000
12176,glrlm-0.1.0,2,0.000035,0.00000
12177,gpycat-0.1.3,5,0.000035,0.00000
12178,coverage-badge-1.1.0,2,0.000041,0.00046
12179,gym-electric-motor-1.1.0,6,0.000035,0.00000
12180,guess-logo-0.0.8,3,0.000035,0.00000
12181,a10sa-script-0.0.4,5,0.000035,0.00000
12182,buttplug-0.3.0,2,0.000041,0.00046
12183,gym-crypto-0.0.4,3,0.000035,0.00000
12184,git-taxbreak-0.1.0,2,0.000035,0.00000
12185,pre-commit-1.21.0,9,0.000050,0.00046
12186,aspy-yaml-1.3.0,2,0.000040,0.00048
12187,gradient-metrics-0.3.0,2,0.000035,0.00000
12188,goecharger-0.1.0,1,0.000035,0.00000
12189,i8-downloader-0.1.3,3,0.000035,0.00000
12190,pymortafix-0.2.2,3,0.000045,0.00046
12191,grimp-2.3,1,0.000035,0.00000
12192,git-reqs-0.3.2,8,0.000035,0.00000
12193,junitparser-2.8.0,2,0.000039,0.00046
12194,goosempl-0.12.1,5,0.000035,0.00000
12195,gopen-0.6.6,2,0.000035,0.00000
12196,httpie-api-auth-0.3.1,1,0.000035,0.00000
12197,heaserver-1.0.0a114,21,0.000035,0.00000
12198,hatch-zipped-directory-0.1.0b2,1,0.000035,0.00000
12199,htsg-1.0.0,3,0.000035,0.00000
12200,graphql-core-printers-0.0.1,1,0.000035,0.00000
12201,google-cloud-dataflow-client-0.8.3,3,0.000035,0.00000
12202,hmsclient-hive-3-0.1.1,2,0.000035,0.00000
12203,gumnut-server-1.0.0rc1,6,0.000035,0.00000
12204,html2texttg-1.0.3,1,0.000035,0.00000
12205,ablk-0.3,1,0.000035,0.00000
12206,graphdb-2020.2.4,3,0.000035,0.00000
12207,hues-0.2.2,1,0.000035,0.00000
12208,graphene-federation-3.1.3,2,0.000035,0.00000
12209,husrev-1.5.3,3,0.000035,0.00000
12210,hanzidentifier-1.1.0,1,0.000035,0.00000
12211,greengen-1.0.1,2,0.000035,0.00000
12212,hhl-game-1.0.1,1,0.000035,0.00000
12213,gluetube-0.1.1,5,0.000035,0.00000
12214,gstools-core-0.2.2,1,0.000035,0.00000
12215,hrobot-0.7.0,7,0.000035,0.00000
12216,allure-robotframework-2.13.1,2,0.000039,0.00046
12217,openpyxl-3.0.9,2,0.000039,0.00046
12218,allure-python-commons-2.13.1,3,0.000068,0.00048
12219,hugoutils-1.2.1,1,0.000035,0.00000
12220,gnucashreport-0.2.5,5,0.000035,0.00000
12221,huaweicloudsdkprojectman-3.1.36,1,0.000035,0.00000
12222,guide-0.0.8,2,0.000035,0.00000
12223,graylog-archiver-0.1.4,2,0.000035,0.00000
12224,elasticsearch-5.2.0,2,0.000050,0.00046
12225,invoke-0.15.0,1,0.000050,0.00046
12226,gspread-pandas-3.2.2,5,0.000035,0.00000
12227,gitsynclib-0.1.4,2,0.000035,0.00000
12228,glpi-api-0.4.0,1,0.000035,0.00000
12229,hydra-ax-sweeper-1.2.0,3,0.000035,0.00000
12230,ax-platform-0.2.0,8,0.000045,0.00046
12231,botorch-0.5.0,4,0.000040,0.00048
12232,h5preserve-0.18.2,1,0.000035,0.00000
12233,gray-0.13.0,9,0.000035,0.00000
12234,add-trailing-comma-2.4.0,2,0.000038,0.00046
12235,autoflake-1.5.3,3,0.000038,0.00046
12236,fixit-0.1.4,6,0.000038,0.00046
12237,pyupgrade-3.3.1,2,0.000038,0.00046
12238,tokenize-rt-5.0.0,2,0.000100,0.00096
12239,grasptext-0.0.2,8,0.000035,0.00000
12240,graftpress-cli-0.0.4.1,1,0.000035,0.00000
12241,absplots-0.2.0,1,0.000035,0.00000
12242,hw-bonus-point-api-1.0.1,2,0.000035,0.00000
12243,grow-2.2.3,29,0.000035,0.00000
12244,boltons-20.1.0,1,0.000036,0.00046
12245,cachelib-0.1,1,0.000036,0.00046
12246,google-api-python-client-1.9.3,8,0.000041,0.00094
12247,progressbar2-3.51.3,4,0.000041,0.00094
12248,pyyaml-5.4,1,0.000036,0.00046
12249,semantic-version-2.8.5,1,0.000036,0.00046
12250,texttable-fixed-0.8.3,1,0.000036,0.00046
12251,translitcodec-0.6.0,1,0.000036,0.00046
12252,watchdog-0.10.2,2,0.000036,0.00046
12253,webob-1.8.6,1,0.000036,0.00046
12254,webreview-0.3.1,7,0.000036,0.00046
12255,guess-indian-gender-1.0.1,2,0.000035,0.00000
12256,graystruct-0.1.1,2,0.000035,0.00000
12257,git-trunk-0.5.0,2,0.000035,0.00000
12258,footil-0.35.0,6,0.000050,0.00046
12259,5sim-python-1.0.3,1,0.000035,0.00000
12260,gnuplotlib-0.39,2,0.000035,0.00000
12261,numpysane-0.36,1,0.000050,0.00046
12262,herakles-0.1.7,2,0.000035,0.00000
12263,jira-2.0.0,9,0.000050,0.00046
12264,gtsrvd-0.1.1,3,0.000035,0.00000
12265,hs-process-0.0.4,4,0.000035,0.00000
12266,google-cloud-error-reporting-1.9.1,4,0.000035,0.00000
12267,hget-1.0.5,6,0.000035,0.00000
12268,gowork-0.2.2,7,0.000035,0.00000
12269,mongudb-0.0.3,3,0.000039,0.00046
12270,pyathena-2.24.0,5,0.000039,0.00046
12271,gitup-0.5.1,2,0.000035,0.00000
12272,accretion-workers-0.1.0,2,0.000035,0.00000
12273,hvac-cli-1.2.3,19,0.000035,0.00000
12274,cliff-2.14.1,8,0.000036,0.00046
12275,cmd2-0.9.12,6,0.000041,0.00094
12276,hvac-0.9.1,2,0.000036,0.00046
12277,pbr-5.1.1,3,0.000058,0.00144
12278,pyperclip-1.7.0,2,0.000045,0.00096
12279,stevedore-1.30.1,4,0.000041,0.00094
12280,hydrosignatures-0.14.0,4,0.000035,0.00000
12281,gu-cli-1.1.3,2,0.000035,0.00000
12282,hayes-0.1.0,3,0.000035,0.00000
12283,gollum-0.3.0,9,0.000035,0.00000
12284,glitter-sdk-0.2.1,15,0.000035,0.00000
12285,betterproto-2.0.0b4,3,0.000037,0.00046
12286,glitter-proto-0.1.0,1,0.000037,0.00046
12287,5g-core-common-schemas-1.0.9,4,0.000035,0.00000
12288,hda-1.15,2,0.000035,0.00000
12289,hdmf-docutils-0.4.4,7,0.000035,0.00000
12290,googlenewsscraper-1.0.1,1,0.000035,0.00000
12291,huaweicloudsdknat-3.1.36,1,0.000035,0.00000
12292,gstore-0.6.1,2,0.000035,0.00000
12293,hive-scrutineer-1.3.18,3,0.000035,0.00000
12294,holtz-tools-0.3.3,3,0.000035,0.00000
12295,hashversion-0.4.0,3,0.000035,0.00000
12296,hashbrown-4.4.1,3,0.000035,0.00000
12297,hew-tag-1.0.0,1,0.000035,0.00000
12298,graphnet-0.1.2,2,0.000035,0.00000
12299,grabber-0.1.0,1,0.000035,0.00000
12300,hrrrb-0.0.6,4,0.000035,0.00000
12301,gspec-1.0.1,4,0.000035,0.00000
12302,abm-shape-collection-0.4.0,6,0.000035,0.00000
12303,aicsshparam-0.1.1,7,0.000040,0.00046
12304,pyshtools-4.10.1,9,0.000041,0.00048
12305,xarray-2023.3.0,4,0.000039,0.00048
12306,greater-context-2018.12.16,1,0.000035,0.00000
12307,gytrash-0.0.21,2,0.000035,0.00000
12308,slack-sdk-3.15.2,1,0.000050,0.00046
12309,gpgrecord-0.0.5,1,0.000035,0.00000
12310,helloflask-1.2.0,2,0.000035,0.00000
12311,groupbug-0.3,5,0.000035,0.00000
12312,gribdoctor-0.1.0.dev0,3,0.000035,0.00000
12313,grafana-dashboard-manager-0.1.17.35133261691,4,0.000035,0.00000
12314,glances-api-0.4.1,1,0.000035,0.00000
12315,hostparse-0.0.6,1,0.000035,0.00000
12316,go2pod-0.1,4,0.000035,0.00000
12317,delegator-py-0.1.1,2,0.000042,0.00046
12318,histo-tools-0.0.11,5,0.000035,0.00000
12319,cupy-cuda11x-12.0.0,3,0.000041,0.00046
12320,fastrlock-0.8.1,1,0.000052,0.00048
12321,gmshairfoil2d-0.1.4,4,0.000035,0.00000
12322,gmsh-4.9.5,1,0.000042,0.00046
12323,pytest-7.1.3,7,0.000042,0.00046
12324,gotrue-1.0.1,2,0.000035,0.00000
12325,heidelberg-subtyping-0.5.0,3,0.000035,0.00000
12326,grovepi-1.0.4,5,0.000035,0.00000
12327,gsuitefy-1.1.3,4,0.000035,0.00000
12328,gtsocket-0.1,2,0.000035,0.00000
12329,google-cloud-contact-center-insights-1.10.0,3,0.000035,0.00000
12330,aaa-approx-1.0.2,2,0.000035,0.00000
12331,hydrodataset-0.0.8,4,0.000035,0.00000
12332,async-retriever-0.14.0,6,0.000042,0.00046
12333,aiohttp-client-cache-0.8.1,6,0.000042,0.00048
12334,h-vialib-1.1.0,3,0.000035,0.00000
12335,hive-executor-py-1.0.9.dev1,1,0.000035,0.00000
12336,common-utils-2.0.1.dev1,1,0.000065,0.00046
12337,histoday-0.1.4,1,0.000035,0.00000
12338,httpobs-cli-1.0.2,1,0.000035,0.00000
12339,gpx-0.2.1,2,0.000035,0.00000
12340,h5writer-0.6.0,1,0.000035,0.00000
12341,gitrn-0.0.2,1,0.000035,0.00000
12342,godirect-1.1.3,2,0.000035,0.00000
12343,hotmailbox-py-1.0.2,1,0.000035,0.00000
12344,huik-module-0.1.22,4,0.000035,0.00000
12345,gwdet-0.1.1,6,0.000035,0.00000
12346,hurricane-factory-0.1.5,5,0.000035,0.00000
12347,httpie-snapdsocket-1.0.0,2,0.000035,0.00000
12348,git-up-all-0.3.2.6,5,0.000035,0.00000
12349,biplist-0.7,2,0.000041,0.00046
12350,colorama-0.3.7,2,0.000048,0.00094
12351,git-up-1.4.1,6,0.000041,0.00046
12352,gitpython-2.1.1,3,0.000048,0.00094
12353,heat-translator-2.7.0,11,0.000035,0.00000
12354,python-glanceclient-4.3.0,10,0.000038,0.00046
12355,tosca-parser-2.8.0,7,0.000038,0.00046
12356,warlock-2.0.1,3,0.000038,0.00048
12357,hangman-ultimate-1.0.2,2,0.000035,0.00000
12358,groundmag-0.0.1,8,0.000035,0.00000
12359,aacgmv2-2.6.3,2,0.000039,0.00046
12360,datetimetools-1.1.1,5,0.000047,0.00094
12361,pyfileio-0.0.5,3,0.000039,0.00046
12362,pyigrf-0.3.3,2,0.000039,0.00046
12363,recarraytools-0.1.1,4,0.000055,0.00094
12364,wavespec-0.0.5,5,0.000039,0.00046
12365,gym-guesswho-0.0.5,3,0.000035,0.00000
12366,html2pdf-bookdown-0.1.0,6,0.000035,0.00000
12367,highered-0.2.1,2,0.000035,0.00000
12368,pyhacrf-datamade-0.2.6,3,0.000050,0.00046
12369,pylbfgs-0.2.0.14,2,0.000056,0.00048
12370,httpsrvvcr-0.1.9,3,0.000035,0.00000
12371,httpsrv-0.1.6,1,0.000045,0.00046
12372,huaweicloudsdkswr-3.1.36,1,0.000035,0.00000
12373,acfun-0.2,3,0.000035,0.00000
12374,gptransits-1.0,10,0.000035,0.00000
12375,batman-package-2.4.9,2,0.000038,0.00046
12376,celerite-0.3.0,3,0.000038,0.00046
12377,emcee-3.0rc2,2,0.000038,0.00046
12378,hadoop-ranger-audit-0.2,23,0.000035,0.00000
12379,sphinx-theme-1.0,1,0.000036,0.00046
12380,gocats-1.1.7,2,0.000035,0.00000
12381,grafana-snapshots-0.2.1,5,0.000035,0.00000
12382,grafana-client-2.1.0,2,0.000041,0.00046
12383,setuptools-39.2.0,1,0.000041,0.00046
12384,gnutools-python-2.3.2,8,0.000050,0.00046
12385,abodepy-1.2.2,3,0.000035,0.00000
12386,hidman-1.0,3,0.000035,0.00000
12387,hubmap-commons-2.1.5,11,0.000035,0.00000
12388,boto3-1.24.47,4,0.000038,0.00046
12389,jsonref-0.3.0,1,0.000038,0.00046
12390,property-2.6.2,1,0.000038,0.00046
12391,gtfs-aggregator-checker-1.0.0,5,0.000035,0.00000
12392,google-cloud-profiler-4.0.0,5,0.000035,0.00000
12393,graphql-sync-dataloaders-0.1.1,1,0.000035,0.00000
12394,glados-alpha-3.0,2,0.000035,0.00000
12395,engineering-notation-0.8.0,1,0.000050,0.00046
12396,hypergrowth-1.7.0,2,0.000035,0.00000
12397,awslambdaric-2.0.4,2,0.000050,0.00046
12398,acachecontrol-0.3.5,2,0.000035,0.00000
12399,google-analytics-admin-0.16.0,3,0.000035,0.00000
12400,graphene-prometheus-0.1.0,2,0.000035,0.00000
12401,graphql-sqlalchemy-0.6.1,2,0.000035,0.00000
12402,hume-0.2.0,2,0.000035,0.00000
12403,gl-search-0.4.0,6,0.000035,0.00000
12404,dynaconf-3.1.12,2,0.000047,0.00091
12405,goldenchild-1.16,5,0.000035,0.00000
12406,grey-0.0.1,1,0.000035,0.00000
12407,huaweicloudsdkcsms-3.1.36,1,0.000035,0.00000
12408,hooku-1.1.0,2,0.000035,0.00000
12409,gwmt-dl-0.1.0,1,0.000035,0.00000
12410,highway-env-1.8.1,6,0.000035,0.00000
12411,handcash-connect-sdk-0.2.0,3,0.000035,0.00000
12412,bitcoinx-0.7.1,4,0.000045,0.00046
12413,electrumsv-secp256k1-0.9.4,2,0.000048,0.00048
12414,aamarpay-1.0.1,1,0.000035,0.00000
12415,heartfem-3.6.3,3,0.000035,0.00000
12416,hellbox-fontmake-0.1.1,2,0.000035,0.00000
12417,fontmake-3.5.1,7,0.000050,0.00046
12418,fontmath-0.9.3,3,0.000056,0.00096
12419,ufo2ft-2.31.0,6,0.000042,0.00048
12420,booleanoperations-0.9.0,3,0.000042,0.00048
12421,cffsubr-0.2.9.post1,2,0.000042,0.00048
12422,compreffor-0.5.3,2,0.000042,0.00048
12423,gpx-parser-0.0.4,1,0.000035,0.00000
12424,typing-3.6.2,1,0.000065,0.00046
12425,grad-descent-visualizer-0.1.1,5,0.000035,0.00000
12426,autograd-1.4,3,0.000041,0.00046
12427,cmocean-2.0,1,0.000041,0.00046
12428,colorcet-3.0.0,3,0.000041,0.00046
12429,pyvista-0.35.1,7,0.000041,0.00046
12430,httpie-escher-auth-0.1.0,2,0.000035,0.00000
12431,homcv-0.1.0,4,0.000035,0.00000
12432,hypercontagion-0.1.2,4,0.000035,0.00000
12433,xgi-0.5.7,7,0.000042,0.00046
12434,hdcms-0.1.16,5,0.000035,0.00000
12435,hdcms-bindings-0.1.4,1,0.000041,0.00046
12436,gstackutils-1.0.dev11,3,0.000035,0.00000
12437,halflap-0.1,1,0.000035,0.00000
12438,hitsquad-0.2.1,1,0.000035,0.00000
12439,h2o-nitro-bokeh-0.2.1,2,0.000035,0.00000
12440,gutsygit-0.6.0,2,0.000035,0.00000
12441,hydroeval-0.1.0,1,0.000035,0.00000
12442,gtfu-1.4.0,6,0.000035,0.00000
12443,gridplayer-0.4.3,5,0.000035,0.00000
12444,python-vlc-3.0.11115,1,0.000041,0.00046
12445,streamlink-4.2.0,8,0.000041,0.00046
12446,yt-dlp-2022.7.18,6,0.000041,0.00046
12447,hydropandas-0.7.3,7,0.000035,0.00000
12448,graphtask-0.0.1,3,0.000035,0.00000
12449,stackeddag-0.3.4,2,0.000045,0.00046
12450,greendeck-helloworld-0.0.2,1,0.000035,0.00000
12451,grpc-requests-0.1.10,5,0.000035,0.00000
12452,hysen-0.4.12,1,0.000035,0.00000
12453,broadlink-0.18.0,2,0.000065,0.00046
12454,hdpython-0.0.5,1,0.000035,0.00000
12455,pyvcd-0.3.0,1,0.000065,0.00046
12456,gym-conservation-0.0.6,4,0.000035,0.00000
12457,guillotina-statsd-1.1.2,2,0.000035,0.00000
12458,aiostatsd-1.0.0,3,0.000050,0.00046
12459,cystatsd-1.1.0,1,0.000056,0.00048
12460,hejtado-quido-0.2.6,3,0.000035,0.00000
12461,pysnmp-4.4.6,4,0.000045,0.00046
12462,setuptools-41.4.0,1,0.000045,0.00046
12463,habits-0.0.20,3,0.000035,0.00000
12464,honeycheck-0.2.1,1,0.000035,0.00000
12465,scapy-python3-0.20,1,0.000065,0.00046
12466,hypothesis-ethereum-0.0.1a5,3,0.000035,0.00000
12467,py-evm-0.6.1a2,12,0.000039,0.00048
12468,eth-bloom-2.0.0,2,0.000038,0.00048
12469,trie-2.1.0,6,0.000038,0.00048
12470,golftrainer-0.0.1,1,0.000035,0.00000
12471,grain-scheduler-0.16.2,8,0.000035,0.00000
12472,huhuseg-0.6.1,1,0.000035,0.00000
12473,groupdocs-rewriter-cloud-22.12.0,6,0.000035,0.00000
12474,hydra-joblib-launcher-1.2.0,2,0.000035,0.00000
12475,high-order-layers-torch-1.3.2,6,0.000035,0.00000
12476,torch-optimizer-0.3.0,3,0.000040,0.00046
12477,pytorch-ranger-0.1.1,2,0.000052,0.00048
12478,google-cloud-logging-handler-1.3,1,0.000035,0.00000
12479,google-apitools-dataflow-v1b3-0.5.16.20171003,3,0.000035,0.00000
12480,hnccorr-2020.5.1,8,0.000035,0.00000
12481,closure-problem-2020.5.2,3,0.000039,0.00046
12482,sparsecomputation-2019.6.3,5,0.000039,0.00046
12483,pseudoflow-2022.12.0,1,0.000051,0.00048
12484,hdlib-0.1.0,1,0.000035,0.00000
12485,gps-time-2.8.8,3,0.000035,0.00000
12486,greatday-1.0.0,14,0.000035,0.00000
12487,bolton-clack-0.3.4,6,0.000037,0.00046
12488,bolton-eris-0.2.3,8,0.000128,0.00237
12489,bolton-logrus-0.1.0,4,0.000043,0.00094
12490,bolton-metaman-0.1.2,4,0.000102,0.00201
12491,bolton-typist-0.2.0,5,0.000106,0.00246
12492,magodo-1.1.1,4,0.000037,0.00046
12493,potoroo-0.4.1,2,0.000037,0.00046
12494,sqlalchemy-1.4.35,3,0.000048,0.00094
12495,sqlmodel-0.0.8,4,0.000037,0.00046
12496,vimala-0.1.2,3,0.000037,0.00046
12497,bolton-ion-0.1.0,1,0.000071,0.00057
12498,sqlalchemy2-stubs-0.0.2a33,2,0.000045,0.00048
12499,bolton-proctor-0.2.2,2,0.000051,0.00048
12500,gtfsutils-0.0.5,4,0.000035,0.00000
12501,h2o-pysparkling-3-2-3.40.0.2-1,3,0.000035,0.00000
12502,hangar-0.5.2,11,0.000035,0.00000
12503,blosc-1.11.1,1,0.000038,0.00046
12504,honeycomb-sqlalchemy-1.0.0,2,0.000035,0.00000
12505,gtfs-kit-5.2.3,9,0.000035,0.00000
12506,json2html-1.3.0,1,0.000038,0.00046
12507,graphviz-managed-1.0.0,1,0.000035,0.00000
12508,h5sparse-0.1.0,4,0.000035,0.00000
12509,git-whatsup-0.1.0,1,0.000035,0.00000
12510,hivmmer-0.2.1,6,0.000035,0.00000
12511,gotify-message-0.2.1,1,0.000035,0.00000
12512,gofevaluation-0.1.1,4,0.000035,0.00000
12513,grocker-8.0,6,0.000035,0.00000
12514,gs-dmarc-2.1.9,4,0.000035,0.00000
12515,publicsuffix-1.1.1,1,0.000042,0.00046
12516,goodlibs-0.1.1,7,0.000035,0.00000
12517,betterreads-0.4.2,5,0.000039,0.00046
12518,backports-datetime-fromisoformat-2.0.0,1,0.000043,0.00048
12519,h3pandas-0.2.4,6,0.000035,0.00000
12520,h3-3.7.6,2,0.000048,0.00094
12521,google-python-sdk-1.0.0,1,0.000035,0.00000
12522,hydra-python-core-0.3.1,2,0.000035,0.00000
12523,sphinx-3.1.2,17,0.000050,0.00046
12524,google-cloud-dms-1.6.2,3,0.000035,0.00000
12525,hpnapy-1.0.7,3,0.000035,0.00000
12526,hundlab-mat-1.0,9,0.000035,0.00000
12527,guvicorn-logger-0.1.16,3,0.000035,0.00000
12528,asgi-correlation-id-4.1.0,2,0.000045,0.00046
12529,gsc-libpythonpro-0.2,1,0.000035,0.00000
12530,huaweicloudsdkmrs-3.1.36,1,0.000035,0.00000
12531,gym-tool-use-1.0.0,3,0.000035,0.00000
12532,hcsc-0.0.17,2,0.000035,0.00000
12533,hole-c-lexer-1.0.1,1,0.000035,0.00000
12534,hosting-benchmark-0.0.6,3,0.000035,0.00000
12535,huo-0.1.0,1,0.000035,0.00000
12536,gym-cube-1.0.5,3,0.000035,0.00000
12537,hachiko-bapu-0.1.8,4,0.000035,0.00000
12538,sf2utils-0.9.0,1,0.000042,0.00046
12539,srt-3.5.3,1,0.000042,0.00046
12540,git-ws-0.13.0,6,0.000035,0.00000
12541,humo-utils-0.7,27,0.000035,0.00000
12542,arrow-1.2.2,2,0.000036,0.00046
12543,importlib-metadata-4.12.0,3,0.000039,0.00094
12544,keyring-23.6.0,4,0.000039,0.00094
12545,pkginfo-1.8.3,2,0.000039,0.00094
12546,pymupdf-1.20.1,1,0.000036,0.00046
12547,readme-renderer-35.0,5,0.000039,0.00094
12548,twine-4.0.1,10,0.000036,0.00046
12549,xlsxwriter-3.0.3,1,0.000036,0.00046
12550,humanframework-0.6.2,5,0.000035,0.00000
12551,diskcache-4.0.0,1,0.000041,0.00046
12552,jinja2-2.10.1,2,0.000041,0.00046
12553,python-dotenv-0.10.3,1,0.000041,0.00046
12554,gns3-server-2.2.38,11,0.000035,0.00000
12555,html2docx-1.6.0,2,0.000035,0.00000
12556,grpc-google-cloud-language-v1beta1-0.11.1,3,0.000035,0.00000
12557,goarbf-0.0.1,1,0.000035,0.00000
12558,google-search-api-1.1.14,7,0.000035,0.00000
12559,selenium-2.53.6,1,0.000039,0.00046
12560,humilis-redshift-0.0.9,1,0.000035,0.00000
12561,gym-dmc-0.2.5,3,0.000035,0.00000
12562,dm-control-1.0.11,16,0.000045,0.00046
12563,dm-env-1.6,4,0.000037,0.00048
12564,labmaze-1.0.6,4,0.000037,0.00048
12565,helios-scanner-1.1,5,0.000035,0.00000
12566,gnomock-python-sdk-1.19.0,4,0.000035,0.00000
12567,abstra-cli-0.20.1,7,0.000035,0.00000
12568,gymmick-1.0.0,3,0.000035,0.00000
12569,huawei-b593-status-0.0.2,2,0.000035,0.00000
12570,greetings-0.1.0,1,0.000035,0.00000
12571,gtnet-0.0.0,5,0.000035,0.00000
12572,gpapi-0.4.4,3,0.000035,0.00000
12573,haoda-0.0.20230106.dev1,2,0.000035,0.00000
12574,gitvier-0.1.1,2,0.000035,0.00000
12575,hermes-simulator-0.1.3b0,3,0.000035,0.00000
12576,mayavi-4.8.1,10,0.000045,0.00046
12577,poliastro-0.17.0,11,0.000045,0.00046
12578,apptools-5.2.0,5,0.000046,0.00096
12579,envisage-7.0.3,6,0.000039,0.00048
12580,helix-mockserver-client-1.0.4,3,0.000035,0.00000
12581,greenreactor-0.1.4,1,0.000035,0.00000
12582,hb-config-0.5.1,1,0.000035,0.00000
12583,gsse-python-client-0.1.15,2,0.000035,0.00000
12584,grr-response-test-3.4.6.post7,9,0.000035,0.00000
12585,flaky-3.7.0,1,0.000038,0.00046
12586,pytest-7.2.1,7,0.000038,0.00046
12587,responses-0.22.0,5,0.000038,0.00046
12588,types-toml-0.10.8.6,1,0.000043,0.00048
12589,haisweetviz-1.0.2,7,0.000035,0.00000
12590,hlc-0.3.0,1,0.000035,0.00000
12591,i3cols-0.1.4,1,0.000035,0.00000
