,Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category
669,669,gpt-2-simple-0.8.1,7,0.000039,0.00046,0.573668716,M
811,811,nimfa-1.4.0,3,0.000039,0.00046,0.650221116,M
812,812,pyvalid-1.0.4,2,0.000039,0.00046,0.940102966,H
890,890,pystac-0.5.6,2,0.000039,0.00046,0.722941245,M
897,897,gtirb-functions-1.0.9,2,0.000039,0.00046,0.657797079,M
982,982,acdh-tei-pyutils-0.30,5,0.000039,0.00046,0.683602345,M
983,983,collatex-2.2,3,0.000039,0.00046,0.630212286,M
993,993,chompjs-1.1.9,1,0.000039,0.00046,0.835920452,H
996,996,markdownify-0.10.3,3,0.000039,0.00046,0.63779794,M
1047,1047,avro-python3-1.10.2,1,0.000039,0.00046,0.573668716,M
1117,1117,acme-1.31.0,9,0.000039,0.00046,0.584622174,M
1119,1119,pycognito-2022.8.0,5,0.000039,0.00046,0.617485632,M
1120,1120,snitun-0.35.0,4,0.000039,0.00046,0.715396885,M
1187,1187,gtirb-capstone-1.0.1,4,0.000039,0.00046,0.658012268,M
1188,1188,mcasm-0.2.2,1,0.000039,0.00046,0.675097503,M
1292,1292,pytest-7.2.2,7,0.000039,0.00048,0.456905797,L
1293,1293,python-box-6.1.0,1,0.000039,0.00048,0.821633538,H
1294,1294,stevedore-4.1.1,2,0.000039,0.00048,0.573668716,M
1426,1426,odfpy-1.4.1,2,0.000039,0.00055,0.63417374,M
1428,1428,pint-pandas-0.3,3,0.000039,0.00055,0.780977979,H
1429,1429,pyxlsb-1.0.10,1,0.000039,0.00055,0.801516596,H
1439,1439,importlib-metadata-6.4.0,2,0.000039,0.00046,0.738331031,M
1440,1440,mplleaflet-0.0.5,3,0.000039,0.00046,0.784626971,H
1441,1441,vincenty-0.1.4,1,0.000039,0.00046,0.758297952,H
1452,1452,joblib-1.0.1,2,0.000039,0.00091,0.55422828,M
1469,1469,abnum-0.1.10,3,0.000039,0.00046,0.848568588,H
1470,1470,greek-accentuation-1.2.0,1,0.000039,0.00046,0.810747646,H
1637,1637,python-io-wrapper-0.3.1,1,0.000039,0.00052,0.573668716,M
1640,1640,xlrd3-1.1.0,1,0.000039,0.00052,0.573668716,M
1700,1700,googleapis-common-protos-stubs-2.2.0,5,0.000039,0.00046,0.831353624,H
1707,1707,httmock-1.4.0,2,0.000039,0.00046,0.756918357,H
1719,1719,tabmat-3.1.7,4,0.000039,0.00046,0.693211059,M
1756,1756,gocept-cache-5.0,5,0.000039,0.00046,0.649019427,M
1762,1762,classeval-0.2.0,7,0.000039,0.00091,0.846942911,H
1772,1772,scatterd-1.2.6,6,0.000039,0.00048,0.836140206,H
1863,1863,dbstream-0.1.21,4,0.000039,0.00046,0.805045708,H
1866,1866,google-cloud-secret-manager-2.7.2,6,0.000039,0.00046,0.757513973,H
1964,1964,microprediction-1.1.34,15,0.000039,0.00046,0.777503281,H
1973,1973,muid-0.5.3,2,0.000039,0.0005,0.810903801,H
259,259,dowhy-0.7.1,9,0.000038,0.00046,0.587850513,M
558,558,heyvi-0.2.25,8,0.000038,0.00048,0.847114664,H
583,583,zict-2.2.0,2,0.000038,0.00063,0.573668716,M
584,584,zict-3.0.0,1,0.000038,0.00063,0.573668716,M
688,688,tensorboard-data-server-0.7.0,1,0.000038,0.00062,0.572926092,M
821,821,elk-waveform-0.13,5,0.000038,0.00046,0.695118973,M
824,824,nestle-0.2.0,1,0.000038,0.00046,0.781644902,H
848,848,nibabel-4.0.2,4,0.000038,0.00046,0.843481875,H
954,954,ppca-0.0.4,3,0.000038,0.00046,0.573668716,M
1057,1057,gnocchiclient-7.0.8,9,0.000038,0.00046,0.625185806,M
1395,1395,confection-0.0.4,3,0.000038,0.00049,0.794639802,H
1484,1484,guniflask-0.12.16,10,0.000038,0.00046,0.693092227,M
1506,1506,hafsqlpublish-0.0.8,4,0.000038,0.00052,0.710845235,M
1508,1508,assertpy-1.1,1,0.000038,0.00052,0.7735796,H
1511,1511,hafapiserver-0.0.9,7,0.000038,0.00052,0.710845235,M
1626,1626,frictionless-5.11.1,21,0.000038,0.00048,0.713074339,M
1630,1630,tableschema-to-template-0.0.13,4,0.000038,0.00048,0.738553499,M
1666,1666,cachetools-2.1.0,1,0.000038,0.00048,0.775973642,H
1667,1667,dogpile-cache-0.6.8,1,0.000038,0.00048,0.726229229,M
1670,1670,pyjwkest-1.0.9,5,0.000038,0.00048,0.573668716,M
1739,1739,setproctitle-1.2.3,1,0.000038,0.00046,0.664442386,M
1816,1816,fleetspeak-0.1.11,3,0.000038,0.00053,0.765427927,H
1818,1818,ipaddr-2.2.0,1,0.000038,0.00053,0.77897445,H
1821,1821,yara-python-4.2.3,1,0.000038,0.00053,0.670008504,M
1836,1836,watson-developer-cloud-2.10.1,4,0.000038,0.00046,0.655743815,M
1851,1851,seawater-3.3.4,2,0.000038,0.00046,0.738378655,M
1873,1873,emails-0.6,7,0.000038,0.00046,0.665648258,M
1874,1874,mail-parser-3.15.0,3,0.000038,0.00046,0.899866993,H
1877,1877,pyiotools-0.3.18,15,0.000038,0.00046,0.83106737,H
1899,1899,gender-guesser-0.4.0,1,0.000038,0.0005,0.794516347,H
1900,1900,pyinstrument-4.4.0,1,0.000038,0.0005,0.603763242,M
1914,1914,typed-settings-1.1.1,4,0.000038,0.00046,0.573668716,M
1989,1989,daemonize-2.5.0,2,0.000038,0.00096,0.645246059,M
2005,2005,apispec-6.3.0,2,0.000038,0.00046,0.71020202,M
2006,2006,functions-framework-3.3.0,6,0.000038,0.00046,0.7688418,H
2007,2007,goblet-gcp-client-0.1.3,2,0.000038,0.00046,0.573668716,M
2013,2013,crayons-0.3.0,2,0.000038,0.00046,0.780975257,H
2014,2014,emoji-0.5.4,1,0.000038,0.00046,0.593941751,M
2015,2015,gitpython-3.1.2,2,0.000038,0.00046,0.573668716,M
2016,2016,jinja2-2.11.2,2,0.000038,0.00046,0.573668716,M
2020,2020,semver-2.10.1,1,0.000038,0.00046,0.671645522,M
2120,2120,prefixspan-0.5.2,3,0.000038,0.00046,0.806919367,H
277,277,slicer-0.0.7,2,0.000037,0.00098,0.747265624,M
278,278,cloudpickle-2.0.0,2,0.000037,0.00098,0.729166061,M
279,279,numba-0.55.1,5,0.000037,0.00098,0.573668716,M
508,508,notebook-shim-0.2.2,3,0.000037,0.00051,0.508616654,M
746,746,azure-cosmos-4.3.1,2,0.000037,0.00046,0.412560134,L
747,747,koalas-0.32.0,5,0.000037,0.00046,0.724440845,M
761,761,imutils-0.5.4,1,0.000037,0.00046,0.789233774,H
763,763,mouse-0.7.1,1,0.000037,0.00046,0.786531607,H
836,836,pegasus-wms-api-5.0.5,2,0.000037,0.00048,0.757130086,H
1081,1081,featuretools-1.24.0,14,0.000037,0.00055,0.574817735,M
1082,1082,featuretools-1.25.0,12,0.000037,0.00055,0.574817735,M
1084,1084,woodwork-0.22.0,8,0.000037,0.00048,0.678977749,M
1125,1125,abl-quantconnect-stubs-13987.1,3,0.000037,0.00046,0.828073647,H
1247,1247,google-music-utils-2.5.0,5,0.000037,0.00046,0.831392884,H
1451,1451,dependency-injector-4.20.2,2,0.000037,0.00046,0.545484215,M
1454,1454,lxml-4.6.5,1,0.000037,0.00046,0.266529022,L
1455,1455,maskpass-0.3.5,2,0.000037,0.00046,0.831535332,H
1456,1456,ptvsd-4.3.2,1,0.000037,0.00046,0.562451143,M
1457,1457,pyshortcuts-1.8.3,1,0.000037,0.00046,0.780819049,H
1458,1458,python-certifi-win32-1.6.1,4,0.000037,0.00046,0.573668716,M
1495,1495,keras-2.11.0,1,0.000037,0.00048,0.609034932,M
1496,1496,tensorboard-2.11.2,14,0.000037,0.00048,0.568396287,M
1497,1497,tensorflow-estimator-2.11.0,1,0.000037,0.00048,0.642168592,M
1538,1538,gostnets-1.0.1,9,0.000037,0.00046,0.794418836,H
1539,1539,ogr-0.44.0,9,0.000037,0.00046,0.606140115,M
1633,1633,marko-1.3.0,1,0.000037,0.00048,0.62535658,M
1691,1691,i2mc-2.2.2,6,0.000037,0.00046,0.573668716,M
1764,1764,df2onehot-1.0.3,6,0.000037,0.00046,0.573668716,M
1765,1765,imagesc-0.3.0,7,0.000037,0.00046,0.847225762,H
1887,1887,case-conversion-2.1.0,2,0.000037,0.00055,0.832390492,H
1888,1888,clipboard-0.0.4,2,0.000037,0.00055,0.812542911,H
1891,1891,html-text-0.5.2,2,0.000037,0.00055,0.794183368,H
1892,1892,msoffcrypto-tool-5.0.1,3,0.000037,0.00055,0.786197967,H
1894,1894,prettierfier-1.0.3,1,0.000037,0.00055,0.831746129,H
1897,1897,infi-systray-0.1.12,2,0.000037,0.00048,0.656710673,M
1918,1918,gradient-utils-0.5.0,4,0.000037,0.00046,0.778338456,H
1970,1970,pycoingecko-3.1.0,2,0.000037,0.00048,0.775195324,H
130,130,grimoirelab-toolkit-0.3.3,4,0.000036,0.00094,0.649093933,M
359,359,gymnasium-0.26.3,4,0.000036,0.00059,0.515667102,M
371,371,py-spy-0.3.14,1,0.000036,0.00059,0.607901681,M
646,646,baycomp-1.0.2,4,0.000036,0.00048,0.573668716,M
647,647,bottleneck-1.3.7,2,0.000036,0.00048,0.735679345,M
651,651,opentsne-0.7.1,4,0.000036,0.00048,0.777182968,H
653,653,orange-widget-base-4.20.0,6,0.000036,0.00048,0.573668716,M
656,656,serverfiles-0.3.1,2,0.000036,0.00048,0.721192296,M
718,718,pyotritonclient-0.2.5,7,0.000036,0.00046,0.819915097,H
719,719,python-engineio-4.1.0,1,0.000036,0.00046,0.735403951,M
721,721,redislite-6.2.805324,4,0.000036,0.00046,0.75524108,H
1576,1576,azure-iot-device-2.12.0,8,0.000036,0.00046,0.617857289,M
1577,1577,azure-servicebus-7.9.0,5,0.000036,0.00046,0.409931417,L
1579,1579,locust-2.15.1,14,0.000036,0.00046,0.517375745,M
1580,1580,opencensus-ext-azure-1.1.9,6,0.000036,0.00046,0.719258477,M
1581,1581,paramiko-3.0.0,4,0.000036,0.00046,0.669730769,M
1991,1991,tabview-1.4.4,1,0.000036,0.00046,0.704462173,M
0,0,gromacs-py-2.0.3,5,0.000035,0,0.68386668,M
52,52,goedwig-0.2.0,1,0.000035,0,0.831759884,H
58,58,hubitatmaker-0.6.1,2,0.000035,0,0.656422164,M
77,77,humble-0.1.2,3,0.000035,0,0.695344659,M
82,82,gym-armed-bandits-0.0.1,2,0.000035,0,0.847724914,H
86,86,hashchain-1.0.0,2,0.000035,0,0.697269965,M
123,123,h2o-wave-ml-0.8.1,3,0.000035,0,0.573668716,M
131,131,able-0.3.4,1,0.000035,0,0.664980646,M
133,133,hekatomb-1.5,4,0.000035,0,0.94885031,H
158,158,hm3u8dl-cli-0.4.9,8,0.000035,0,0.573668716,M
172,172,hackme-1.0.0,3,0.000035,0,0.695184087,M
182,182,holdmykeys-0.1.0,1,0.000035,0,0.831887323,H
183,183,hypers-nacos-0.1.67,2,0.000035,0,0.786595374,H
205,205,how-short-0.1.1,1,0.000035,0,0.831838378,H
208,208,gunicorn-flask-swagger-example-0.0.2,6,0.000035,0,0.847669327,H
222,222,html-jumping-0.2.4,1,0.000035,0,0.83232772,H
225,225,html2json-0.2.4.1,2,0.000035,0,0.573668716,M
229,229,graphslib-0.0.5,1,0.000035,0,0.831802538,H
231,231,guilded-webhook-0.3.0,2,0.000035,0,0.695181038,M
232,232,gnucash-ch-filing-0.2.1,2,0.000035,0,0.847740745,H
233,233,grg-mp2grg-0.1.2,2,0.000035,0,0.573668716,M
236,236,helloworld-ashcoder-0.0.1,1,0.000035,0,0.726215776,M
238,238,html-sanitizer-with-iframe-0.1.0,1,0.000035,0,0.83178727,H
240,240,green-magic-0.5.6,5,0.000035,0,0.694965524,M
245,245,glassknife-0.1.0,3,0.000035,0,0.695210781,M
256,256,hexlet-code-dddarknight-0.1.0,1,0.000035,0,0.831846261,H
258,258,guangbeat-1.0,10,0.000035,0,0.615273921,M
285,285,iam-profile-faker-0.3.1,3,0.000035,0,0.805002598,H
288,288,hyde-generator-0.0.4,3,0.000035,0,0.710340899,M
290,290,hcloud-selfdestruct-0.1.0,2,0.000035,0,0.69522504,M
297,297,gradinit-0.1.1,1,0.000035,0,0.831829032,H
317,317,hmtvltk2-django-thumbor-1.0.2,2,0.000035,0,0.573668716,M
323,323,hrflow-connectors-1.0.2,4,0.000035,0,0.631985618,M
333,333,graw-0.0.0,1,0.000035,0,0.695230975,M
334,334,groupdocs-viewer-cloud-23.3,4,0.000035,0,0.683919038,M
335,335,hotair-0.1.0,4,0.000035,0,0.695221785,M
347,347,hideandseek-0.1.5,5,0.000035,0,0.847049654,H
352,352,gym-recorder-0.0.3,6,0.000035,0,0.847647742,H
387,387,gpr-complex-0.3.1,3,0.000035,0,0.831632338,H
391,391,graphlan-1.1.3.1,3,0.000035,0,0.828291453,H
393,393,huaweicloudsdkcloudpipeline-3.1.36,1,0.000035,0,0.802595805,H
398,398,htmlx-0.0.3,1,0.000035,0,0.831808486,H
399,399,grma-0.0.5,1,0.000035,0,0.811111595,H
401,401,gridjug-0.4.0,3,0.000035,0,0.830078732,H
407,407,googlewifi-0.0.21,1,0.000035,0,0.671143897,M
409,409,gpm-player-0.1.2,3,0.000035,0,0.69510028,M
423,423,hrprotoparser-0.1.dev1,1,0.000035,0,0.573668716,M
426,426,abrade-0.1.1,2,0.000035,0,0.711036989,M
434,434,hg0428db-0.0.3,1,0.000035,0,0.573668716,M
435,435,hashchecker-1.3,3,0.000035,0,0.831640305,H
436,436,http-requests-0.1,2,0.000035,0,0.831902565,H
437,437,haystack-redis-0.0.1,3,0.000035,0,0.941823875,H
442,442,abundancematching-0.3.0,2,0.000035,0,0.821004039,H
443,443,griffin-powermate-1.0.2,1,0.000035,0,0.820756298,H
445,445,hardness-0.3,7,0.000035,0,0.831734309,H
519,519,hyde-images-0.4.3,5,0.000035,0,0.820552586,H
523,523,gortz-0.1.0,2,0.000035,0,0.637055261,M
529,529,aalto-asr-preprocessor-2022.4.27,1,0.000035,0,0.820067259,H
530,530,grinmw-0.1.1,4,0.000035,0,0.662953629,M
537,537,grpc-google-cloud-pubsub-v1-0.14.0,3,0.000035,0,0.573668716,M
546,546,halem-1.0.3,5,0.000035,0,0.675264443,M
551,551,gluster-georep-tools-0.2,3,0.000035,0,0.820882036,H
557,557,gwyfile-0.2.0,2,0.000035,0,0.820772462,H
595,595,grispy-0.2.0,3,0.000035,0,0.800040745,H
596,596,harp-image-preprocess-2.4.0.4,14,0.000035,0,0.662775806,M
607,607,google-sheets-lib-0.4,2,0.000035,0,0.695090793,M
624,624,aarc-entitlement-1.0.5,1,0.000035,0,0.675609857,M
625,625,hot-recharge-4.0.0,3,0.000035,0,0.820357567,H
627,627,gpp-cpass-decrypt-0.0.1,2,0.000035,0,0.7110533,M
628,628,google-area120-tables-0.11.2,3,0.000035,0,0.573668716,M
630,630,hellowebapp-deploy-1.0.5,3,0.000035,0,0.683755274,M
634,634,httpie-asap-auth-0.3.0,2,0.000035,0,0.822706411,H
642,642,graph-sd-0.1.4b0,5,0.000035,0,0.573668716,M
666,666,happenings-0.0.4,4,0.000035,0,0.84764484,H
667,667,html2jirawiki-1.0.0,2,0.000035,0,0.573668716,M
668,668,gpt2-client-2.1.5,7,0.000035,0,0.573668716,M
690,690,grasia-dash-components-0.3.4,2,0.000035,0,0.82039811,H
701,701,hatool-compiler-0.0.2,3,0.000035,0,0.831807755,H
704,704,hyclb-0.2.3.4,2,0.000035,0,0.823339832,H
707,707,iaflow-2.3.0,3,0.000035,0,0.847387903,H
711,711,accarbon-0.0.1,4,0.000035,0,0.831829973,H
712,712,hypha-0.15.8,20,0.000035,0,0.783189572,H
741,741,gym-md-lj-test-0.5.15,3,0.000035,0,0.820629201,H
745,745,hivecode-0.0.0.8.17,12,0.000035,0,0.710724065,M
754,754,hof-1.0.1,4,0.000035,0,0.695155033,M
758,758,httpfind-1.0.1,1,0.000035,0,0.695199247,M
759,759,accentnotifications-0.0.2,1,0.000035,0,0.700027115,M
760,760,gym-xmoto-0.1.2,13,0.000035,0,0.83693325,H
767,767,hdhr-disk-space-monitor-2.2.0,2,0.000035,0,0.832165588,H
768,768,google-cloud-webrisk-1.11.1,3,0.000035,0,0.763134958,H
769,769,grapa-0.5.4.8,3,0.000035,0,0.832840593,H
770,770,hisia-0.3.3.1,5,0.000035,0,0.8049583,H
776,776,google-play-store-0.6.0,4,0.000035,0,0.794613854,H
778,778,hdfdict-0.3.1,2,0.000035,0,0.968194288,H
781,781,aadeeplearning-1.0.8,1,0.000035,0,0.833023598,H
782,782,googlesearch-python-1.2.3,2,0.000035,0,0.67852155,M
783,783,gym-robotics-1.0.1,3,0.000035,0,0.778838303,H
787,787,hsnf-0.3.16,6,0.000035,0,0.675514444,M
790,790,hypers-0.1.1,5,0.000035,0,0.67512314,M
794,794,http-containerize-0.4.3,2,0.000035,0,0.683877911,M
804,804,hamster-gtk-0.11.0,1,0.000035,0,0.672730052,M
810,810,hidi-0.0.3,7,0.000035,0,0.684492575,M
813,813,hassfeld-0.3.11a1,4,0.000035,0,0.573668716,M
818,818,growatt-0.0.4,1,0.000035,0,0.69505816,M
819,819,heron-model-0.2.5,11,0.000035,0,0.695149505,M
842,842,hyperplotlib-0.0.1,5,0.000035,0,0.695157558,M
845,845,gym-twolinkarm-env-0.1.10,3,0.000035,0,0.710668905,M
847,847,horos-io-0.1.2.20,10,0.000035,0,0.695047781,M
851,851,heaserver-buckets-1.0.0a24,1,0.000035,0,0.573668716,M
889,889,harmony-service-lib-1.0.22,7,0.000035,0,0.65006761,M
891,891,gitwatch-0.1.0,2,0.000035,0,0.968438822,H
892,892,grblogtools-2.0.0,5,0.000035,0,0.657833206,M
893,893,hacker-0.3.1,1,0.000035,0,0.639714744,M
895,895,httpie-bearer-auth-1.0.0,1,0.000035,0,0.684188791,M
896,896,hpfrec-0.2.5.post11,4,0.000035,0,0.573668716,M
901,901,gitsearch-cli-1.0.0,2,0.000035,0,0.772560779,H
906,906,happy-control-0.1.1,4,0.000035,0,0.847651004,H
908,908,gplaycli-3.29,2,0.000035,0,0.673349759,M
911,911,hicshuffle-1.1.1,2,0.000035,0,0.696671439,M
912,912,gugua-bot-1.1,2,0.000035,0,0.847863446,H
925,925,gryml-0.202002.2a616,3,0.000035,0,0.573668716,M
929,929,greenws-0.1.0a7,2,0.000035,0,0.573668716,M
933,933,aas-timeseries-0.1b4,5,0.000035,0,0.573668716,M
936,936,abzu-0.0.1.dev0,3,0.000035,0,0.573668716,M
941,941,hsv-calibration-0.7,3,0.000035,0,0.832673696,H
942,942,hackr-0.1.2,5,0.000035,0,0.765396625,H
951,951,html-scrapper-0.0.1,3,0.000035,0,0.862843432,H
953,953,hypertools-0.8.0,9,0.000035,0,0.763696568,H
958,958,graphtheory-1.0.1,2,0.000035,0,0.700005773,M
959,959,hentaihavendev-0.1,1,0.000035,0,0.695303644,M
960,960,humilis-vpc-0.5.0,1,0.000035,0,0.823818252,H
980,980,abattlemetrics-0.6.0.post1,2,0.000035,0,0.573668716,M
981,981,acdh-collatex-utils-1.12,7,0.000035,0,0.682606695,M
990,990,hashicon-0.1.1,1,0.000035,0,0.832004414,H
991,991,hub-scraper-0.6.1,8,0.000035,0,0.831805219,H
1001,1001,gosling-widget-0.0.2,1,0.000035,0,0.831819014,H
1002,1002,helium-commander-0.15.7,6,0.000035,0,0.787681255,H
1010,1010,grpc-utils-1.0.0,1,0.000035,0,0.69492099,M
1011,1011,hotedit-0.9.1.post2,1,0.000035,0,0.573668716,M
1017,1017,hackoregon-sandbox-1.64,2,0.000035,0,0.803695118,H
1023,1023,gocept-jenkinsdsl-1.0,1,0.000035,0,0.668628435,M
1026,1026,homeslice-0.2.0,4,0.000035,0,0.820700581,H
1030,1030,googlenet-pytorch-0.3.0,1,0.000035,0,0.820665746,H
1031,1031,acengine-0.0.5,1,0.000035,0,0.832304996,H
1033,1033,googledevices-1.0.3,5,0.000035,0,0.828906835,H
1035,1035,halpecocotools-0.0.0,3,0.000035,0,0.711127059,M
1036,1036,hyperscas-2.0.4,4,0.000035,0,0.925519827,H
1037,1037,gmlsnets-tensorflow-0.1,6,0.000035,0,0.847643434,H
1038,1038,humanize-gcode-0.0.5,3,0.000035,0,0.699844949,M
1046,1046,hspylib-kafman-0.9.103,8,0.000035,0,0.693489352,M
1056,1056,googlegeocodingcli-0.2,3,0.000035,0,0.831977516,H
1069,1069,heartbridge-2.0.0,2,0.000035,0,0.836581832,H
1070,1070,hops-3.2.0.0,11,0.000035,0,0.770626923,H
1078,1078,grafq-0.0.3,1,0.000035,0,0.831791622,H
1079,1079,hboard-0.1.1,2,0.000035,0,0.675603849,M
1091,1091,graphene-cerberus-0.1,2,0.000035,0,0.83190671,H
1094,1094,hoa-utils-0.1.0,2,0.000035,0,0.820786028,H
1096,1096,graphql-flask-1.1.0,2,0.000035,0,0.774011219,H
1097,1097,aablobwrapper-0.6.8,2,0.000035,0,0.847662211,H
1099,1099,hotckissast-1.0.1,2,0.000035,0,0.710979249,M
1100,1100,glaring-simulation-0.1.3,2,0.000035,0,0.831755142,H
1101,1101,hamcrtools-0.0.5,3,0.000035,0,0.692042351,M
1103,1103,hw1-curr-0.2.0,6,0.000035,0,0.573668716,M
1106,1106,acestream-search-1.6.1,1,0.000035,0,0.831233535,H
1107,1107,hydra-zen-0.10.0,2,0.000035,0,0.80003748,H
1108,1108,hop-plugin-snews-0.0.1,1,0.000035,0,0.695210715,M
1112,1112,hs2client-0.1.1,4,0.000035,0,0.573668716,M
1116,1116,hass-nabucasa-0.64.1,7,0.000035,0,0.758048393,H
1126,1126,hyperboard-0.1.1,4,0.000035,0,0.820729637,H
1140,1140,giturlgetter-1.0.10,5,0.000035,0,0.847576446,H
1142,1142,gtfslib-1.0.0,6,0.000035,0,0.820782282,H
1145,1145,hikka-pyro-2.0.66,2,0.000035,0,0.707291594,M
1147,1147,gitset-1.0.3,1,0.000035,0,0.832172031,H
1148,1148,gogettr-0.8.0,2,0.000035,0,0.79456123,H
1149,1149,google-cloud-automl-2.11.1,3,0.000035,0,0.740726671,M
1150,1150,gqlmod-github-0.6.1,1,0.000035,0,0.831448649,H
1155,1155,golcher-0.8,2,0.000035,0,0.821038295,H
1156,1156,gradescope-0.1.2,6,0.000035,0,0.820745905,H
1159,1159,honeybee-radiance-recipe-0.4.28,3,0.000035,0,0.785032229,H
1174,1174,gplaycli2-3.30,2,0.000035,0,0.573668716,M
1176,1176,aac-datasets-0.3.2,5,0.000035,0,0.695717937,M
1185,1185,gtirb-rewriting-0.1.1,8,0.000035,0,0.653794061,M
1190,1190,gmplot-1.4.1,1,0.000035,0,0.618188904,M
1191,1191,graphene-subscriptions-1.0.2,3,0.000035,0,0.968260476,H
1211,1211,hall-0.1.13,2,0.000035,0,0.831602556,H
1213,1213,guiqwt-4.3.3,6,0.000035,0,0.783391956,H
1216,1216,gracc-0.0,5,0.000035,0,0.711131109,M
1218,1218,abm1559-0.0.2,2,0.000035,0,0.573668716,M
1219,1219,horizonplot-2.0.0,4,0.000035,0,0.710751503,M
1220,1220,hkb-diamondsquare-1.0.2,1,0.000035,0,0.832162497,H
1221,1221,hms-base-2.0,1,0.000035,0,0.83201102,H
1223,1223,groundwork-sphinx-theme-1.1.1,1,0.000035,0,0.683873189,M
1234,1234,huaweicloudsdkworkspace-3.1.36,1,0.000035,0,0.805074858,H
1235,1235,huaweicloudsdkdc-3.1.36,1,0.000035,0,0.805111848,H
1236,1236,hisock-2.0.1,1,0.000035,0,0.803528114,H
1238,1238,accel-brain-base-1.1.0,2,0.000035,0,0.820555983,H
1239,1239,hastebin-client-0.1.2,1,0.000035,0,0.821110993,H
1240,1240,gtfo-0.3.0,4,0.000035,0,0.710963014,M
1241,1241,humanapi-0.1.10,2,0.000035,0,0.696302175,M
1243,1243,acc-lib-0.0.29,5,0.000035,0,0.653798523,M
1245,1245,homevee-cloud-0.0.0.15,1,0.000035,0,0.699477189,M
1255,1255,google-python-cloud-debugger-3.5,6,0.000035,0,0.618421684,M
1263,1263,gsheetz-0.0.2,4,0.000035,0,0.847597775,H
1266,1266,hyper-rpc-0.0.1a4,2,0.000035,0,0.573668716,M
1276,1276,headloop-1.0.11,2,0.000035,0,0.695201223,M
1280,1280,google-cloud-iot-2.9.1,4,0.000035,0,0.756915517,H
1281,1281,gsm0338-1.0.0,1,0.000035,0,0.573668716,M
1282,1282,headnode-notifier-1.5.4,1,0.000035,0,0.695042083,M
1283,1283,hse-advanced-python-example-project-0.2,1,0.000035,0,0.847877913,H
1285,1285,historist-0.1.0.dev2,1,0.000035,0,0.573668716,M
1286,1286,gw-frequencies-0.1.1,1,0.000035,0,0.831832255,H
1287,1287,google-cloud-policy-troubleshooter-1.8.1,4,0.000035,0,0.786171651,H
1288,1288,har2tavern-0.0.2,2,0.000035,0,0.573668716,M
1295,1295,abc-analysis-0.1.21,4,0.000035,0,0.820270524,H
1298,1298,huaweicloudsdkcampusgo-3.1.36,1,0.000035,0,0.804369687,H
1299,1299,gourde-0.6.0,5,0.000035,0,0.653439,M
1303,1303,google-alerts-0.2.9,2,0.000035,0,0.80388087,H
1304,1304,guesstimator-0.0.2,1,0.000035,0,0.71054404,M
1305,1305,guilded-py-1.7.0,1,0.000035,0,0.644245011,M
1306,1306,hipcat-0.1.0,2,0.000035,0,0.653684103,M
1310,1310,gs-meta-0.0.2,5,0.000035,0,0.831836697,H
1312,1312,gmtmodernize-1.2,1,0.000035,0,0.831590447,H
1313,1313,gridmapdecompose-0.1.7,4,0.000035,0,0.862556206,H
1314,1314,hoggormplot-0.13.2,1,0.000035,0,0.66210372,M
1316,1316,glueetl-0.0.5,1,0.000035,0,0.83171399,H
1317,1317,acconeer-exptool-6.0.4,10,0.000035,0,0.618021348,M
1321,1321,globus-automate-client-0.17.0,8,0.000035,0,0.771400789,H
1325,1325,grec-0.2.0,1,0.000035,0,0.831989251,H
1326,1326,graph-tools-1.11,4,0.000035,0,0.862658209,H
1331,1331,gsmtasks-client-0.4.0,2,0.000035,0,0.695202514,M
1336,1336,gmn-python-api-0.0.8,6,0.000035,0,0.818840486,H
1340,1340,acasclient-2023.1.0,6,0.000035,0,0.792528957,H
1341,1341,gym-snake-0.1.7,3,0.000035,0,0.831810458,H
1343,1343,gotime-0.1.4,1,0.000035,0,0.81902099,H
1345,1345,4ch-1.0.0,1,0.000035,0,0.96835844,H
1346,1346,goodplay-0.12.0,6,0.000035,0,0.938639451,H
1358,1358,goat-0.3.2,1,0.000035,0,0.820491122,H
1361,1361,haste-client-1.0.3,2,0.000035,0,0.821174576,H
1362,1362,hepdata-converter-ws-client-0.2.2,2,0.000035,0,0.668022172,M
1364,1364,haggis-0.9.1,1,0.000035,0,0.967431376,H
1365,1365,hoser-0.0.5,2,0.000035,0,0.711037574,M
1366,1366,accessibility-toolbar-1.0.35,1,0.000035,0,0.839613866,H
1367,1367,graphpkg-1.0.4,10,0.000035,0,0.831527156,H
1368,1368,git-up-2.2.0,3,0.000035,0,0.761372213,H
1372,1372,hypermediachannels-0.0.5,4,0.000035,0,0.820700888,H
1376,1376,grainpy-0.1.0,5,0.000035,0,0.847657853,H
1377,1377,hi-tension-0.1.0,1,0.000035,0,0.831779852,H
1378,1378,go-cli-0.1.1,2,0.000035,0,0.831718186,H
1380,1380,hass-mqtt-things-0.5.4,2,0.000035,0,0.710997294,M
1381,1381,hearstpatterns-0.1.3,1,0.000035,0,0.79060492,H
1396,1396,grafana-backup-1.3.0,7,0.000035,0,0.764456022,H
1398,1398,hdrstats-0.1.10,4,0.000035,0,0.656134116,M
1401,1401,helga-hipster-0.1.2,1,0.000035,0,0.832096624,H
1403,1403,aacrgenie-12.5.0,5,0.000035,0,0.792166873,H
