,Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category
1232,1232,sphinxcontrib-qthelp-1.0.3,9,0.000083,0.00519,0.573668716,M
1273,1273,h2-3.2.0,7,0.000083,0.00233,0.573668716,M
1391,1391,srsly-2.4.6,8,0.000083,0.00381,0.685744364,M
1476,1476,funcy-2.0,10,0.000083,0.00466,0.751538938,H
1635,1635,stringcase-1.2.0,9,0.000083,0.00438,0.717076415,M
1644,1644,pyopenssl-19.1.0,7,0.000083,0.00196,0.687555257,M
377,377,lazy-loader-0.2,4,0.000082,0.00319,0.668272452,M
687,687,ml-dtypes-0.1.0,5,0.000082,0.00171,0.573668716,M
753,753,matplotlib-3.7.0,11,0.000082,0.00304,0.396813469,L
939,939,arpeggio-2.0.0,2,0.000082,0.00096,0.76073483,H
1320,1320,textual-0.1.18,5,0.000082,0.00187,0.645770809,M
1882,1882,pydub-0.25.1,5,0.000082,0.0024,0.573668716,M
367,367,colorful-0.5.5,5,0.000081,0.00244,0.923863573,H
478,478,decorator-4.4.2,4,0.000081,0.00352,0.7537292,H
626,626,munch-2.5.0,10,0.000081,0.00446,0.76062461,H
1461,1461,pynput-1.7.6,8,0.000081,0.00187,0.74489362,M
1509,1509,deepdiff-6.3.0,12,0.000081,0.00543,0.584021188,M
88,88,web3-6.2.0,21,0.00008,0.00277,0.573668716,M
109,109,eth-keys-0.4.0,9,0.00008,0.00339,0.63623757,M
477,477,stack-data-0.6.2,7,0.00008,0.0035,0.713045655,M
1028,1028,click-log-0.4.0,11,0.00008,0.00423,0.798256024,H
1029,1029,crayons-0.4.0,6,0.00008,0.00233,0.780975257,H
1200,1200,constantly-15.1.0,4,0.00008,0.00262,0.657936637,M
1228,1228,sphinxcontrib-applehelp-1.0.4,7,0.00008,0.00423,0.717229958,M
1230,1230,sphinxcontrib-htmlhelp-2.0.1,7,0.00008,0.00423,0.72586338,M
1477,1477,langdetect-1.0.9,12,0.00008,0.00509,0.783539769,H
589,589,ffmpeg-python-0.2.0,7,0.000079,0.00233,0.773170421,H
696,696,flask-2.0.3,9,0.000079,0.00216,0.763313977,H
805,805,hamster-lib-0.13.2,8,0.000079,0.00091,0.664656438,M
1402,1402,requests-2.2.1,2,0.000079,0.00091,0.479586308,L
1748,1748,jsonschema-2.6.0,10,0.000079,0.00371,0.566904786,M
1827,1827,cryptography-2.9.2,4,0.000079,0.00091,0.494391255,L
1831,1831,filetype-1.2.0,8,0.000079,0.00368,0.748635892,M
1880,1880,premailer-3.10.0,7,0.000079,0.00098,0.724003106,M
2032,2032,nvidia-ml-py-11.525.112,2,0.000079,0.00107,0.573668716,M
132,132,dbus-next-0.2.3,3,0.000078,0.00137,0.618569859,M
215,215,clickclick-20.10.2,7,0.000078,0.00244,0.573668716,M
686,686,wrapt-1.14.1,6,0.000078,0.00403,0.644424397,M
1199,1199,automat-22.10.0,8,0.000078,0.00312,0.749980862,M
1424,1424,docstring-parser-0.15,5,0.000078,0.00246,0.633472179,M
1510,1510,flask-restful-0.3.9,14,0.000078,0.00466,0.573668716,M
1911,1911,datasets-2.11.0,23,0.000078,0.00368,0.625855725,M
1085,1085,holidays-0.23,9,0.000077,0.0024,0.674455247,M
1102,1102,pyhamcrest-2.0.4,5,0.000077,0.00235,0.591003602,M
1275,1275,hyperframe-5.2.0,2,0.000077,0.00103,0.765127849,H
1462,1462,evdev-1.6.1,3,0.000077,0.00146,0.595520168,M
1796,1796,pymysql-0.9.3,3,0.000077,0.00142,0.845259904,H
414,414,gpsoauth-1.0.2,5,0.000076,0.00153,0.77542685,H
496,496,send2trash-1.8.0,11,0.000076,0.00611,0.573668716,M
654,654,pyqtgraph-0.13.3,7,0.000076,0.00279,0.662429305,M
1384,1384,cymem-2.0.7,5,0.000076,0.00293,0.78064557,H
1386,1386,murmurhash-1.0.9,5,0.000076,0.00293,0.773367473,H
1528,1528,parsel-1.7.0,12,0.000076,0.00381,0.734073436,M
1627,1627,ijson-3.2.0.post0,4,0.000076,0.00192,0.573668716,M
1884,1884,python-docx-0.8.11,6,0.000076,0.00235,0.781219796,H
1968,1968,hyperopt-0.2.7,16,0.000076,0.00368,0.573668716,M
883,883,botocore-1.21.15,6,0.000075,0.00151,0.294020913,L
1086,1086,convertdate-2.4.0,6,0.000075,0.00255,0.640772887,M
1169,1169,pydantic-openapi-helper-0.2.4,2,0.000075,0.00048,0.804455572,H
1551,1551,affine-2.4.0,5,0.000075,0.00264,0.769111939,H
1754,1754,google-cloud-bigquery-3.9.0,18,0.000075,0.00329,0.692894368,M
1928,1928,zconfig-3.6.1,6,0.000075,0.00315,0.674112016,M
2008,2008,google-cloud-logging-3.5.0,10,0.000075,0.00137,0.721365464,M
261,261,scikit-learn-1.1.3,15,0.000074,0.00443,0.356249168,L
330,330,certifi-2020.4.5.2,2,0.000074,0.00139,0.607135444,M
545,545,httplib2-0.12.0,2,0.000074,0.00134,0.573668716,M
553,553,glustercli-0.8.4,3,0.000074,0.00091,0.780841956,H
560,560,pytorch-lightning-2.0.1.post0,17,0.000074,0.00325,0.573668716,M
722,722,shortuuid-1.0.11,7,0.000074,0.00331,0.675813699,M
1012,1012,pytest-cov-3.0.0,7,0.000074,0.00185,0.717193719,M
1525,1525,scrapy-2.8.0,21,0.000074,0.00139,0.539715085,M
1631,1631,xlwt-1.3.0,8,0.000074,0.00372,0.573668716,M
1683,1683,gumnut-assembler-4.0.0,2,0.000074,0.00094,0.836544873,H
1938,1938,googleappenginecloudstorageclient-1.9.22.1,2,0.000074,0.00094,0.757475868,H
1946,1946,fusepy-3.0.1,5,0.000074,0.00231,0.764794131,H
111,111,rlp-3.0.0,8,0.000073,0.00341,0.756683995,H
281,281,scikit-learn-1.0.2,11,0.000073,0.00192,0.356249168,L
949,949,idna-2.6,1,0.000073,0.0007,0.638660348,M
952,952,cssutils-2.6.0,5,0.000073,0.00235,0.743423244,M
1087,1087,hijri-converter-2.2.4,3,0.000073,0.00153,0.675220291,M
1701,1701,grpc-stubs-1.53.0.1,5,0.000073,0.00187,0.768073142,H
1953,1953,invoke-1.7.3,4,0.000073,0.0019,0.719891729,M
337,337,starlette-0.14.2,4,0.000072,0.00185,0.573668716,M
355,355,lz4-4.3.2,7,0.000072,0.00418,0.573668716,M
838,838,igwn-auth-utils-0.4.0,6,0.000072,0.00106,0.573668716,M
1080,1080,hypernets-0.2.5.7,28,0.000072,0.00183,0.694481482,M
1460,1460,wrapt-1.12.1,5,0.000072,0.00235,0.644424397,M
1895,1895,olefile-0.46,5,0.000072,0.00238,0.761452775,H
2019,2019,pyyaml-5.3.1,8,0.000072,0.00368,0.582502359,M
174,174,scapy-2.5.0,6,0.000071,0.00277,0.646791599,M
997,997,caio-0.9.12,1,0.000071,0.0005,0.656522753,M
1092,1092,cerberus-1.3.4,6,0.000071,0.00233,0.730056999,M
1330,1330,ansiterm-1.1,1,0.000071,0.00048,0.862782933,H
1672,1672,strict-rfc3339-0.7,5,0.000071,0.0025,0.573668716,M
1697,1697,jupyter-server-proxy-3.2.2,5,0.000071,0.00091,0.727113231,M
1846,1846,brotlipy-0.7.0,9,0.000071,0.00336,0.75907948,H
1965,1965,contexttimer-0.3.3,2,0.000071,0.00096,0.788046926,H
2057,2057,gpiozero-1.6.2,3,0.000071,0.00091,0.577264666,M
2087,2087,slackclient-2.9.4,5,0.000071,0.00185,0.600329624,M
2123,2123,pyvirtualdisplay-3.0,3,0.000071,0.00137,0.642212709,M
408,408,ghome-foyer-api-1.0.0,4,0.00007,0.00091,0.573668716,M
766,766,python3-xlib-0.15,3,0.00007,0.00151,0.573668716,M
1414,1414,pyhocon-0.3.60,3,0.00007,0.00091,0.724728534,M
1530,1530,pydispatcher-2.0.7,5,0.00007,0.00246,0.684642318,M
1744,1744,asyncio-nats-client-0.11.5,3,0.00007,0.00139,0.748429663,M
1819,1819,psutil-5.8.0,3,0.00007,0.00146,0.60049988,M
482,482,pure-eval-0.2.2,3,0.000069,0.00154,0.799310003,H
602,602,simpleitk-2.2.1,6,0.000069,0.00283,0.636978567,M
882,882,botocore-1.23.54,5,0.000069,0.00105,0.294020913,L
1098,1098,azure-storage-blob-12.16.0,11,0.000069,0.00292,0.410265266,L
1758,1758,zope-testing-5.0.1,7,0.000069,0.00288,0.668769,M
1852,1852,cftime-1.6.2,7,0.000069,0.002,0.734681268,M
1865,1865,google-auth-httplib2-0.0.3,7,0.000069,0.00235,0.573668716,M
1942,1942,tokenizers-0.13.3,7,0.000069,0.00376,0.614749671,M
807,807,icalendar-5.0.5,6,0.000068,0.0019,0.70925116,M
839,839,safe-netrc-1.0.1,2,0.000068,0.00098,0.662678402,M
1007,1007,gpytorch-1.10,7,0.000068,0.00233,0.576617002,M
1249,1249,more-itertools-8.14.0,6,0.000068,0.0029,0.575406957,M
1422,1422,cltoolbox-2.0.1,6,0.000068,0.00185,0.669245695,M
1423,1423,toolbox-utils-3.0.3,20,0.000068,0.00185,0.747411315,M
1598,1598,django-filter-23.1,5,0.000068,0.00183,0.670713345,M
1912,1912,rich-click-1.6.1,10,0.000068,0.00322,0.623207148,M
191,191,rfc3986-2.0.0,7,0.000067,0.00411,0.573668716,M
384,384,distlib-0.3.6,2,0.000067,0.00128,0.735784534,M
454,454,ipykernel-5.3.4,10,0.000067,0.00354,0.533927788,M
1212,1212,gmpy2-2.1.5,4,0.000067,0.00183,0.573668716,M
2041,2041,gym-0.21.0,8,0.000067,0.00233,0.659399277,M
89,89,eth-abi-4.0.0,10,0.000066,0.00299,0.622011937,M
389,389,xyzservices-2023.2.0,4,0.000066,0.00227,0.690463535,M
453,453,qtconsole-5.4.2,23,0.000066,0.00425,0.696463892,M
683,683,tensorboard-2.12.2,22,0.000066,0.00382,0.568396287,M
841,841,pegasus-wms-common-5.0.5,2,0.000066,0.00048,0.757130086,H
899,899,intervaltree-3.1.0,5,0.000066,0.00196,0.770199567,H
1437,1437,shapely-1.8.5.post1,4,0.000066,0.00192,0.573668716,M
1907,1907,diff-match-patch-20200713,5,0.000066,0.00233,0.957075661,H
1936,1936,zope-hookable-5.4,2,0.000066,0.00143,0.656256792,M
53,53,icecream-2.1.3,5,0.000065,0.00046,0.760474772,H
60,60,getmac-0.9.3,2,0.000065,0.00091,0.573668716,M
234,234,grg-grgdata-0.2.4,4,0.000065,0.00091,0.832732119,H
257,257,prompt-0.4.1,1,0.000065,0.00046,0.694779975,M
353,353,json-tricks-3.16.1,5,0.000065,0.00233,0.786223059,H
400,400,setproctitle-1.1.10,1,0.000065,0.00046,0.664442386,M
424,424,skbs-2.2.1,4,0.000065,0.00046,0.758341847,H
444,444,pywinusb-0.4.2,1,0.000065,0.00046,0.80026854,H
730,730,python-multipart-0.0.6,8,0.000065,0.0041,0.636949188,M
734,734,watchfiles-0.19.0,5,0.000065,0.0024,0.673934357,M
822,822,emcee-3.1.4,8,0.000065,0.00329,0.589500111,M
902,902,requests-2.19.1,6,0.000065,0.00091,0.479586308,L
910,910,pyaxmlparser-0.3.28,5,0.000065,0.00091,0.774497423,H
917,917,quart-0.18.4,10,0.000065,0.00094,0.723243815,M
1068,1068,os-service-types-1.7.0,5,0.000065,0.00266,0.573668716,M
1074,1074,pyjks-20.0.0,13,0.000065,0.0037,0.775312955,H
1109,1109,hop-client-0.8.0,6,0.000065,0.00046,0.63878113,M
1122,1122,pyrfc3339-1.1,5,0.000065,0.00192,0.573668716,M
1151,1151,gqlmod-0.8.2,6,0.000065,0.00046,0.831300467,H
1237,1237,pycryptodome-3.15.0,1,0.000065,0.00046,0.634173958,M
1246,1246,pyfcm-1.5.4,3,0.000065,0.00046,0.746546735,M
1279,1279,hue-py-0.3.1,3,0.000065,0.00046,0.847522592,H
1520,1520,pyhooks-1.0.3,1,0.000065,0.00046,0.815180252,H
1523,1523,argh-0.24.1,1,0.000065,0.00046,0.738019344,M
1571,1571,gkeepapi-0.14.2,4,0.000065,0.00091,0.765130013,H
1582,1582,pyzmq-22.3.0,8,0.000065,0.004,0.530916382,M
1607,1607,sty-1.0.4,4,0.000065,0.00185,0.746789376,M
1613,1613,hdx-python-api-6.0.0,12,0.000065,0.00137,0.640870755,M
1651,1651,google-cloud-bigtable-2.17.0,6,0.000065,0.00046,0.721929491,M
1654,1654,pyflwor-ext-1.2,3,0.000065,0.00046,0.573668716,M
1656,1656,pika-0.10.0,2,0.000065,0.00091,0.538071056,M
1690,1690,altair-4.2.2,14,0.000065,0.00336,0.690604046,M
1711,1711,a2conf-0.3.3,2,0.000065,0.00046,0.573668716,M
1722,1722,hype-html-1.0.0,1,0.000065,0.00046,0.847548426,H
1738,1738,inquirer-3.1.3,8,0.000065,0.00233,0.748414658,M
1856,1856,hpyculator-1.5.4.1,3,0.000065,0.00046,0.691089745,M
2061,2061,python-graphblas-2023.3.0,6,0.000065,0.00046,0.656780958,M
2109,2109,flask-1.1.1,5,0.000065,0.00046,0.763313977,H
366,366,aiohttp-cors-0.7.0,10,0.000064,0.00349,0.632374749,M
826,826,lalsuite-7.11,15,0.000064,0.00383,0.573668716,M
1008,1008,linear-operator-0.4.0,4,0.000064,0.00057,0.745780557,M
1153,1153,graphql-core-3.3.0a2,2,0.000064,0.00096,0.573668716,M
1338,1338,numpy-1.21.4,2,0.000064,0.00133,0.260893907,L
1621,1621,sphinxcontrib-napoleon-0.7,4,0.000064,0.00098,0.493103644,L
1643,1643,pyopenssl-22.0.0,4,0.000064,0.00151,0.687555257,M
1669,1669,google-apitools-0.5.32,10,0.000064,0.00231,0.725617754,M
1679,1679,sqlalchemy-utils-0.41.0,6,0.000064,0.00205,0.628247334,M
1702,1702,types-protobuf-4.22.0.2,3,0.000064,0.00142,0.547301879,M
1959,1959,pycares-3.1.1,3,0.000064,0.00105,0.707018823,M
198,198,importlib-metadata-6.0.0,3,0.000063,0.00144,0.738331031,M
693,693,dash-core-components-2.0.0,4,0.000063,0.00214,0.694344765,M
694,694,dash-html-components-2.0.0,4,0.000063,0.00214,0.746154305,M
830,830,lscsoft-glue-3.0.1,13,0.000063,0.00408,0.573668716,M
858,858,botocore-stubs-1.24.38,9,0.000063,0.00404,0.819958265,H
915,915,aiocache-0.12.0,2,0.000063,0.00094,0.758638358,H
1554,1554,hepdata-validator-0.3.3,9,0.000063,0.00142,0.652701856,M
1646,1646,num2words-0.5.12,5,0.000063,0.00187,0.573668716,M
1763,1763,colourmap-1.1.10,9,0.000063,0.00331,0.847073608,H
2119,2119,gensim-4.3.1,13,0.000063,0.00414,0.573668716,M
471,471,jupyter-client-6.2.0,10,0.000062,0.00264,0.553183333,M
743,743,matplotlib-3.5.2,15,0.000062,0.00231,0.396813469,L
857,857,boto3-1.21.38,12,0.000062,0.00388,0.573668716,M
1124,1124,envs-1.4,3,0.000062,0.00144,0.573668716,M
1144,1144,pyshp-2.3.1,6,0.000062,0.00277,0.884686944,H
1347,1347,ansible-7.4.0,4,0.000062,0.00137,0.419329507,L
1360,1360,parse-type-0.6.0,3,0.000062,0.00057,0.831273596,H
1596,1596,xgboost-1.7.5,10,0.000062,0.00366,0.54611256,M
1622,1622,pockets-0.9.1,2,0.000062,0.0005,0.810261558,H
1735,1735,attrs-21.2.0,4,0.000062,0.00208,0.827546126,H
1789,1789,plugable-1.2.2,2,0.000062,0.00096,0.573668716,M
1857,1857,rtoml-0.9.0,1,0.000062,0.00048,0.573668716,M
1955,1955,aiodns-2.0.0,8,0.000062,0.00274,0.75576147,H
695,695,dash-table-5.0.0,3,0.000061,0.00168,0.564509524,M
715,715,aioredis-2.0.1,7,0.000061,0.00229,0.567946064,M
731,731,python-rapidjson-1.10,3,0.000061,0.00139,0.718298947,M
1157,1157,confuse-2.0.1,5,0.000061,0.00183,0.768729785,H
1741,1741,python-editor-1.0.4,2,0.000061,0.00105,0.786718744,H
1986,1986,zope-deferredimport-4.4,8,0.000061,0.00295,0.68766375,M
181,181,hearthstone-6.5.1,3,0.00006,0.00094,0.782622713,H
283,283,tqdm-4.64.0,8,0.00006,0.00377,0.619815336,M
292,292,hcloud-1.19.0,4,0.00006,0.00091,0.75993556,H
531,531,coincurve-18.0.0,7,0.00006,0.0024,0.618938005,M
580,580,locket-1.0.0,2,0.00006,0.00117,0.804820293,H
606,606,pyqt5-sip-12.8.0,2,0.00006,0.001,0.573668716,M
1022,1022,djangorestframework-3.11.2,3,0.00006,0.00096,0.595628735,M
1591,1591,msal-1.21.0,5,0.00006,0.00098,0.616765952,M
1619,1619,ndg-httpsclient-0.5.1,9,0.00006,0.00237,0.64077686,M
1695,1695,easydict-1.10,2,0.00006,0.00091,0.654653041,M
1908,1908,genshi-0.7.7,4,0.00006,0.00137,0.573668716,M
1927,1927,zc-lockfile-3.0.post1,4,0.00006,0.00178,0.573668716,M
2076,2076,marshmallow-dataclass-8.5.12,6,0.00006,0.00137,0.747840851,M
2096,2096,transformers-4.28.0,15,0.00006,0.00237,0.51401099,M
103,103,hypothesis-4.57.1,4,0.000059,0.00105,0.478982695,L
260,260,lightgbm-3.3.5,15,0.000059,0.00375,0.507142998,M
356,356,ray-2.3.1,44,0.000059,0.00274,0.496479929,L
566,566,distributed-2023.4.0,25,0.000059,0.00401,0.618979769,M
762,762,keyboard-0.13.5,3,0.000059,0.00137,0.745238588,M
1130,1130,vispy-0.12.2,10,0.000059,0.00235,0.583613367,M
1393,1393,wasabi-1.1.1,4,0.000059,0.00228,0.700858514,M
1467,1467,pygments-2.12.0,3,0.000059,0.00148,0.627188997,M
1565,1565,pyotp-2.8.0,3,0.000059,0.00137,0.746889899,M
1798,1798,python-dateutil-2.8.0,6,0.000059,0.0019,0.838665925,H
1948,1948,pick-2.2.0,3,0.000059,0.00137,0.770714185,H
587,587,torchmetrics-0.11.4,8,0.000058,0.00244,0.594496058,M
672,672,toposort-1.10,4,0.000058,0.00187,0.573668716,M
676,676,gast-0.4.0,3,0.000058,0.00254,0.646627387,M
870,870,aiormq-6.4.2,3,0.000058,0.00059,0.608508499,M
986,986,acdh-xml-pyutils-0.4.0,4,0.000058,0.00094,0.573668716,M
1088,1088,korean-lunar-calendar-0.3.1,2,0.000058,0.00107,0.683837011,M
1253,1253,pprintpp-0.4.0,4,0.000058,0.00203,0.786486942,H
1479,1479,scrypt-0.8.20,9,0.000058,0.00429,0.70522695,M
1583,1583,janus-1.0.0,4,0.000058,0.00142,0.761251723,H
1768,1768,funcsigs-1.0.2,3,0.000058,0.00146,0.644259802,M
1849,1849,gsw-3.6.16.post1,4,0.000058,0.00137,0.573668716,M
188,188,pkginfo-1.9.6,6,0.000057,0.00317,0.573668716,M
853,853,accept-types-0.4.1,7,0.000057,0.00342,0.573668716,M
855,855,aiohttp-remotes-1.2.0,9,0.000057,0.00342,0.795327896,H
856,856,boto3-stubs-1.21.38,16,0.000057,0.00342,0.573668716,M
861,861,heaobject-1.0.0a52,12,0.000057,0.00342,0.573668716,M
862,862,jsonmerge-1.8.0,9,0.000057,0.00342,0.800465581,H
864,864,mongoquery-1.3.6,8,0.000057,0.00342,0.793654985,H
865,865,motor-2.5.1,8,0.000057,0.00342,0.741832536,M
866,866,regex-2022.4.24,7,0.000057,0.00342,0.382117397,L
885,885,pyrsistent-0.18.1,3,0.000057,0.00163,0.717490926,M
1049,1049,fastavro-1.7.3,3,0.000057,0.00139,0.44844627,L
1138,1138,freetype-py-2.3.0,4,0.000057,0.00196,0.630423647,M
1252,1252,bitstruct-8.17.0,2,0.000057,0.00103,0.790316397,H
1270,1270,anyio-1.4.0,5,0.000057,0.00094,0.741335072,M
1291,1291,pykwalify-1.8.0,6,0.000057,0.00139,0.616449275,M
2062,2062,donfig-0.7.0,3,0.000057,0.00096,0.65893659,M
354,354,jsonlines-3.1.0,7,0.000056,0.00238,0.651731411,M
601,601,pyqt5-5.14.2,6,0.000056,0.00185,0.573668716,M
677,677,google-pasta-0.2.0,4,0.000056,0.00245,0.778063716,H
703,703,unidecode-0.4.21,2,0.000056,0.00094,0.742305746,M
749,749,scp-0.14.5,8,0.000056,0.00233,0.89750686,H
795,795,cloudevents-1.9.0,3,0.000056,0.00094,0.77659522,H
916,916,aiocqhttp-1.4.3,3,0.000056,0.00048,0.79404467,H
919,919,hypercorn-0.14.3,9,0.000056,0.0019,0.745799687,M
1562,1562,pytest-5.3.5,10,0.000056,0.00137,0.456905797,L
1616,1616,defopt-6.4.0,5,0.000056,0.00144,0.659877515,M
1980,1980,easygui-0.98.3,2,0.000056,0.00091,0.606385877,M
2090,2090,google-cloud-core-1.7.3,8,0.000056,0.00196,0.74518312,M
125,125,h2o-3.40.0.3,5,0.000055,0.00091,0.573668716,M
655,655,python-louvain-0.16,11,0.000055,0.00372,0.761507743,H
664,664,dictdiffer-0.9.0,5,0.000055,0.00235,0.636157382,M
742,742,gym-0.24.1,5,0.000055,0.00091,0.659399277,M
968,968,awscli-1.27.115,7,0.000055,0.00049,0.248354428,L
969,969,keyring-17.1.1,3,0.000055,0.00049,0.843216525,H
1248,1248,audio-metadata-0.11.1,12,0.000055,0.00192,0.831118932,H
1256,1256,firebase-admin-6.1.0,8,0.000055,0.00091,0.602244847,M
1267,1267,grpcio-tools-1.48.2,8,0.000055,0.00137,0.573668716,M
1507,1507,haf-2.9.7,20,0.000055,0.00142,0.706820607,M
1624,1624,libhxl-4.29,15,0.000055,0.0014,0.652071337,M
1698,1698,simpervisor-0.4,1,0.000055,0.0005,0.725931714,M
1917,1917,xxhash-3.2.0,6,0.000055,0.00294,0.664263419,M
2078,2078,salsa20-0.3.0,2,0.000055,0.00091,0.573668716,M
248,248,xdg-5.1.1,3,0.000054,0.00137,0.724557075,M
710,710,py-notifier-0.5.0,1,0.000054,0.00048,0.790410526,H
1027,1027,click-completion-0.5.2,10,0.000054,0.00229,0.77004163,H
1385,1385,langcodes-3.3.0,5,0.000054,0.00232,0.783402734,H
1549,1549,cligj-0.7.2,3,0.000054,0.00144,0.795997241,H
1716,1716,pyhumps-1.6.1,6,0.000054,0.00274,0.762604914,H
1885,1885,imageio-ffmpeg-0.4.8,3,0.000054,0.00144,0.759924598,H
2053,2053,openslide-python-1.2.0,7,0.000054,0.00231,0.790497792,H
217,217,werkzeug-2.2.2,3,0.000053,0.00108,0.551480512,M
343,343,watchgod-0.8.2,5,0.000053,0.00196,0.674798123,M
396,396,hpl-specs-0.2.3,4,0.000053,0.00094,0.695092549,M
425,425,tempiny-1.1,1,0.000053,0.00048,0.758397739,H
457,457,nbconvert-7.2.8,19,0.000053,0.00237,0.64236639,M
461,461,notebook-5.7.16,15,0.000053,0.00129,0.573668716,M
510,510,jupyter-events-0.6.3,8,0.000053,0.0011,0.632209011,M
536,536,shellescape-3.8.1,1,0.000053,0.00048,0.747211507,M
582,582,tblib-1.7.0,4,0.000053,0.00207,0.706811729,M
681,681,libclang-16.0.0,2,0.000053,0.002,0.557077078,M
685,685,tensorflow-io-gcs-filesystem-0.32.0,2,0.000053,0.002,0.6379584,M
748,748,paramiko-2.11.0,6,0.000053,0.00103,0.669730769,M
854,854,aio-pika-8.1.0,8,0.000053,0.00292,0.570470172,M
860,860,freezegun-1.0.0,7,0.000053,0.00292,0.714028646,M
931,931,wsproto-1.0.0,4,0.000053,0.00139,0.689471338,M
1063,1063,cmd2-2.4.3,7,0.000053,0.00171,0.573668716,M
1115,1115,thrift-0.11.0,3,0.000053,0.00098,0.573668716,M
1139,1139,hsluv-5.0.3,2,0.000053,0.00105,0.573668716,M
1254,1254,tbm-utils-2.6.0,8,0.000053,0.00199,0.757993763,H
1388,1388,preshed-3.0.8,6,0.000053,0.00237,0.768399029,H
1431,1431,blosc2-2.0.0,2,0.000053,0.00082,0.573668716,M
1593,1593,opencensus-context-0.1.3,1,0.000053,0.00051,0.720072281,M
1806,1806,certifi-2019.11.28,3,0.000053,0.00173,0.607135444,M
1807,1807,urllib3-1.25.7,3,0.000053,0.00173,0.573668716,M
1808,1808,certifi-2019.9.11,3,0.000053,0.00173,0.607135444,M
1809,1809,urllib3-1.25.6,3,0.000053,0.00173,0.573668716,M
1966,1966,genson-1.2.2,4,0.000053,0.0019,0.573668716,M
1977,1977,accumulation-tree-0.6.2,1,0.000053,0.0005,0.83269052,H
1978,1978,pyudorandom-1.0.0,1,0.000053,0.0005,0.573668716,M
2047,2047,panda3d-simplepbr-0.10,2,0.000053,0.00048,0.573668716,M
189,189,readme-renderer-37.3,8,0.000052,0.00175,0.612990947,M
324,324,hrflow-1.9.0,5,0.000052,0.00091,0.573668716,M
463,463,debugpy-1.6.7,3,0.000052,0.00193,0.573260322,M
577,577,partd-1.4.0,5,0.000052,0.00211,0.759813236,H
752,752,paramiko-2.11.1,6,0.000052,0.00103,0.669730769,M
971,971,docutils-0.16,3,0.000052,0.00142,0.573668716,M
1019,1019,djangorestframework-gis-1.0,4,0.000052,0.00091,0.726074227,M
1471,1471,remarkuple-0.1.4,1,0.000052,0.00048,0.847966782,H
1472,1472,romanize3-0.1.14,1,0.000052,0.00048,0.573668716,M
1586,1586,flask-basicauth-0.2.0,6,0.000052,0.00187,0.805393011,H
1731,1731,cement-3.0.8,2,0.000052,0.00091,0.738301182,M
1782,1782,rdflib-jsonld-0.6.2,6,0.000052,0.0019,0.773409347,H
90,90,eth-account-0.8.0,11,0.000051,0.00153,0.614968324,M
291,291,apprise-1.3.0,8,0.000051,0.00096,0.731503666,M
315,315,cmake-3.26.3,1,0.000051,0.00055,0.716892593,M
316,316,lit-16.0.1,1,0.000051,0.00055,0.553132475,M
462,462,comm-0.1.3,3,0.000051,0.00148,0.668448879,M
604,604,nptyping-2.5.0,5,0.000051,0.00146,0.786029828,H
684,684,tensorflow-estimator-2.12.0,1,0.000051,0.00152,0.642168592,M
974,974,hat-juggler-0.6.10,7,0.000051,0.00139,0.683515254,M
1071,1071,dnspython-1.16.0,3,0.000051,0.00139,0.712805703,M
1121,1121,josepy-1.13.0,9,0.000051,0.00144,0.659504647,M
1198,1198,txaio-23.1.1,2,0.000051,0.00118,0.697625474,M
1486,1486,pyjwt-2.5.0,3,0.000051,0.00142,0.689097695,M
1881,1881,moviepy-1.0.3,10,0.000051,0.00144,0.671870351,M
2025,2025,click-help-colors-0.9.1,5,0.000051,0.00183,0.653581377,M
2089,2089,google-cloud-storage-1.42.2,13,0.000051,0.00091,0.710825813,M
2121,2121,extratools-0.8.2.1,3,0.000051,0.00048,0.692370511,M
2,2,os-command-py-1.1.0,2,0.00005,0.000936,0.84753316,H
235,235,grg-mpdata-0.1.1,1,0.00005,0.00046,0.832123664,H
319,319,libthumbor-2.0.2,2,0.00005,0.00046,0.688339423,M
336,336,aiofiles-0.6.0,2,0.00005,0.00091,0.751449006,H
338,338,uvicorn-0.13.4,10,0.00005,0.00091,0.608885295,M
490,490,pandocfilters-1.5.0,5,0.00005,0.00287,0.749316962,M
518,518,jupyter-core-4.11.1,4,0.00005,0.00163,0.583393962,M
591,591,gordon-dns-0.0.1.dev10,9,0.00005,0.00139,0.573668716,M
608,608,pygsheets-2.0.6,3,0.00005,0.00046,0.720282751,M
635,635,atlassian-jwt-auth-17.0.0,4,0.00005,0.00046,0.767981805,H
692,692,dash-renderer-1.9.1,1,0.00005,0.00046,0.573668716,M
705,705,cl4py-1.8.1,2,0.00005,0.00046,0.573668716,M
706,706,gasync-0.0.2,2,0.00005,0.00046,0.83204139,H
713,713,aiobotocore-2.5.0,9,0.00005,0.00146,0.727407448,M
736,736,acdh-id-reconciler-0.6,4,0.00005,0.00046,0.684159612,M
764,764,mss-8.0.3,3,0.00005,0.00139,0.630804577,M
779,779,h5py-wrapper-1.1.0,4,0.00005,0.00046,0.573668716,M
780,780,pytest-runner-6.0.0,2,0.00005,0.00094,0.76844719,H
832,832,pyrxp-3.0.1,2,0.00005,0.00112,0.573668716,M
840,840,scitokens-1.7.4,4,0.00005,0.0005,0.774187156,H
