,Node,Degree,Pageranks,EigenCentrality,Reach
1852,1852,5,0.00017442596308173158,1.3849333305674437e-18,8
1859,1859,5,0.00011656389859164691,-6.406669673403812e-18,11
1853,1853,2,0.00014922014813771744,-6.680750954502602e-18,1
1854,1854,2,0.00014922014813771744,-5.989228027655423e-18,1
1858,1858,2,0.00012298590847275407,-2.3477917819748607e-18,10
1856,1856,3,0.00013204416595564815,-4.398074828168634e-18,7
1855,1855,1,0.00013204416595564815,-3.502291249184915e-18,1
86,86,14,0.0001598228489475528,2.4956515276616757e-18,74
88,88,11,0.00020868104198285494,2.541522238602154e-18,7
89,89,5,0.00016833970406659763,2.8085730121574065e-19,5
91,91,7,0.00010779497616901685,-9.024099478926165e-20,9
1862,1862,4,0.00019731465849065637,-5.017088578144772e-18,2
633,633,3,0.00012631972585147195,1.7330145653945982e-18,2
342,342,3,0.0001795603056047927,-4.0984239379781305e-18,1
1860,1860,2,0.000343630484040406,-4.4867218578250495e-19,1
1861,1861,3,0.0002317360002680007,-8.48518601862696e-19,1
94,94,12,0.00016788052838712005,-4.979626372203742e-18,215
1868,1868,32,0.00013101979654176537,-8.913098579027068e-19,188
1864,1864,8,0.00016176001430995765,5.879054136660722e-18,10
412,412,4,0.00020878811018562845,3.367588288629158e-18,1
429,429,4,0.00017126421673600178,9.814171975049616e-18,1
1866,1866,3,0.00010961753958715308,6.942528544668206e-20,24
1867,1867,7,0.00023076886152352904,-3.3537509658943297e-18,11
1870,1870,1,0.0001750672418963052,-5.137277946340717e-18,1
1869,1869,5,0.0001789444569576288,9.320322330183878e-18,1
1871,1871,7,0.00011269116520521565,6.594450246935485e-20,38
1872,1872,8,0.00010961753958715308,-3.144460399983918e-19,41
1873,1873,4,0.00010961753958715308,3.537437778965625e-19,30
537,537,2,0.00010961753958715308,8.947860205435e-19,23
1874,1874,2,0.00010961753958715308,4.624816179343986e-19,23
959,959,2,0.00010961753958715308,7.019669285458087e-19,23
1875,1875,2,0.00010961753958715308,7.042433301039184e-19,23
1876,1876,5,0.00010961753958715308,6.231153145615434e-20,41
1877,1877,8,0.00010961753958715308,1.041316089872753e-18,44
1878,1878,3,0.00010961753958715308,6.275272970321441e-19,24
1879,1879,7,0.00010961753958715308,-1.1934392872415993e-19,34
1880,1880,8,0.00010961753958715308,6.379384102885227e-20,34
960,960,5,0.00010961753958715308,5.761693143894273e-19,35
1881,1881,2,0.00010961753958715308,5.2317681719457075e-19,23
1882,1882,4,0.00010961753958715308,-6.145452900246352e-20,25
1883,1883,5,0.00010961753958715308,4.244908704334852e-19,27
1884,1884,5,0.00010961753958715308,-2.910996995737638e-19,26
1885,1885,4,0.00010961753958715308,5.102132483784919e-19,26
1886,1886,4,0.00010961753958715308,3.9485133693759586e-19,25
1887,1887,4,0.00010961753958715308,-6.211513500369464e-19,30
1888,1888,5,0.00010961753958715308,1.5502854838188507e-19,26
961,961,3,0.00010961753958715308,7.294491754028898e-19,24
962,962,5,0.00010961753958715308,5.085456553270691e-19,26
1889,1889,5,0.00010961753958715308,4.491143855114194e-19,34
1890,1890,5,0.00010961753958715308,-2.0629695725997115e-21,27
1891,1891,4,0.00010961753958715308,6.96097255551491e-19,112
1892,1892,5,0.00010961753958715308,-2.2127904327457944e-19,34
432,432,2,0.00011619827156425001,8.370617695864835e-19,12
1865,1865,4,0.0005273203249294028,4.355622508733763e-18,1
1893,1893,4,0.0001304856087445829,2.3999388649965207e-18,38
1894,1894,19,0.00018446312095719435,3.233048561706895e-18,108
1863,1863,1,0.00011619827156425001,7.239795764749135e-19,1
96,96,25,0.00017815681246878228,-2.2213102356191804e-17,93
1895,1895,1,0.00011650971000956146,-1.2018368352526585e-18,1
1896,1896,4,0.00011650971000956146,-2.4981147665453105e-18,49
428,428,9,0.0001938989543072757,3.787946869707875e-18,3
1897,1897,3,0.0003802827384154466,3.712681365864425e-18,1
209,209,20,0.00023146286850602994,0.07949696961376604,41
1898,1898,2,0.0001228618696202241,-2.1493489849053355e-18,1
1899,1899,1,0.00014078084339858797,-2.3071167093054914e-18,1
1900,1900,8,0.00029216991206055875,0.02828379378967187,17
861,861,2,0.00013137871546304395,0.02212572581355706,1
1901,1901,1,0.00012676259622677289,0.022125725813557064,1
1902,1902,3,0.00017497668793286052,0.02212572581355706,3
776,776,11,0.00048653469940455386,0.011909869447405472,4
1903,1903,2,0.0002629208014445879,0.006158067976114805,2
905,905,4,0.0003702277738950035,0.0033147742253425735,1
1904,1904,3,0.0003600314646319222,0.0033147742253425844,1
97,97,18,0.00011481927871103286,-5.5771021567644305e-18,221
106,106,7,0.0001428111550617387,-6.809711782321885e-18,3
1905,1905,8,0.0001428111550617387,-6.050664452242248e-18,8
900,900,4,0.00013677794034662222,7.410532594620676e-18,67
296,296,7,0.00014437164747393603,2.4813713444836986e-18,62
99,99,12,0.0001472740808264856,-7.59321719440684e-18,71
1907,1907,7,0.00014527365599907856,-1.4089359596752032e-17,49
949,949,2,0.00011795216811717739,-1.0260763305088154e-17,1
845,845,4,0.00015294310699510343,-1.199841021668075e-19,61
260,260,9,0.00018382444470467233,6.473705545092e-18,68
1906,1906,1,0.00014911838237120128,-5.685723073609767e-18,1
100,100,13,0.00010580992629068478,4.042907009435892e-19,70
644,644,5,0.0002818419345147098,-1.8440931410658477e-17,1
1908,1908,5,0.00016011172834419832,-2.38548247532144e-17,2
103,103,15,0.00016407506814360257,5.885810338719029e-18,285
1909,1909,1,0.00012059314334576004,2.823413821770828e-18,1
11,11,15,0.0002788075082914396,3.538045172988811e-18,1
104,104,6,0.00011639685897512252,1.4899788937620267e-18,8
108,108,48,0.00010580992629068478,-3.2361302440278926e-20,1387
1910,1910,11,0.00010920070429928127,-1.613989771704746e-17,39
382,382,10,0.00010779497616901685,3.4347171841696716e-19,323
148,148,1,0.00010779497616901685,4.825115722585732e-19,1
1911,1911,5,0.00010779497616901685,-1.6600920318425393e-21,5
753,753,3,0.00011158635338714134,2.3121397149248314e-18,1
1912,1912,10,0.0001109651930800209,-1.6985554158304173e-17,246
255,255,9,0.0001641515903613178,0.057155643391799134,1
499,499,7,0.0001581297429947823,0.05715564339179915,1
132,132,16,0.00010920070429928127,-1.6891957022596603e-17,842
1913,1913,8,0.00010920070429928127,-1.7136749523594847e-17,135
235,235,6,0.00012516500630041426,-1.8080344098067445e-17,17
1914,1914,2,0.00010779497616901685,6.698770660202759e-19,2
414,414,10,0.00012685145500100476,8.939799604958596e-19,140
204,204,9,0.00011792564905861037,-1.2795131822834757e-17,26
621,621,2,0.00010920070429928127,-1.6779831046594506e-17,1
1915,1915,4,0.00010779497616901685,1.9635747519487725e-19,4
814,814,61,0.00010779497616901685,3.6808161677209487e-19,130
120,120,26,0.00010920070429928127,-1.7549148648189512e-17,311
1916,1916,2,0.00010920070429928127,-1.7388424159156478e-17,1
493,493,7,0.00010907511623473361,2.730536832159355e-18,31
404,404,5,0.00010907511623473361,2.8884918522667416e-18,5
98,98,7,0.00011690790864953887,-9.950583695359247e-18,17
1917,1917,25,0.00011240052878660651,2.896898316901025e-18,232
501,501,3,0.00010779497616901685,-5.071186744659123e-19,12
281,281,6,0.00010779497616901685,-4.1707433861875355e-19,508
1918,1918,2,0.0001643778162137906,-6.132120438107394e-18,1
1919,1919,4,0.0001423607892944297,-2.6353922423931926e-17,2
294,294,25,0.0007900842220232104,-5.1020841985962645e-17,5
337,337,3,0.00011659578072030231,-4.8343164959343825e-19,61
1920,1920,7,0.00011659578072030231,-1.3118291640068666e-19,104
1921,1921,6,0.00013409753942199968,-2.5330233052146332e-18,72
1922,1922,4,0.00011659578072030231,-5.243525443255815e-19,136
237,237,13,0.00034756649041053363,-3.556342607514786e-17,1
1923,1923,1,0.0001300780987573242,6.952769199123556e-19,1
1924,1924,1,0.0001300780987573242,3.864732318708083e-19,1
1925,1925,1,0.0001300780987573242,1.7579244037060934e-19,1
1926,1926,7,0.00011423995696296521,-2.3493492497914237e-17,230
1927,1927,1,0.00011283422883270079,-6.174895599373821e-18,1
897,897,4,0.00011423995696296521,-2.32552644964697e-17,3
767,767,6,0.00011283422883270079,-6.119838465935344e-18,633
147,147,18,0.00011423995696296521,-2.335277915404376e-17,94
121,121,3,0.00011423995696296521,-2.2961555850151113e-17,193
1928,1928,2,0.00011283422883270079,-5.696586727757742e-18,308
1929,1929,1,0.00020288261615724254,-1.0759367715120593e-18,1
1930,1930,3,0.00027706173596856256,1.3498808732748596e-18,1
1931,1931,1,0.00013816748957953736,-5.411325130454311e-19,1
1932,1932,1,0.00013816748957953736,-4.464770593057837e-19,1
1933,1933,1,0.00013816748957953736,-4.648419696747491e-19,1
1934,1934,3,0.00010742780445512742,-1.3935996520742771e-18,11
1935,1935,7,0.00010742780445512742,-1.2794155520693904e-18,30
1936,1936,2,0.00010742780445512742,-5.753603164925801e-19,2
1937,1937,6,0.00010742780445512742,-6.841179272464799e-19,29
1938,1938,3,0.00010742780445512742,-3.4586209077716727e-19,3
1939,1939,3,0.00010742780445512742,-7.135596940485432e-19,11
1940,1940,2,0.00010742780445512742,-3.7064707876841567e-19,2
1941,1941,2,0.00010742780445512742,-1.0338859222222678e-18,2
1942,1942,7,0.00010742780445512742,-8.634308465299071e-19,30
1943,1943,11,0.00035895601091056576,-1.8540641710753588e-17,2
1944,1944,6,0.00010742780445512742,-8.244530073269004e-19,27
1945,1945,3,0.00010742780445512742,-1.0766816826787035e-19,3
1946,1946,6,0.00010742780445512742,-1.2026188013720764e-18,27
1947,1947,1,0.00010742780445512742,-1.3626689681744279e-18,1
1948,1948,2,0.00010742780445512742,-1.5616373261235807e-19,10
1949,1949,4,0.00010742780445512742,-9.084515494478554e-19,12
1950,1950,1,0.00010742780445512742,-2.195883160728514e-19,1
1951,1951,1,0.00010742780445512742,1.8233937268467396e-19,1
1952,1952,4,0.00011050143007318998,2.1293514353642721e-19,32
1953,1953,2,0.00010742780445512742,-5.753539593575774e-19,2
1954,1954,3,0.00010742780445512742,-2.7968528184444767e-19,3
1955,1955,6,0.00011050143007318998,7.815187887056595e-19,30
1956,1956,5,0.00011050143007318998,8.490735518558444e-19,28
1957,1957,8,0.00011050143007318998,3.507987266582502e-19,28
1958,1958,8,0.00011050143007318998,2.1786098371756756e-19,28
1959,1959,8,0.00011050143007318998,6.131820580643244e-19,37
1960,1960,2,0.00010742780445512742,-6.523530408574018e-19,10
1961,1961,3,0.00010742780445512742,-9.946387250726406e-19,3
1962,1962,2,0.00010742780445512742,-1.3223188040754305e-18,2
1963,1963,2,0.00010742780445512742,-8.666486775062158e-19,10
1964,1964,2,0.00010742780445512742,-6.17478463963977e-19,10
1965,1965,3,0.00011050143007318998,8.215834758832757e-20,23
1966,1966,1,0.00010742780445512742,-9.93575719406072e-19,1
1967,1967,2,0.00010742780445512742,-6.93365572910925e-19,2
1968,1968,4,0.00011050143007318998,6.123121265446331e-20,37
1969,1969,7,0.00010742780445512742,2.6229266201960277e-19,30
1970,1970,2,0.00010742780445512742,-9.859898444566671e-19,2
1971,1971,3,0.00011050143007318998,3.286670971712054e-19,23
1972,1972,5,0.00011050143007318998,-5.843581538175584e-20,33
1973,1973,1,0.00010742780445512742,-2.1572415392564353e-19,1
1974,1974,2,0.00010742780445512742,-1.5006323586483197e-18,2
1975,1975,1,0.00010742780445512742,2.303334781684735e-19,1
1976,1976,2,0.00010742780445512742,-5.85360253029669e-19,2
1977,1977,4,0.00011050143007318998,-2.5965637798869797e-19,32
1978,1978,3,0.00011050143007318998,-2.87803821984242e-19,23
1979,1979,5,0.00011050143007318998,-2.3257492924316785e-19,33
948,948,5,0.000211909040994391,-2.6042126434966126e-17,1
1980,1980,3,0.00010990743610686078,-5.058876855360072e-18,4
635,635,4,0.0001143190631972376,-2.263509572143623e-18,1
1981,1981,17,0.00012252125722868337,-2.0904499596794236e-18,220
1982,1982,5,0.00014878629857883788,-6.487609577225983e-18,3
795,795,1,0.00010990743610686078,-4.8759706984437314e-18,1
1983,1983,1,0.00010990743610686078,-5.444594443069245e-18,1
1984,1984,3,0.00013334679179552572,2.0016955293433833e-18,10
265,265,1,0.00010990743610686078,-5.073699928520492e-18,1
1985,1985,2,0.00010990743610686078,-4.0241732681436214e-18,5
1986,1986,3,0.00012545537823287125,9.695808693757585e-19,7
1987,1987,3,0.00017534537663920028,-3.11344108232163e-18,1
1988,1988,1,0.00011041112936103422,-2.219857498766295e-18,1
1989,1989,1,0.00011041112936103422,-3.0950884164645224e-18,1
1990,1990,1,0.00011041112936103422,-2.7877293850663662e-18,1
682,682,4,0.00018976746873896914,5.852281557705653e-18,1
545,545,4,0.00011041112936103422,-3.095847246643359e-18,10
1991,1991,2,0.00011041112936103422,-2.4321393182792837e-18,2
898,898,4,0.00011231677724423302,-1.768227584133144e-18,3
1992,1992,2,0.00011041112936103422,-3.3346785835037508e-18,10
1993,1993,9,0.0001198543851384621,-3.1869920008729725e-18,58
901,901,6,0.00018346006036577917,3.9911165770351115e-18,1
637,637,41,0.00013475270367999028,1.6436817954527078e-18,505
1994,1994,1,0.00023405402853234517,-1.0032275838466855e-17,1
295,295,1,0.0003432261480209181,-2.0942986561710633e-17,1
1995,1995,1,0.0003432261480209181,-1.8557106704825665e-17,1
1996,1996,10,0.00015351108270520006,-4.748284599374751e-18,9
1997,1997,3,0.0001360093240035027,-2.301270157645166e-18,6
1998,1998,1,0.0001360093240035027,-2.70071264457853e-18,1
1999,1999,2,0.00018107809197735316,-1.263417098592759e-17,1
2000,2000,2,0.00012638644380781556,-8.832401187459649e-18,4
2001,2001,1,0.00015725122008351173,-7.733428985675383e-18,1
868,868,3,0.0001261329346634823,-2.5844754765299918e-18,308
2002,2002,10,0.00015647107996290355,-1.2165740050184219e-17,50
2003,2003,3,0.0002044927402817405,-1.4229026684949595e-17,1
2004,2004,2,0.00011859224762545079,-8.998366688178931e-18,1
2005,2005,5,0.00012658196082883952,-9.506798087810832e-18,3
2006,2006,2,0.0001190459733119267,-6.125707658270849e-18,1
2007,2007,2,0.00011224008801478815,-7.357081685381588e-18,2
500,500,3,0.00011801397679352378,1.1685941702075123e-17,3
2008,2008,5,0.00027035203951432304,-3.526112840637396e-18,1
2009,2009,4,0.0002840978851040388,-3.9030533384074835e-18,1
2010,2010,1,0.0001623107489506982,-7.720444230305642e-19,1
2011,2011,2,0.0001389541603657766,-3.1972737146827243e-18,2
2012,2012,1,0.00020524262851596026,-3.856990297348589e-18,1
2013,2013,5,0.0001373771934714527,-6.413424369950915e-18,5
2014,2014,1,0.00012123156545122304,-5.9146336721095854e-18,1
2015,2015,1,0.00027649607672655734,7.176201614284985e-18,1
2016,2016,4,0.00010892240059945778,7.530429152919721e-19,4
2017,2017,3,0.00010892240059945778,7.563169230485353e-19,10
2018,2018,9,0.00011224781315133068,1.1540894043865335e-18,17
2019,2019,3,0.00010892240059945778,7.675443878223071e-19,9
2020,2020,5,0.00010892240059945778,1.0788005482549054e-19,81
2021,2021,6,0.00015970619703329375,-4.780759807493454e-17,1
2022,2022,5,0.00010892240059945778,5.26374106033581e-19,53
2023,2023,4,0.00010892240059945778,7.090989348448076e-19,4
2024,2024,3,0.00010892240059945778,5.242695150368301e-19,8
2025,2025,7,0.0001113546667243196,5.087890761601199e-18,184
2026,2026,4,0.00013344508221095136,-5.800790992632022e-19,3
2027,2027,2,0.00010892240059945778,7.977244550149922e-19,2
2028,2028,3,0.00012527085500712017,-7.4583939207543495e-19,2
2029,2029,14,0.0011910417949388644,-9.555399241547921e-18,1
2030,2030,4,0.00012527085500712017,-4.219396514226642e-19,3
2031,2031,5,0.00010892240059945778,1.6738391679980265e-19,6
2032,2032,2,0.00010892240059945778,3.396984364367208e-19,2
2033,2033,5,0.00012527085500712017,-1.0392414726913226e-18,4
2034,2034,2,0.00010892240059945778,4.2620988295610277e-19,2
2035,2035,7,0.00010892240059945778,1.4249827511542465e-19,8
2036,2036,6,0.00023644905848542637,-3.9649993687990135e-18,2
2037,2037,5,0.00018740369526243917,-2.60330016840032e-18,2
2038,2038,3,0.00010892240059945778,2.5537243445819354e-19,3
2039,2039,1,0.00010892240059945778,1.3454711393552117e-18,1
2040,2040,3,0.00010892240059945778,7.202852501781712e-19,3
2041,2041,1,0.0001230971740028385,-1.5241764227847572e-18,1
2042,2042,1,0.0001230971740028385,-1.9355769325858884e-18,1
2043,2043,1,0.0001230971740028385,-2.356108085839787e-18,1
2044,2044,1,0.0001230971740028385,-2.3421950571521717e-18,1
2045,2045,1,0.0001230971740028385,-2.4526482856312007e-18,1
2046,2046,1,0.0001230971740028385,-2.3077950248000007e-18,1
2047,2047,1,0.0001230971740028385,-1.7139670177090678e-18,1
2048,2048,1,0.0001230971740028385,-2.3740642548738693e-18,1
2049,2049,4,0.00011619827156425001,1.6394516999792435e-18,13
2050,2050,1,0.00011619827156425001,1.1709780048563889e-18,1
912,912,5,0.0002657960145787721,-1.1604197297702976e-17,1
2051,2051,1,0.00011619827156425001,9.237784119270037e-19,1
2052,2052,2,0.00016618153942739034,8.318732813272219e-19,1
2053,2053,5,0.00011619827156425001,1.0225636190402058e-18,58
2054,2054,4,0.00029245932926167116,-1.6057596220894787e-17,1
2055,2055,2,0.00014752224893619658,-8.872309038321415e-18,2
2056,2056,8,0.0003816289024763024,-1.4601289398531775e-17,1
2057,2057,1,0.00020688953498945275,-1.4078322167303148e-18,1
2058,2058,3,0.00010935557090566707,4.644300584933085e-18,6
971,971,5,0.000151614138543437,1.2079166760210447e-17,1
196,196,13,0.00013963131443828368,1.6392645629674415e-17,248
652,652,20,0.00011033392748991875,9.188193721723216e-18,323
2059,2059,1,0.0002115021051746003,2.4813030164224363e-18,1
2060,2060,2,0.00036144070447604123,-4.668518550956811e-18,1
2061,2061,2,0.00014705989689352373,-7.746764893525053e-19,3
2062,2062,2,0.00017030534455471125,-7.326197546735076e-19,1
2063,2063,2,0.00016996774539863995,3.556020396610431e-18,1
2064,2064,7,0.00031662367391660116,-1.65862240458856e-17,4
671,671,3,0.0001393078243059198,-6.931585511442454e-18,2
2065,2065,2,0.0001393078243059198,-6.6878460172002144e-18,1
194,194,6,0.0001781843406224842,3.897263487294932e-18,19
2066,2066,9,0.00142539648633868,0.0012148856436959659,6
2067,2067,1,0.00013850683510600956,-2.892331939766261e-18,1
2068,2068,2,0.0003399402611519871,-1.2450954659699283e-17,1
2069,2069,1,0.00013850683510600956,-3.0117909684857304e-18,1
2070,2070,4,0.0001877360809941796,6.823668788526868e-19,1
2071,2071,3,0.0001465338933075235,-1.3587555725663516e-17,3
2072,2072,2,0.00022232533959353656,-1.805100766426185e-18,1
2073,2073,2,0.0002787824149795017,-5.084884260761742e-18,1
275,275,2,0.00014712323808709497,-1.228311854577147e-19,1
150,150,14,0.0009985214819179051,4.769933324111586e-18,1
2074,2074,7,0.00018575241572615155,-2.5431915336907613e-18,57
791,791,2,0.00014250600471299923,-6.1839015157806115e-18,1
2075,2075,5,0.00016964010205531706,-2.7999929016317507e-18,3
2076,2076,33,0.00013319654312653832,4.2903553640055145e-18,120
2077,2077,2,0.00023828222172482256,-1.0081091001598265e-18,2
2078,2078,1,0.00019426592807309385,0.0004770219718146823,1
2079,2079,5,0.0002660847313603108,2.149872862338381e-18,18
402,402,2,0.0005311044739470946,0.0003381289472773708,1
2080,2080,2,0.0004208932039181758,0.00033812894727736764,2
2081,2081,4,0.0005861350584489354,0.00033812894727736244,1
780,780,2,0.00023774296791943765,-1.3140499600744082e-17,2
2082,2082,6,0.00013927884728789447,3.843291867002475e-20,56
2083,2083,3,0.00010968056716389741,-1.3362337503835495e-18,3
2084,2084,2,0.00020844773587887382,-4.389456788067556e-18,1
2085,2085,2,0.00010968056716389741,-1.6757880561602274e-18,2
2086,2086,4,0.00010968056716389741,-1.4463827665732531e-18,9
2087,2087,1,0.00010968056716389741,-9.944063560667403e-19,1
2088,2088,3,0.0001426029567355562,-2.553476643810499e-18,2
2089,2089,11,0.0002758892728910775,0.0021909454615116858,21
2090,2090,3,0.00011700998209927738,-2.8322724656811744e-18,4
2091,2091,1,0.00010968056716389741,-4.60848440538048e-19,1
2092,2092,1,0.00010968056716389741,-1.8062708177799218e-18,1
790,790,12,0.0004489086656777187,-2.8741750598869233e-18,2
2093,2093,2,0.00010968056716389741,-1.6379809358519799e-18,2
2094,2094,1,0.00010968056716389741,-1.4132062044572586e-18,1
2095,2095,8,0.00015474829975403528,-6.082242853677931e-18,7
2096,2096,2,0.00010968056716389741,-1.6673077996068544e-18,2
2097,2097,4,0.00010968056716389741,-7.605557965345893e-19,4
2098,2098,3,0.0002150580584879254,-3.9793670754541424e-18,3
2099,2099,3,0.0001470853303706432,-7.169342441808684e-18,1
2100,2100,3,0.0001562147273298333,-1.4715741429488243e-18,1
2101,2101,2,0.00016586618700666588,2.668107048675343e-18,5
2102,2102,3,0.0001809143721202318,2.8322772639740037e-18,1
2103,2103,1,0.0002045770950056612,-1.4988143263439905e-18,1
2104,2104,1,0.00014066032593891762,-5.67047772559338e-18,1
916,916,4,0.00015971680477090553,-5.2217074653902815e-18,3
2105,2105,1,0.0002045770950056612,-3.0472408656324756e-18,1
2106,2106,1,0.00017775279807691192,4.273180591577052e-18,1
109,109,9,0.00012890267320861458,-6.2658331893789795e-19,9
2107,2107,3,0.00012516150977072877,-1.7979982554502354e-18,3
113,113,14,0.00010771557417388358,2.6924809158999123e-19,52
2108,2108,4,0.000126607739025119,9.173164209764303e-18,1
2109,2109,1,0.00011327154767824579,2.8571930494413307e-18,1
2110,2110,2,0.00011327154767824579,2.5662613666859266e-18,2
2111,2111,1,0.00011327154767824579,3.0349710652264604e-18,1
2113,2113,6,0.00022295636870940183,8.845908580420614e-18,1
2114,2114,5,0.0002542481674382305,4.723592495880374e-05,1
602,602,9,0.00015138835059147859,-9.62536780327961e-18,10
2112,2112,6,0.0001712908126338008,1.6722305205094204e-18,7
2115,2115,2,0.0001572633569667135,1.692381198096596e-18,3
2116,2116,1,0.0001512729913840804,6.735768010836856e-19,1
114,114,1,0.00010580992629068478,8.096656057700938e-20,3
117,117,9,0.00011980533167923719,-3.7221855423376666e-18,47
2117,2117,3,0.0001332935423192201,-6.356542684337693e-18,2
119,119,8,0.00013007052170653142,-2.440028964172093e-18,9
126,126,2,0.00010580992629068478,-4.135985775203922e-19,3
127,127,8,0.00012035580790802749,-9.049394165280119e-19,8
129,129,5,0.0001394129941792087,-1.5902834340933046e-17,3
136,136,30,0.00010580992629068478,-1.1321455710759004e-19,96
139,139,6,0.00011860017075004534,8.504288077609647e-18,63
2118,2118,2,0.0003270779251325515,0.004037877981593664,2
2120,2120,9,0.0005183058650539098,0.004037877981593667,1
2119,2119,1,0.0003983458765784586,0.0011238287638308964,1
143,143,8,0.00010709006635640154,1.9323810881455845e-18,10
2121,2121,1,0.00011958663543415823,1.9898602174602964e-18,1
144,144,2,0.00010580992629068478,-4.099560293632782e-20,3
153,153,14,0.00011418897433873228,1.9460195897974524e-18,207
2129,2129,27,0.00016670908894440205,4.51362235937187e-18,200
2130,2130,34,0.0003973480372857557,2.048757419557257e-18,110
2132,2132,25,0.00029250908729970044,4.037070784851994e-17,102
2123,2123,4,0.00013171973797081215,4.6224214669046215e-18,31
2124,2124,18,0.0003240039091783192,1.3041795987181645e-17,30
2125,2125,26,0.0005069658852582722,2.7325084362663312e-18,3
2126,2126,15,0.0002645109825316109,6.341176392791352e-18,2
2128,2128,19,0.0005183604615521308,-6.885236303128453e-18,1
2138,2138,14,0.00016546617879595525,3.8331850823352386e-18,21
2139,2139,3,0.00015188152417444585,5.476868376395531e-19,1
2127,2127,12,0.00020338989885779915,2.2733448116198432e-17,3
2131,2131,17,0.0001365004906250878,3.912477470579208e-18,42
798,798,26,0.0001683497805740251,4.155069485141382e-18,104
2135,2135,10,0.0002032086159263169,5.604216768860927e-18,2
2136,2136,2,0.00011920398773899467,3.4200542876090765e-18,1
2140,2140,18,0.00024818125209856776,3.5983463034626455e-17,1
2137,2137,1,0.00012969284953342727,4.882021246495881e-19,1
2122,2122,2,0.0001290608701079774,2.0743656065822025e-18,1
2133,2133,4,0.00017894768033815137,2.3471845378924932e-17,51
453,453,1,0.0001862515514641092,8.206106704850904e-19,1
2134,2134,1,0.00028897411042338084,2.4399767922160395e-18,1
154,154,12,0.00023130066432495655,-4.2644249275702356e-18,387
2141,2141,17,0.00014556154381823057,-9.211748938309095e-18,303
2142,2142,8,0.0001289649705381755,-4.892938747397112e-18,8
2143,2143,2,0.00014257674113245258,-5.245466766619289e-18,1
2144,2144,4,0.0001289649705381755,-4.524843917721396e-18,59
2145,2145,8,0.0001289649705381755,-4.372472983647649e-18,387
2146,2146,3,0.0001289649705381755,-4.583736584072202e-18,10
2147,2147,2,0.0001289649705381755,-4.8845327035532245e-18,3
2148,2148,14,0.0001289649705381755,-4.455837839855864e-18,14
2149,2149,38,0.00013517296712063463,-3.59093243827798e-18,301
2150,2150,35,0.00013199682101924716,-3.4396540922277738e-18,284
2151,2151,39,0.00011792952031008583,-5.156198329446788e-18,300
2152,2152,6,0.00011454849360357692,-5.6124791678615836e-18,302
2153,2153,7,0.00013563933053422042,-5.8774022860499504e-18,5
2154,2154,12,0.00012443574005878476,-6.971558773960355e-18,291
2155,2155,14,0.0001207990601962096,-8.034434161072647e-18,292
2156,2156,8,0.00013563933053422042,-6.6390727353660965e-18,6
2157,2157,10,0.00013563933053422042,-6.982032808914169e-18,287
2158,2158,7,0.00013563933053422042,-7.471913875524564e-18,5
2159,2159,28,0.000708066567895509,-4.3589720751325034e-17,3
2160,2160,9,0.0001535097933479171,-8.249260780750687e-18,8
2161,2161,16,0.0004095064898650415,-1.9760639692391734e-17,3
2162,2162,47,0.0019566500332655378,-1.73546551629237e-16,2
2163,2163,1,0.00012240649957073984,-3.168013007049856e-18,1
2164,2164,1,0.00012240649957073984,-3.837251547891106e-18,1
2165,2165,1,0.00012240649957073984,-3.609269105347718e-18,1
2166,2166,1,0.00012240649957073984,-3.96161969451795e-18,1
2167,2167,1,0.00012240649957073984,-3.3453831782722475e-18,1
2168,2168,1,0.00012240649957073984,-3.98249148335655e-18,1
2169,2169,1,0.00012240649957073984,-3.867722641099343e-18,1
2170,2170,9,0.00039240319783640686,0.024748927753808065,1
2171,2171,15,0.00018899881494467035,-1.164712821395109e-17,55
2172,2172,3,0.00012240649957073984,-5.409599165663093e-18,27
2173,2173,3,0.00016389793277087753,-3.033893803617635e-18,3
2174,2174,2,0.00022198593925107027,-3.021355846559874e-18,2
2175,2175,1,0.0001147465426722529,-3.202230322719425e-18,1
2176,2176,1,0.0001147465426722529,-3.0560523956601286e-18,1
2177,2177,1,0.0001147465426722529,-2.6079414176945803e-18,1
2178,2178,1,0.0001147465426722529,-2.2186909153271303e-18,1
2179,2179,1,0.0001147465426722529,-3.808768180224987e-18,1
2180,2180,1,0.0001147465426722529,-2.9884692652653005e-18,1
2181,2181,1,0.0001147465426722529,-3.451571858791478e-18,1
2182,2182,1,0.0001147465426722529,-2.8704868783492402e-18,1
2183,2183,1,0.0001147465426722529,-3.2338144925067724e-18,1
2184,2184,1,0.0001147465426722529,-3.658050450509445e-18,1
2185,2185,1,0.0001147465426722529,-2.6880501993029e-18,1
2186,2186,1,0.0001147465426722529,-2.6789704292441017e-18,1
2187,2187,1,0.0001147465426722529,-2.9268999888357907e-18,1
2188,2188,12,0.00011905486116523156,2.659620402009524e-18,10
2189,2189,8,0.00013245770827550408,-2.658079059359124e-18,6
2190,2190,8,0.00011905486116523156,2.3223019058107403e-18,5
2191,2191,7,0.00011905486116523156,2.525921775670422e-18,4
2192,2192,8,0.00011905486116523156,2.4698186822690997e-18,5
2193,2193,10,0.00013652777522847918,-3.2440222222141767e-18,17
2194,2194,9,0.00011905486116523156,2.088838941760946e-18,6
