,Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category,PR_Category
1976,1976,contextlib2-21.6.0,7,0.000191,0.0036,0.573668716,M,T
350,350,antlr4-python3-runtime-4.9.3,4,0.00019,0.00226,0.573668716,M,T
834,834,mako-1.2.4,22,0.00019,0.00995,0.724663404,M,T
1797,1797,pytest-5.0.1,18,0.00019,0.00436,0.456905797,L,T
74,74,yarl-1.1.1,4,0.000189,0.00602,0.580524187,M,T
383,383,shellingham-1.5.1,8,0.000189,0.00513,0.690978053,M,T
756,756,pygithub-1.58.1,23,0.000189,0.00875,0.519854653,M,T
619,619,grpcio-status-1.48.2,5,0.000188,0.00551,0.573668716,M,T
999,999,rfc3986-1.5.0,14,0.000188,0.00663,0.573668716,M,T
1926,1926,persistent-5.0,17,0.000188,0.00786,0.554681496,M,T
1322,1322,globus-sdk-3.19.0,14,0.000187,0.00514,0.757419614,H,T
92,92,eth-typing-3.3.0,9,0.000186,0.00503,0.631392849,M,T
114,114,pyrsistent-0.19.3,10,0.000186,0.00765,0.717490926,M,T
376,376,imageio-2.27.0,36,0.000186,0.01401,0.709105247,M,T
1064,1064,stevedore-5.0.0,25,0.000185,0.01329,0.573668716,M,T
312,312,filelock-3.12.0,10,0.000184,0.00889,0.60816995,M,T
1934,1934,zope-schema-7.0.1,27,0.000184,0.01331,0.663786203,M,T
213,213,gunicorn-20.1.0,26,0.000183,0.01172,0.643029065,M,T
565,565,dask-2023.4.0,50,0.000183,0.01551,0.599804981,M,T
922,922,hpack-4.0.0,1,0.000183,0.00088,0.75988039,H,T
266,266,pydot-1.4.2,21,0.000181,0.0093,0.892554698,H,T
452,452,notebook-6.5.4,38,0.000181,0.00654,0.573668716,M,T
541,541,protobuf-3.19.6,7,0.000181,0.00473,0.573668716,M,T
797,797,packaging-20.9,6,0.000181,0.00276,0.593759389,M,T
913,913,asyncio-3.4.3,18,0.000181,0.00834,0.830146306,H,T
1260,1260,google-api-core-1.34.0,27,0.000181,0.00829,0.720813266,M,T
1319,1319,pyusb-1.2.1,8,0.00018,0.00383,0.573668716,M,T
1665,1665,backoff-2.2.1,19,0.00018,0.00933,0.745839577,M,T
657,657,xlrd-2.0.1,33,0.000179,0.01555,0.573668716,M,T
773,773,pytz-2022.7.1,11,0.000179,0.00737,0.786790187,H,T
945,945,requests-2.18.4,14,0.000179,0.00549,0.479586308,L,T
226,226,pyquery-2.0.0,12,0.000177,0.00475,0.860643402,H,T
540,540,grpcio-1.54.0rc1,7,0.000177,0.00449,0.573668716,M,T
831,831,pyerfa-2.0.0.3,7,0.000177,0.00465,0.611799076,M,T
56,56,executing-1.2.0,7,0.000175,0.00348,0.646274343,M,T
296,296,oauthlib-3.1.1,2,0.000175,0.00196,0.814313573,H,T
479,479,parso-0.8.3,4,0.000173,0.00211,0.878820797,H,T
422,422,httplib2-0.19.0,6,0.000172,0.00473,0.573668716,M,T
1680,1680,sqlalchemy-1.3.24,15,0.000171,0.00789,0.223702889,L,T
1757,1757,transaction-3.1.0,24,0.000171,0.01151,0.677167922,M,T
180,180,aniso8601-9.0.1,8,0.00017,0.00437,0.573668716,M,T
679,679,jax-0.4.8,26,0.00017,0.0107,0.613171684,M,T
723,723,uvicorn-0.21.1,35,0.00017,0.01198,0.608885295,M,T
54,54,asttokens-2.2.1,9,0.000169,0.00403,0.775663731,H,T
431,431,beautifulsoup4-4.9.1,9,0.000169,0.0045,0.573668716,M,T
1840,1840,lark-1.1.5,6,0.000167,0.0034,0.712667054,M,T
329,329,charset-normalizer-2.0.12,7,0.000166,0.00434,0.753981657,H,T
617,617,httplib2-0.20.4,5,0.000166,0.00456,0.573668716,M,T
658,658,xlsxwriter-3.1.0,25,0.000166,0.01183,0.659347157,M,T
659,659,httpcore-0.17.0,7,0.000164,0.00285,0.747009623,M,T
977,977,hat-util-0.6.9,11,0.000164,0.00551,0.694412484,M,T
1464,1464,chardet-4.0.0,15,0.000164,0.00784,0.740379799,M,T
1641,1641,cattrs-22.2.0,16,0.000164,0.00666,0.743856859,M,T
1990,1990,natsort-8.3.1,20,0.000164,0.00952,0.752249236,H,T
691,691,dash-2.9.3,26,0.000163,0.00464,0.694257887,M,T
1850,1850,netcdf4-1.6.3,31,0.000162,0.01232,0.573668716,M,T
751,751,azure-core-1.26.4,15,0.000161,0.00606,0.411453435,L,T
1222,1222,pika-1.3.1,8,0.00016,0.00368,0.538071056,M,T
1353,1353,distro-1.8.0,13,0.000159,0.00612,0.745637403,M,T
728,728,starlette-0.26.1,11,0.000158,0.00509,0.573668716,M,T
921,921,wsproto-1.2.0,8,0.000158,0.00306,0.689471338,M,T
1614,1614,python-slugify-8.0.1,23,0.000156,0.01057,0.748462234,M,T
271,271,pandas-1.3.5,23,0.000155,0.00941,0.352055022,L,T
465,465,jupyter-client-8.2.0,25,0.000155,0.01069,0.553183333,M,T
1805,1805,idna-2.8,10,0.000155,0.00568,0.638660348,M,T
1427,1427,pint-0.20.1,19,0.000154,0.00906,0.684152867,M,T
1537,1537,geopandas-0.12.2,28,0.000154,0.01062,0.573668716,M,T
2072,2072,unicodedata2-15.0.0,2,0.000154,0.0018,0.573668716,M,T
1999,1999,invoke-2.0.0,5,0.000153,0.00235,0.719891729,M,T
907,907,antlr4-python3-runtime-4.12.0,5,0.000152,0.00233,0.573668716,M,T
379,379,tifffile-2023.4.12,27,0.000151,0.01109,0.745554601,M,T
428,428,beautifulsoup4-4.7.1,5,0.000151,0.00312,0.573668716,M,T
513,513,python-json-logger-2.0.7,8,0.000151,0.00375,0.597006155,M,T
1250,1250,attrs-19.3.0,8,0.000151,0.00393,0.827546126,H,T
1272,1272,async-generator-1.10,8,0.000151,0.00411,0.798713712,H,T
1430,1430,tables-3.8.0,23,0.000151,0.00754,0.625031466,M,T
101,101,websockets-11.0.2,11,0.00015,0.00589,0.616334727,M,T
871,871,pamqp-3.2.1,4,0.00015,0.00194,0.778479146,H,T
1210,1210,rx-1.6.3,1,0.00015,0.00092,0.716216673,M,T
489,489,nbformat-5.8.0,29,0.000149,0.01308,0.573668716,M,T
786,786,pyopengl-3.1.6,15,0.000148,0.00706,0.573668716,M,T
365,365,virtualenv-20.21.0,21,0.000147,0.00782,0.590201526,M,T
468,468,nest-asyncio-1.5.6,23,0.000147,0.01202,0.779310887,H,T
978,978,jsonpatch-1.32,17,0.000147,0.00809,0.749537058,M,T
1309,1309,graphql-relay-3.2.0,5,0.000147,0.00259,0.785591543,H,T
1783,1783,frozendict-2.3.7,8,0.000147,0.00384,0.775212705,H,T
196,196,jeepney-0.8.0,6,0.000146,0.0035,0.573668716,M,T
661,661,httpcore-0.15.0,5,0.000146,0.00193,0.747009623,M,T
1339,1339,pytz-2018.9,10,0.000146,0.00525,0.786790187,H,T
973,973,entrypoints-0.4,20,0.000145,0.00992,0.644305416,M,T
1075,1075,thrift-0.16.0,11,0.000144,0.00427,0.573668716,M,T
121,121,webcolors-1.13,5,0.000143,0.00487,0.729905337,M,T
433,433,beautifulsoup4-4.11.1,9,0.000143,0.00459,0.573668716,M,T
1498,1498,google-auth-oauthlib-0.4.6,12,0.000143,0.00458,0.611642131,M,T
1638,1638,requests-cache-1.0.1,19,0.000143,0.00564,0.587670809,M,T
2029,2029,gql-3.4.0,13,0.000143,0.00229,0.734047079,M,T
207,207,pytzdata-2020.1,3,0.000142,0.00198,0.682888687,M,T
720,720,python-jose-3.3.0,17,0.000142,0.00514,0.744004251,M,T
1005,1005,terminaltables-3.1.10,14,0.000142,0.00651,0.709934189,M,T
1043,1043,w3lib-2.1.1,18,0.000142,0.00885,0.573668716,M,T
1059,1059,debtcollector-2.5.0,18,0.000142,0.01008,0.573668716,M,T
1483,1483,jesth-0.0.6,1,0.000142,0.00055,0.69517921,M,T
1608,1608,python-utils-3.5.2,3,0.000142,0.00166,0.628213729,M,T
1800,1800,requests-2.22.0,26,0.000142,0.00774,0.479586308,L,T
432,432,beautifulsoup4-4.10.0,7,0.000141,0.00358,0.573668716,M,T
966,966,retrying-1.3.4,12,0.000141,0.00524,0.646692633,M,T
970,970,colorama-0.4.4,7,0.000141,0.00327,0.608161838,M,T
1425,1425,dateparser-1.1.8,19,0.000141,0.00708,0.706639878,M,T
1515,1515,ordered-set-4.1.0,9,0.000141,0.00448,0.64227533,M,T
186,186,importlib-metadata-6.5.0,15,0.00014,0.00881,0.738331031,M,T
962,962,boto3facade-0.5.9,9,0.00014,0.00137,0.573668716,M,T
1227,1227,snowballstemmer-2.2.0,15,0.00014,0.00807,0.678184531,M,T
1935,1935,zope-configuration-4.4.1,22,0.00014,0.01086,0.679443188,M,T
331,331,urllib3-1.26.5,4,0.000139,0.00276,0.573668716,M,T
887,887,types-urllib3-1.26.25.10,2,0.000139,0.00116,0.573668716,M,T
1021,1021,django-4.1.5,5,0.000139,0.00191,0.544936339,M,T
1924,1924,zope-security-6.1,33,0.000139,0.01323,0.586351524,M,T
561,561,torchvision-0.15.1,26,0.000138,0.0103,0.540535121,M,T
1532,1532,tldextract-3.4.0,16,0.000138,0.00568,0.668804317,M,T
2034,2034,idna-3.3,10,0.000138,0.00539,0.638660348,M,T
2039,2039,requests-2.23.0,11,0.000138,0.00333,0.479586308,L,T
416,416,mutagen-1.46.0,7,0.000137,0.00338,0.743698562,M,T
849,849,pydicom-2.3.1,8,0.000136,0.0037,0.711879052,M,T
1009,1009,torch-1.13.1,21,0.000136,0.00752,0.304238481,L,T
1972,1972,py4j-0.10.9.7,4,0.000136,0.00212,0.573668716,M,T
1559,1559,setproctitle-1.3.2,9,0.000135,0.00422,0.664442386,M,T
327,327,selenium-3.141.0,11,0.000134,0.0037,0.528159757,M,T
777,777,requests-futures-1.0.0,12,0.000134,0.00505,0.760688079,H,T
924,924,h11-0.9.0,3,0.000134,0.00156,0.573668716,M,T
1868,1868,uritemplate-3.0.1,14,0.000134,0.00695,0.689428078,M,T
1898,1898,typepy-1.3.0,10,0.000134,0.00292,0.743828219,M,T
2103,2103,requests-2.9.1,5,0.000134,0.00229,0.479586308,L,T
380,380,numpy-1.23.0,6,0.000133,0.00417,0.260893907,L,T
963,963,pyyaml-5.2,4,0.000133,0.00227,0.582502359,M,T
1373,1373,channels-4.0.0,7,0.000133,0.00237,0.660216023,M,T
1561,1561,click-7.0,12,0.000133,0.00551,0.781040554,H,T
287,287,tinydb-4.7.1,11,0.000132,0.0051,0.644621368,M,T
1262,1262,google-crc32c-1.5.0,2,0.000132,0.00109,0.573668716,M,T
1514,1514,pymysql-1.0.3,18,0.000132,0.00784,0.845259904,H,T
429,429,beautifulsoup4-4.8.1,3,0.000131,0.00267,0.573668716,M,T
447,447,jupyter-1.0.0,31,0.000131,0.00779,0.573668716,M,T
491,491,tinycss2-1.2.1,12,0.000131,0.00567,0.573668716,M,T
1041,1041,parse-1.19.0,8,0.000131,0.00399,0.768623697,H,T
1956,1956,aiohttp-3.5.4,12,0.000131,0.00281,0.327320982,L,T
314,314,networkx-2.6.3,5,0.00013,0.00544,0.754782163,H,T
1933,1933,zope-proxy-5.0.0,11,0.00013,0.00633,0.613626515,M,T
615,615,google-api-core-2.10.2,9,0.000128,0.00328,0.720813266,M,T
881,881,botocore-1.24.46,9,0.000128,0.00311,0.294020913,L,T
374,374,grpcio-1.54.0,8,0.000127,0.0051,0.573668716,M,T
716,716,fastapi-0.95.1,29,0.000127,0.00852,0.509274366,M,T
94,94,hexbytes-0.3.0,18,0.000126,0.00899,0.778165779,H,T
788,788,setuptools-scm-7.1.0,17,0.000126,0.00619,0.617739476,M,T
829,829,ligo-segments-1.4.0,11,0.000126,0.00544,0.573668716,M,T
1311,1311,readchar-4.0.5,11,0.000126,0.00482,0.760558739,H,T
1482,1482,shared-0.0.25,5,0.000126,0.00192,0.757760708,H,T
1502,1502,requests-2.11.1,4,0.000126,0.0019,0.479586308,L,T
2058,2058,colorzero-2.0,4,0.000126,0.00142,0.81214545,H,T
197,197,secretstorage-3.3.3,8,0.000125,0.00292,0.724188097,M,T
576,576,fsspec-2023.4.0,22,0.000125,0.01077,0.68849028,M,T
894,894,requests-2.4.3,6,0.000125,0.00274,0.479586308,L,T
1233,1233,sphinxcontrib-serializinghtml-1.1.5,10,0.000125,0.00576,0.573668716,M,T
388,388,bokeh-3.1.0,27,0.000124,0.00759,0.585996621,M,T
549,549,geographiclib-2.0,2,0.000124,0.00116,0.573668716,M,T
1383,1383,catalogue-2.0.8,5,0.000124,0.003,0.777744303,H,T
1639,1639,structlog-23.1.0,10,0.000124,0.00473,0.639746224,M,T
1890,1890,fuzzywuzzy-0.18.0,18,0.000124,0.00788,0.726854971,M,T
505,505,argon2-cffi-bindings-21.2.0,4,0.000123,0.00123,0.573668716,M,T
1542,1542,rasterio-1.3.6,27,0.000123,0.00745,0.589463987,M,T
1769,1769,wget-3.2,19,0.000123,0.00884,0.573668716,M,T
1847,1847,cffi-1.14.4,4,0.000122,0.00158,0.573668716,M,T
202,202,docutils-0.18.1,7,0.000121,0.00444,0.573668716,M,T
368,368,gpustat-1.1,10,0.000121,0.00333,0.764192151,H,T
727,727,aiohttp-3.8.1,20,0.000121,0.00441,0.327320982,L,T
1040,1040,fake-useragent-1.1.3,15,0.000121,0.00708,0.655140918,M,T
1197,1197,hyperlink-21.0.0,15,0.000121,0.00755,0.759290388,H,T
2035,2035,urllib3-1.26.9,8,0.000121,0.00445,0.573668716,M,T
483,483,jupyterlab-widgets-3.0.7,2,0.00012,0.00168,0.659850144,M,T
964,964,s3keyring-0.3.0,6,0.00012,0.00088,0.573668716,M,T
1172,1172,python-daemon-3.0.1,10,0.00012,0.00331,0.573668716,M,T
113,113,safe-pysha3-1.0.3,1,0.000119,0.00067,0.573668716,M,T
302,302,nvidia-cuda-nvrtc-cu11-11.7.99,2,0.000119,0.00425,0.573668716,M,T
303,303,nvidia-cuda-runtime-cu11-11.7.99,4,0.000119,0.00425,0.573668716,M,T
304,304,nvidia-cudnn-cu11-8.5.0.96,3,0.000119,0.00425,0.573668716,M,T
803,803,markupsafe-1.1.1,4,0.000119,0.00238,0.855779958,H,T
1129,1129,glue-core-1.9.1,26,0.000119,0.00414,0.727689347,M,T
1668,1668,enum34-1.1.10,11,0.000119,0.00505,0.573668716,M,T
1941,1941,transformers-4.28.1,28,0.000119,0.00692,0.51401099,M,T
80,80,args-0.1.0,2,0.000118,0.00107,0.642257113,M,T
351,351,omegaconf-2.3.0,5,0.000118,0.0017,0.615846912,M,T
738,738,sparqlwrapper-2.0.0,8,0.000118,0.00327,0.670648523,M,T
975,975,hat-aio-0.7.7,12,0.000118,0.00578,0.694790974,M,T
1202,1202,service-identity-21.1.0,17,0.000118,0.00548,0.707211381,M,T
1302,1302,sentry-sdk-1.19.1,17,0.000118,0.00562,0.597955601,M,T
1548,1548,click-plugins-1.1.1,11,0.000118,0.00549,0.661573384,M,T
473,473,jedi-0.18.2,10,0.000117,0.0059,0.827410856,H,T
1784,1784,rdflib-5.0.0,11,0.000117,0.00338,0.68293017,M,T
846,846,pyglet-2.0.5,12,0.000116,0.00555,0.539687989,M,T
1553,1553,xarray-2023.4.1,14,0.000116,0.00477,0.550252534,M,T
1575,1575,aenum-3.1.12,10,0.000116,0.00482,0.652320493,M,T
1661,1661,shiboken2-5.15.2.1,1,0.000116,0.00052,0.573668716,M,T
1674,1674,fasteners-0.18,13,0.000116,0.00645,0.612197614,M,T
122,122,rfc3987-1.3.8,4,0.000115,0.00442,0.573668716,M,T
284,284,llvmlite-0.39.1,3,0.000115,0.00241,0.551658628,M,T
342,342,uvloop-0.17.0,16,0.000115,0.00827,0.64213083,M,T
1042,1042,pyppeteer-1.0.2,14,0.000115,0.00248,0.742515261,M,T
1578,1578,jsonpath-ng-1.5.3,13,0.000115,0.0047,0.760811564,H,T
1932,1932,zope-location-4.3,21,0.000115,0.00988,0.681362325,M,T
211,211,flask-cors-3.0.10,21,0.000114,0.00788,0.745635561,M,T
313,313,networkx-2.8,4,0.000114,0.00483,0.754782163,H,T
585,585,heapdict-1.0.1,3,0.000114,0.00144,0.573668716,M,T
735,735,h11-0.12.0,6,0.000114,0.00345,0.573668716,M,T
798,798,itsdangerous-1.1.0,6,0.000114,0.00364,0.877979849,H,T
1489,1489,textwrap3-0.9.2,1,0.000114,0.00055,0.573668716,M,T
185,185,twine-4.0.2,26,0.000113,0.00702,0.627062931,M,T
272,272,scipy-1.7.3,14,0.000113,0.00652,0.337577653,L,T
948,948,pypng-0.20220715.0,4,0.000113,0.00207,0.573668716,M,T
1915,1915,huggingface-hub-0.13.4,21,0.000113,0.00733,0.713565762,M,T
2043,2043,panda3d-1.10.13,4,0.000113,0.00192,0.573668716,M,T
378,378,pywavelets-1.4.1,13,0.000112,0.0046,0.681690973,M,T
484,484,widgetsnbextension-4.0.7,1,0.000112,0.0012,0.573668716,M,T
682,682,opt-einsum-3.3.0,9,0.000112,0.00465,0.618172373,M,T
898,898,gtirb-1.10.9,9,0.000112,0.00187,0.619256896,M,T
1356,1356,websocket-client-0.59.0,7,0.000112,0.00346,0.598535156,M,T
2094,2094,pytest-7.3.0,15,0.000112,0.00462,0.456905797,L,T
328,328,python-magic-0.4.27,11,0.000111,0.00514,0.59347194,M,T
623,623,google-auth-1.28.1,9,0.000111,0.00332,0.701580505,M,T
1592,1592,portalocker-2.7.0,7,0.000111,0.00331,0.761851078,H,T
161,161,retry-0.9.2,14,0.00011,0.00573,0.811239802,H,T
590,590,future-0.18.2,5,0.00011,0.00249,0.573668716,M,T
967,967,python-dateutil-2.6.1,4,0.00011,0.00171,0.838665925,H,T
1265,1265,anytree-2.8.0,13,0.00011,0.00553,0.761463061,H,T
1513,1513,pyaml-21.10.1,12,0.00011,0.00521,0.777336254,H,T
107,107,bitarray-2.7.3,9,0.000109,0.0043,0.7221639,M,T
195,195,jaraco-classes-3.2.3,5,0.000109,0.00242,0.64858105,M,T
410,410,gmusicapi-13.0.0,16,0.000109,0.00231,0.823584563,H,T
774,774,pytz-2021.3,4,0.000109,0.00386,0.786790187,H,T
136,136,ldap3-2.9.1,8,0.000108,0.00329,0.573668716,M,T
675,675,flatbuffers-23.3.3,7,0.000108,0.00444,0.638825452,M,T
1193,1193,graphene-django-2.15.0,15,0.000108,0.00322,0.676930227,M,T
2105,2105,lazy-object-proxy-1.9.0,9,0.000108,0.00432,0.748424391,M,T
802,802,werkzeug-0.16.1,6,0.000107,0.00358,0.551480512,M,T
1611,1611,colored-1.4.4,10,0.000107,0.00462,0.573668716,M,T
448,448,nbconvert-7.3.1,31,0.000106,0.008,0.64236639,M,T
507,507,jupyter-server-2.5.0,25,0.000106,0.00355,0.500627338,M,T
525,525,typer-0.4.2,13,0.000106,0.00472,0.675640048,M,T
1061,1061,keystoneauth1-5.1.2,26,0.000106,0.00936,0.573668716,M,T
1201,1201,incremental-22.10.0,9,0.000106,0.00504,0.780077566,H,T
1324,1324,jsonschema-3.2.0,19,0.000106,0.0066,0.566904786,M,T
1645,1645,inflect-6.0.4,11,0.000106,0.00475,0.755011167,H,T
1717,1717,orderedmultidict-1.0.1,3,0.000106,0.00122,0.789826295,H,T
397,397,lark-parser-0.12.0,4,0.000105,0.0019,0.710830481,M,T
674,674,astunparse-1.6.3,7,0.000105,0.00343,0.780478426,H,T
1089,1089,pymeeus-0.5.12,2,0.000105,0.00108,0.801104478,H,T
1195,1195,autobahn-23.1.2,17,0.000104,0.00477,0.555220871,M,T
1432,1432,numexpr-2.8.4,11,0.000104,0.00461,0.681234555,M,T
1563,1563,pluggy-0.13.1,8,0.000104,0.00411,0.606995648,M,T
1715,1715,mock-5.0.2,13,0.000104,0.00603,0.595581417,M,T
118,118,rfc3339-validator-0.1.4,5,0.000103,0.00432,0.573668716,M,T
493,493,argon2-cffi-21.3.0,14,0.000103,0.0073,0.573668716,M,T
598,598,logzero-1.7.0,11,0.000103,0.00509,0.779158956,H,T
1032,1032,gdown-4.7.1,14,0.000103,0.00414,0.761759001,H,T
1334,1334,python-mimeparse-1.6.0,6,0.000103,0.00281,0.644220293,M,T
1803,1803,atomicwrites-1.4.1,5,0.000103,0.00256,0.768767604,H,T
160,160,multiprocess-0.70.14,15,0.000102,0.00711,0.920651519,H,T
733,733,httptools-0.5.0,7,0.000102,0.00393,0.765845585,H,T
1152,1152,astor-0.8.1,11,0.000102,0.00521,0.749288672,M,T
1173,1173,lockfile-0.12.2,8,0.000102,0.00406,0.573668716,M,T
1209,1209,graphql-relay-2.0.1,5,0.000102,0.00134,0.785591543,H,T
1485,1485,apscheduler-3.10.1,16,0.000102,0.00564,0.723216809,M,T
96,96,lru-dict-1.1.8,18,0.000101,0.00907,0.641359104,M,T
574,574,botocore-1.29.91,6,0.000101,0.00167,0.294020913,L,T
1072,1072,nvidia-ml-py3-7.352.0,6,0.000101,0.00277,0.573668716,M,T
1141,1141,pyfiglet-0.8.post1,8,0.000101,0.0037,0.573668716,M,T
1909,1909,html2text-2020.1.16,11,0.000101,0.00503,0.573668716,M,T
801,801,werkzeug-0.16.0,3,0.0001,0.00211,0.551480512,M,T
1045,1045,websockets-10.4,6,0.0001,0.00299,0.616334727,M,T
1226,1226,imagesize-1.4.1,15,0.0001,0.00804,0.768031625,H,T
1274,1274,hpack-3.0.0,2,0.0001,0.00107,0.75988039,H,T
1337,1337,click-8.0.4,7,0.0001,0.00329,0.781040554,H,T
1975,1975,schema-0.7.5,13,0.0001,0.00564,0.730696409,M,T
212,212,flask-2.2.2,12,0.000099,0.00367,0.763313977,H,T
886,886,pymongo-3.13.0,3,0.000099,0.0016,0.131913145,L,T
976,976,hat-json-0.5.17,15,0.000099,0.00441,0.683666192,M,T
1170,1170,pydantic-1.7.3,1,0.000099,0.00048,0.613224668,M,T
1465,1465,urllib3-1.26.4,5,0.000099,0.00298,0.573668716,M,T
1677,1677,piecash-1.2.0,11,0.000099,0.00279,0.877792379,H,T
1960,1960,async-timeout-3.0.1,8,0.000099,0.00429,0.758138026,H,T
87,87,pysha3-1.0.2,7,0.000098,0.00335,0.573668716,M,T
475,475,pickleshare-0.7.5,8,0.000098,0.00558,0.777251917,H,T
492,492,fastjsonschema-2.16.3,4,0.000098,0.00263,0.623954964,M,T
1749,1749,jwcrypto-1.4.2,8,0.000098,0.00323,0.612471226,M,T
1889,1889,colour-0.1.5,9,0.000098,0.00429,0.647011602,M,T
78,78,clint-0.5.1,8,0.000097,0.00324,0.597938569,M,T
573,573,botocore-1.29.53,6,0.000097,0.00167,0.294020913,L,T
863,863,jsonschema-4.4.0,15,0.000097,0.00557,0.566904786,M,T
1225,1225,alabaster-0.7.13,14,0.000097,0.00759,0.76464152,H,T
1359,1359,behave-1.2.6,8,0.000097,0.00231,0.720314872,M,T
1714,1714,furl-2.1.3,16,0.000097,0.0064,0.77057405,H,T
1869,1869,libcst-0.4.9,11,0.000097,0.00384,0.583152547,M,T
301,301,nvidia-cuda-cupti-cu11-11.7.101,3,0.000096,0.00343,0.573668716,M,T
305,305,nvidia-cufft-cu11-10.9.0.58,1,0.000096,0.00343,0.573668716,M,T
306,306,nvidia-curand-cu11-10.2.10.91,3,0.000096,0.00343,0.573668716,M,T
307,307,nvidia-cusolver-cu11-11.4.0.1,2,0.000096,0.00343,0.573668716,M,T
308,308,nvidia-cusparse-cu11-11.7.4.91,3,0.000096,0.00343,0.573668716,M,T
309,309,nvidia-nccl-cu11-2.14.3,1,0.000096,0.00343,0.573668716,M,T
310,310,nvidia-nvtx-cu11-11.7.91,3,0.000096,0.00343,0.573668716,M,T
311,311,triton-2.0.0,6,0.000096,0.00343,0.633349501,M,T
458,458,notebook-6.4.12,21,0.000096,0.00325,0.573668716,M,T
497,497,terminado-0.17.1,10,0.000096,0.00408,0.670111047,M,T
575,575,botocore-1.27.96,5,0.000096,0.00121,0.294020913,L,T
785,785,glfw-2.5.9,6,0.000096,0.00285,0.766715474,H,T
880,880,s3transfer-0.5.2,9,0.000096,0.00256,0.573668716,M,T
1585,1585,configargparse-1.5.3,13,0.000096,0.00608,0.608540586,M,T
1901,1901,mbstrdecoder-1.1.2,4,0.000096,0.00162,0.810147226,H,T
119,119,rfc3986-validator-0.1.1,2,0.000095,0.00336,0.573668716,M,T
467,467,matplotlib-inline-0.1.6,7,0.000095,0.00498,0.622476295,M,T
494,494,ipython-genutils-0.2.0,14,0.000095,0.0074,0.573668716,M,T
700,700,waitress-2.1.2,11,0.000095,0.00536,0.663899421,M,T
944,944,qrcode-7.4.2,12,0.000095,0.00418,0.735210432,M,T
1006,1006,unicodecsv-0.14.1,11,0.000095,0.00525,0.702218085,M,T
1171,1171,ladybug-geometry-1.23.4,2,0.000095,0.00096,0.773532855,H,T
1569,1569,outcome-1.2.0,5,0.000095,0.00172,0.799073753,H,T
1660,1660,pyside2-5.15.2.1,4,0.000095,0.00137,0.573668716,M,T
2077,2077,marshmallow-enum-1.5.1,7,0.000095,0.00249,0.573668716,M,T
220,220,heka-py-0.30.3,5,0.000094,0.00137,0.787523068,H,T
852,852,heaserver-1.0.0a103,23,0.000094,0.00091,0.573668716,M,T
1206,1206,singledispatch-4.0.0,8,0.000094,0.00383,0.699763132,M,T
1416,1416,heaserver-1.0.0a113,23,0.000094,0.00091,0.573668716,M,T
1734,1734,cchardet-2.1.7,10,0.000094,0.00475,0.769332028,H,T
1923,1923,zodb-5.8.0,20,0.000094,0.00573,0.644022088,M,T
1998,1998,fabric-3.0.0,5,0.000094,0.00137,0.596911099,M,T
115,115,fqdn-1.5.1,2,0.000093,0.00331,0.790177857,H,T
372,372,smart-open-6.3.0,14,0.000093,0.00403,0.640032384,M,T
501,501,pytest-cov-4.0.0,12,0.000093,0.00442,0.717193719,M,T
547,547,geopy-2.3.0,12,0.000093,0.00512,0.573668716,M,T
1039,1039,requests-html-0.10.0,14,0.000093,0.0032,0.59463491,M,T
1488,1488,ansiwrap-0.8.4,5,0.000093,0.00187,0.820059992,H,T
1533,1533,requests-file-1.5.1,8,0.000093,0.00323,0.78677135,H,T
1550,1550,python-gitlab-3.14.0,10,0.000093,0.00372,0.654795681,M,T
344,344,websockets-8.1,9,0.000092,0.00425,0.616334727,M,T
472,472,backcall-0.2.0,7,0.000092,0.0051,0.836479519,H,T
502,502,requests-unixsocket-0.3.0,11,0.000092,0.00489,0.650129221,M,T
663,663,cachecontrol-0.12.12,14,0.000092,0.00543,0.605549023,M,T
1065,1065,prettytable-0.7.2,14,0.000092,0.00694,0.602025752,M,T
1261,1261,google-resumable-media-2.4.1,7,0.000092,0.00362,0.74753947,M,T
1397,1397,influxdb-5.3.1,11,0.000092,0.00283,0.564366914,M,T
1801,1801,xlrd-1.2.0,10,0.000092,0.00464,0.573668716,M,T
859,859,botocore-1.24.38,12,0.000091,0.00463,0.294020913,L,T
950,950,urllib3-1.22,2,0.000091,0.0012,0.573668716,M,T
1066,1066,pyyaml-5.1,9,0.000091,0.00508,0.582502359,M,T
1544,1544,rtree-1.0.1,6,0.000091,0.00283,0.86258521,H,T
1629,1629,ratelimit-2.2.1,8,0.000091,0.00372,0.663913118,M,T
1642,1642,url-normalize-1.4.3,8,0.000091,0.00365,0.713393845,M,T
1433,1433,py-cpuinfo-9.0.0,8,0.00009,0.0041,0.766456127,H,T
1494,1494,opencv-contrib-python-4.7.0.72,10,0.00009,0.00388,0.574190173,M,T
332,332,urllib3-1.25.9,3,0.000089,0.00175,0.573668716,M,T
386,386,platformdirs-2.6.2,6,0.000089,0.0032,0.614898023,M,T
979,979,tomli-w-1.0.0,7,0.000089,0.00368,0.738345738,M,T
1146,1146,pyaes-1.6.1,5,0.000089,0.00231,0.806026583,H,T
1208,1208,aniso8601-7.0.0,1,0.000089,0.00086,0.573668716,M,T
1512,1512,progress-1.6,9,0.000089,0.00423,0.771575584,H,T
1893,1893,parsedatetime-2.6,8,0.000089,0.00377,0.743418583,M,T
