,Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category,PR_Category
1403,1403,aacrgenie-12.5.0,5,0.000035,0,0.792166873,H,T
1408,1408,gpxutils-3.0.0,1,0.000035,0,0.832426619,H,T
1410,1410,g-mlp-gpt-0.0.15,2,0.000035,0,0.831587131,H,T
1412,1412,a-api-server-1.1.5,1,0.000035,0,0.831650563,H,T
1413,1413,hocon-0.3.0,1,0.000035,0,0.710980545,M,T
1415,1415,heaserver-files-aws-s3-1.0.0a24,1,0.000035,0,0.573668716,M,T
1417,1417,hummingbird-0.0.3,1,0.000035,0,0.812639495,H,T
1418,1418,huaweicloudsdksmn-3.1.36,1,0.000035,0,0.803146655,H,T
1419,1419,homophones-1.0.0,2,0.000035,0,0.831913378,H,T
1434,1434,grpc-web-proto-compile-1.1.3,1,0.000035,0,0.684101411,M,T
1435,1435,abritamr-1.0.14,2,0.000035,0,0.96373659,H,T
1436,1436,hue-color-converter-0.2.3,2,0.000035,0,0.69518098,M,T
1438,1438,gpxo-0.1.6,7,0.000035,0,0.831688041,H,T
1442,1442,gtc-1.4.0,2,0.000035,0,0.683440851,M,T
1443,1443,httpstan-4.9.1,6,0.000035,0,0.648111404,M,T
1446,1446,hello-bozzo2-1.2.3,1,0.000035,0,0.573668716,M,T
1447,1447,hys-scraper-0.1.32,2,0.000035,0,0.711035697,M,T
1448,1448,acccmip5-1.0.2,4,0.000035,0,0.573668716,M,T
1449,1449,hexagonit-swfheader-1.2,1,0.000035,0,0.695488074,M,T
1450,1450,ablean-1.3.4,18,0.000035,0,0.78218767,H,T
1468,1468,grcriddles-0.1.9,7,0.000035,0,0.848573154,H,T
1473,1473,hamutils-0.2.1,1,0.000035,0,0.805080874,H,T
1480,1480,gspumpndump-0.1.5,2,0.000035,0,0.847606168,H,T
1481,1481,hyperdoc-0.0.1,1,0.000035,0,0.968450721,H,T
1487,1487,headerexposer-0.8a15,6,0.000035,0,0.573668716,M,T
1490,1490,homekeeper-game-1.0.2,2,0.000035,0,0.832033333,H,T
1491,1491,hgd-0.4.0,5,0.000035,0,0.847581559,H,T
1500,1500,hackerrank-0.1,2,0.000035,0,0.710461484,M,T
1503,1503,hearthsim-instrumentation-0.1.0,2,0.000035,0,0.847581842,H,T
1504,1504,html2list-0.1.6,2,0.000035,0,0.573668716,M,T
1505,1505,httpcache-0.1.3,1,0.000035,0,0.652848477,M,T
1516,1516,gpulimit-0.2.1,1,0.000035,0,0.71079736,M,T
1517,1517,hagadias-1.2.1,4,0.000035,0,0.923719331,H,T
1519,1519,hydration-4.0.0,1,0.000035,0,0.836137352,H,T
1521,1521,abiquo-api-0.1.16,2,0.000035,0,0.811911258,H,T
1522,1522,graphite-cleaner-0.1.2,1,0.000035,0,0.805516516,H,T
1524,1524,hsdata-0.2.16,2,0.000035,0,0.83235361,H,T
1534,1534,gr1py-0.3.1,1,0.000035,0,0.573668716,M,T
1536,1536,gostrocks-0.0.2,14,0.000035,0,0.675652213,M,T
1555,1555,hops-petastorm-0.9.4,11,0.000035,0,0.612767852,M,T
1558,1558,homeinfotools-1.6.6,1,0.000035,0,0.694273247,M,T
1560,1560,holiday-oracle-0.1.2,2,0.000035,0,0.711249105,M,T
1564,1564,googletoken-0.7.6,4,0.000035,0,0.695290504,M,T
1572,1572,gocept-testdb-5.2.1,2,0.000035,0,0.643053399,M,T
1574,1574,grizzly-loadtester-2.6.2,19,0.000035,0,0.682731257,M,T
1594,1594,huaweicloudsdkcdm-3.1.36,1,0.000035,0,0.804248354,H,T
1595,1595,hammeroflight-2.1.2,7,0.000035,0,0.837092973,H,T
1597,1597,graphene-permissions-1.1.4,3,0.000035,0,0.668309316,M,T
1599,1599,higra-0.6.6,1,0.000035,0,0.788668618,H,T
1600,1600,html-test-report-1.0.1,3,0.000035,0,0.711018935,M,T
1601,1601,hyperparameter-hunter-3.0.0,10,0.000035,0,0.68303851,M,T
1603,1603,hackwork-gayson-0.0.3,2,0.000035,0,0.710720365,M,T
1604,1604,hawkes-1.0.0,4,0.000035,0,0.847726604,H,T
1605,1605,2xh-leet-1.0.1,3,0.000035,0,0.573668716,M,T
1609,1609,goback-0.0.5,2,0.000035,0,0.832398863,H,T
1610,1610,git-repo-cli-1.3.5,3,0.000035,0,0.831574167,H,T
1612,1612,hdx-scraper-geonode-1.4.7,2,0.000035,0,0.682350535,M,T
1647,1647,gyg-reader-0.1.1,2,0.000035,0,0.831818279,H,T
1648,1648,htmllogger-1.2,1,0.000035,0,0.821017635,H,T
1649,1649,hundate-1.0.4,2,0.000035,0,0.84759985,H,T
1650,1650,google-cloud-happybase-0.33.0,1,0.000035,0,0.768073678,H,T
1652,1652,hostedpi-0.2.0,2,0.000035,0,0.695188496,M,T
1653,1653,haros-plugin-pyflwor-0.2.3,1,0.000035,0,0.831765303,H,T
1655,1655,globomap-driver-acs-0.0.32,2,0.000035,0,0.704925422,M,T
1658,1658,guapow-1.3.2,3,0.000035,0,0.694987767,M,T
1659,1659,guietta-1.6.0,1,0.000035,0,0.789933651,H,T
1662,1662,glitter-sdk-test-0.1.0,1,0.000035,0,0.836639717,H,T
1663,1663,hdhog-1.4.0,2,0.000035,0,0.695113642,M,T
1675,1675,gnucash-to-beancount-1.0b0,2,0.000035,0,0.573668716,M,T
1684,1684,hgen-1.0.5,1,0.000035,0,0.847512896,H,T
1685,1685,htmldoom-1.0.1,1,0.000035,0,0.810754099,H,T
1686,1686,http-server-pytest-fixtures-0.0.1,2,0.000035,0,0.847654976,H,T
1687,1687,hearthstone-6.5.0,1,0.000035,0,0.782622713,H,T
1688,1688,hasura-0.1,1,0.000035,0,0.831756326,H,T
1689,1689,gpdvega-0.1.1rc1,2,0.000035,0,0.573668716,M,T
1693,1693,hepai-1.0.6,2,0.000035,0,0.831785303,H,T
1696,1696,hello-jupyter-proxy-0.1,1,0.000035,0,0.711050708,M,T
1703,1703,1secmailpythonwarper-0.0.1,1,0.000035,0,0.573668716,M,T
1704,1704,gne-0.3.0,3,0.000035,0,0.80107388,H,T
1705,1705,google-cloud-domains-1.5.1,3,0.000035,0,0.78599469,H,T
1706,1706,http-request-randomizer-1.3.2,7,0.000035,0,0.891274386,H,T
1708,1708,hipose-0.7.1,3,0.000035,0,0.831826473,H,T
1710,1710,guidebook-api-python-0.0.2,1,0.000035,0,0.820886141,H,T
1712,1712,gocept-bbissues-0.10,4,0.000035,0,0.662272457,M,T
1713,1713,hsml-3.0.3,9,0.000035,0,0.806019317,H,T
1718,1718,glum-2.4.1,7,0.000035,0,0.62943448,M,T
1720,1720,abeliantensors-0.1.0,1,0.000035,0,0.695209958,M,T
1721,1721,grimoire-if-1.0.7,1,0.000035,0,0.847252299,H,T
1723,1723,haproh-0.64,8,0.000035,0,0.678503636,M,T
1725,1725,101703381-outlier-0.1,2,0.000035,0,0.573668716,M,T
1726,1726,gridworld-continuous-0.0.1,2,0.000035,0,0.695232303,M,T
1727,1727,glcmbin5-0.1.4,3,0.000035,0,0.573668716,M,T
1728,1728,holidays-jp-1.0.2,1,0.000035,0,0.683976743,M,T
1729,1729,hnne-0.1.8,8,0.000035,0,0.692492133,M,T
1730,1730,hko-weather-0.1.1,4,0.000035,0,0.695411993,M,T
1733,1733,google-search-results-async-2.4.2,5,0.000035,0,0.781330171,H,T
1736,1736,glosbevocabscraper-1.0.0,2,0.000035,0,0.831923995,H,T
1737,1737,guniflask-cli-0.12.16,9,0.000035,0,0.700633995,M,T
1742,1742,hdsident-0.0.2.2,8,0.000035,0,0.831949038,H,T
1743,1743,guillotina-nats-1.0.5,4,0.000035,0,0.832566384,H,T
1750,1750,hmeasure-0.1.6,3,0.000035,0,0.710828099,M,T
1751,1751,hermione-ml-0.10.0,2,0.000035,0,0.777903977,H,T
1752,1752,graphene-gis-0.0.7,3,0.000035,0,0.836434451,H,T
1753,1753,google-pandas-load-5.0.1,3,0.000035,0,0.847443634,H,T
1755,1755,gym-simpletetris-0.4.0,3,0.000035,0,0.696402549,M,T
1759,1759,handoff-0.3.4,11,0.000035,0,0.710394782,M,T
1761,1761,hnet-1.2.0,16,0.000035,0,0.826963094,H,T
1773,1773,acdh-arche-pyutils-0.7.1,5,0.000035,0,0.695110923,M,T
1774,1774,googler-1.0.1,2,0.000035,0,0.847169467,H,T
1775,1775,google-cloud-run-0.7.1,4,0.000035,0,0.811894152,H,T
1785,1785,hypergz-0.6.3,3,0.000035,0,0.699958444,M,T
1786,1786,hyrontools-1.0.2,2,0.000035,0,0.847567802,H,T
1792,1792,house-info-0.0.4,4,0.000035,0,0.847642743,H,T
1812,1812,hearth-0.5.0,6,0.000035,0,0.831533393,H,T
1822,1822,huaweicloudsdkfunctiongraph-3.1.36,1,0.000035,0,0.802595805,H,T
1823,1823,harmony-pytorch-0.1.7,6,0.000035,0,0.699767988,M,T
1824,1824,google-assistant-sdk-0.6.0,1,0.000035,0,0.630564344,M,T
1825,1825,homepanelapi-1.0.5,2,0.000035,0,0.711754782,M,T
1826,1826,ab-decrypt-1.0.0,1,0.000035,0,0.695214379,M,T
1828,1828,grpc-google-cloud-language-v1-0.14.0,3,0.000035,0,0.573668716,M,T
1829,1829,grachev-0.0.0,1,0.000035,0,0.831770808,H,T
1830,1830,acfunsdk-ws-0.1.4,6,0.000035,0,0.831813828,H,T
1833,1833,google-cloud-bigquery-migration-0.11.0,3,0.000035,0,0.786436327,H,T
1834,1834,highres-1.0.4,1,0.000035,0,0.637623264,M,T
1835,1835,heiko-4.6.0,10,0.000035,0,0.662427713,M,T
1838,1838,hypothesis-fakefactory-2.0.0,1,0.000035,0,0.520303494,M,T
1841,1841,hoopr-py-0.0.11,11,0.000035,0,0.831671797,H,T
1842,1842,gvselect-1.0,2,0.000035,0,0.695281205,M,T
1844,1844,goldilocks-0.1.1,2,0.000035,0,0.811242566,H,T
1845,1845,hyperh2v3-0.9.2,4,0.000035,0,0.573668716,M,T
1848,1848,glidertools-2022.12.13,11,0.000035,0,0.646979151,M,T
1853,1853,hoststats-0.1.1,6,0.000035,0,0.699827729,M,T
1854,1854,huaweicloudsdkvss-3.1.36,1,0.000035,0,0.804392773,H,T
1855,1855,graphene-django-permissions-0.1.0,1,0.000035,0,0.820800375,H,T
1858,1858,gmusicsync-0.1.2,5,0.000035,0,0.832013663,H,T
1861,1861,google-cloud-billing-1.10.1,4,0.000035,0,0.779580041,H,T
1862,1862,googleauthentication-0.0.17,7,0.000035,0,0.827594775,H,T
1872,1872,gmailapi-0.3.1,10,0.000035,0,0.831693969,H,T
1902,1902,h5cv-0.1.1,4,0.000035,0,0.573668716,M,T
1904,1904,graphql-builder-1.0.0a3,1,0.000035,0,0.573668716,M,T
1905,1905,huaweicloudsdkrms-3.1.36,1,0.000035,0,0.803064455,H,T
1906,1906,html-diff-wrapper-1.0,5,0.000035,0,0.695287009,M,T
1910,1910,hugit-0.1.1,9,0.000035,0,0.674779671,M,T
1921,1921,gocept-patch-keyreferences-0.1,3,0.000035,0,0.67556678,M,T
1939,1939,highton-2.3.0,1,0.000035,0,0.777115735,H,T
1940,1940,hulse-0.0.5,9,0.000035,0,0.461909964,L,T
1945,1945,hdfuse-1.0.2,2,0.000035,0,0.836608655,H,T
1947,1947,hippocrates-0.4.0,3,0.000035,0,0.836209715,H,T
1949,1949,grologs-0.0.2,3,0.000035,0,0.831915142,H,T
1954,1954,hammertime-http-0.7.1,4,0.000035,0,0.803673718,H,T
1961,1961,101903683-kunal-topsis-1.2,2,0.000035,0,0.573668716,M,T
1962,1962,helicopter-0.0.6,7,0.000035,0,0.831777902,H,T
1979,1979,hubo-0.0.2,2,0.000035,0,0.820719053,H,T
1981,1981,graph-crypto-search-0.6,1,0.000035,0,0.831918993,H,T
1982,1982,hostnamegen-1.0.0,3,0.000035,0,0.831778386,H,T
1987,1987,gym-blocksudoku-0.0.3,2,0.000035,0,0.710945477,M,T
1988,1988,guildai-0.9.0,19,0.000035,0,0.749507344,M,T
1992,1992,i2pdf-1.1.1,4,0.000035,0,0.573668716,M,T
1994,1994,2ch-downloader-0.0.3,1,0.000035,0,0.573668716,M,T
1995,1995,abito-0.1.3,2,0.000035,0,0.831336391,H,T
1996,1996,grade-change-emailer-0.1.5,3,0.000035,0,0.694511961,M,T
1997,1997,gusset-1.3,1,0.000035,0,0.695574925,M,T
2000,2000,hopsfacets-0.0.4,4,0.000035,0,0.760185876,H,T
2001,2001,hisparc-sapphire-2.0.0,4,0.000035,0,0.641908641,M,T
2002,2002,http-ece-1.1.0,1,0.000035,0,0.778871794,H,T
2003,2003,heatzypy-2.1.5,1,0.000035,0,0.683410158,M,T
2004,2004,goblet-gcp-0.10.5,10,0.000035,0,0.763370577,H,T
2012,2012,hassio-repo-updater-0.5.2,9,0.000035,0,0.684668531,M,T
2021,2021,glorpen-wallpaper-picker-1.0.0,3,0.000035,0,0.847599208,H,T
2024,2024,hexpy-0.7.3,9,0.000035,0,0.84665575,H,T
2027,2027,huispedia-0.1.0,1,0.000035,0,0.831837399,H,T
2028,2028,gql-appsync-cognito-authentication-0.0.1,2,0.000035,0,0.634417788,M,T
2031,2031,gpustatapi-0.1,1,0.000035,0,0.831774325,H,T
2033,2033,helm-upgrade-0.1.1,4,0.000035,0,0.811881305,H,T
2036,2036,gpapidl-1.0.2,3,0.000035,0,0.784239341,H,T
2040,2040,haxballgym-0.5.6,3,0.000035,0,0.528308085,M,T
2048,2048,harvest-python3-0.0.4,2,0.000035,0,0.573668716,M,T
2049,2049,hashin-0.17.0,2,0.000035,0,0.759314167,H,T
2051,2051,hastygram-1.0.0,2,0.000035,0,0.71104215,M,T
2052,2052,hipomap-1.0.2,10,0.000035,0,0.699675116,M,T
2056,2056,huaweicloudsdkcloudartifact-3.1.24,1,0.000035,0,0.805074858,H,T
2059,2059,huaweicloudsdkwaf-3.1.36,1,0.000035,0,0.80398597,H,T
2060,2060,graphblas-algorithms-2023.2.1,1,0.000035,0,0.675474714,M,T
2064,2064,hasts-plugins-0.0.7,2,0.000035,0,0.847599813,H,T
2066,2066,huetui-1.0,5,0.000035,0,0.695122293,M,T
2071,2071,hyperglot-0.4.5,5,0.000035,0,0.768033051,H,T
2073,2073,glfw-toolbox-1.1.0,5,0.000035,0,0.831743481,H,T
2074,2074,heatequation-1.0.0,1,0.000035,0,0.69519879,M,T
2075,2075,granturismo-0.0.10,3,0.000035,0,0.831656739,H,T
2080,2080,huaweicloudsdkimage-3.1.36,1,0.000035,0,0.802191276,H,T
2081,2081,htmltools-0.2.1,2,0.000035,0,0.80512279,H,T
2082,2082,gsd-2.8.1,1,0.000035,0,0.624653363,M,T
2083,2083,historic-crypto-0.1.6,2,0.000035,0,0.683985234,M,T
2084,2084,handwrite-0.3.1,2,0.000035,0,0.672569933,M,T
2085,2085,abbreviations-0.2.5,1,0.000035,0,0.804853014,H,T
2086,2086,100bot-1.0.1,2,0.000035,0,0.573668716,M,T
2088,2088,gs-pip-install-0.2.6,2,0.000035,0,0.798371849,H,T
2091,2091,gmails-0.3.2.1,4,0.000035,0,0.83182448,H,T
2092,2092,abulafia-0.1.10,6,0.000035,0,0.699877195,M,T
2097,2097,google-cloud-redis-2.12.1,3,0.000035,0,0.759500125,H,T
2098,2098,gridly-cli-0.1.9,4,0.000035,0,0.822606683,H,T
2100,2100,gridpp-0.6.0,1,0.000035,0,0.780415003,H,T
2101,2101,htg-url-generator-0.2,3,0.000035,0,0.831567754,H,T
2102,2102,hipnotify-1.0.8,1,0.000035,0,0.832975768,H,T
2104,2104,graphene-resolver-0.1.10,4,0.000035,0,0.699648669,M,T
2107,2107,goje-0.1.6,4,0.000035,0,0.846888414,H,T
2108,2108,hashstorage-0.1.2,1,0.000035,0,0.831784463,H,T
2110,2110,glrestore-1.1.1,3,0.000035,0,0.848857149,H,T
2113,2113,gorillabot-2.0,1,0.000035,0,0.778830022,H,T
2114,2114,holepunch-1.0.0,2,0.000035,0,0.677565085,M,T
2116,2116,huaweicloudsdkclassroom-3.1.36,1,0.000035,0,0.802191276,H,T
2117,2117,graphene-protector-0.10.1,1,0.000035,0,0.694764215,M,T
2118,2118,highway-star-0.0.8.2,11,0.000035,0,0.836317039,H,T
2122,2122,hltv-api-jclge-0.1.0,2,0.000035,0,0.695300662,M,T
2124,2124,hapydeis-0.0.2.dev4,4,0.000035,0,0.573668716,M,T
2126,2126,habmapslib-2.0.1,3,0.000035,0,0.710598243,M,T
