,Id,Label,Degree,Pageranks,Eigencentrality,Reachability,Log2_reach,R_Reachability,R_Log2_reach,RiskScore,Category,PR_Category,R_Category,R_Lo10_reach
6537,6537,chex-0.1.7,11,5.30E-05,0.00153,17,4.087462841,14,7.307354922,0.750200632,H,T,T,0.14
7522,7522,fonttools-4.28.5,2,3.80E-05,0.00103,1,0,14,7.307354922,0.547940771,H,T,T,0.14
7525,7525,kiwisolver-1.3.2,2,3.80E-05,0.00103,1,0,14,7.307354922,0.595092828,H,T,T,0.14
7536,7536,fonttools-4.32.0,2,3.70E-05,0.00103,1,0,14,7.307354922,0.547940771,H,T,T,0.14
7537,7537,kiwisolver-1.4.2,2,3.70E-05,0.00103,1,0,14,7.307354922,0.595092828,H,T,T,0.14
7538,7538,pillow-9.1.0,2,3.70E-05,0.00103,1,0,14,7.307354922,0.390081507,L,T,T,0.14
215,215,clickclick-20.10.2,7,7.80E-05,0.00244,3,1.584962501,13,7.200439718,0.671641247,H,T,T,0.13
655,655,python-louvain-0.16,11,5.50E-05,0.00372,37,5.209453366,13,7.200439718,0.761507743,H,T,T,0.13
724,724,aioitertools-0.11.0,1,4.20E-05,0.00053,1,0,13,7.200439718,0.783561809,H,T,T,0.13
725,725,botocore-1.29.76,5,4.20E-05,0.00053,18,4.169925001,13,7.200439718,0.294020913,L,T,T,0.13
777,777,requests-futures-1.0.0,12,0.000134,0.00505,28,4.807354922,13,7.200439718,0.760688079,H,T,T,0.13
826,826,lalsuite-7.11,15,6.40E-05,0.00383,45,5.491853096,13,7.200439718,0.671641247,H,T,T,0.13
838,838,igwn-auth-utils-0.4.0,6,7.20E-05,0.00106,34,5.087462841,13,7.200439718,0.671641247,H,T,T,0.13
944,944,qrcode-7.4.2,12,9.50E-05,0.00418,4,2,13,7.200439718,0.735210432,H,T,T,0.13
975,975,hat-aio-0.7.7,12,0.000118,0.00578,1,0,13,7.200439718,0.694790974,H,T,T,0.13
1085,1085,holidays-0.23,9,7.70E-05,0.0024,8,3,13,7.200439718,0.674455247,H,T,T,0.13
1136,1136,casa-formats-io-0.2.1,4,4.10E-05,0.0005,99,6.62935662,13,7.200439718,0.719462133,H,T,T,0.13
1137,1137,radio-beam-0.3.4,5,4.10E-05,0.0005,15,3.906890596,13,7.200439718,0.671641247,H,T,T,0.13
1138,1138,freetype-py-2.3.0,4,5.70E-05,0.00196,1,0,13,7.200439718,0.630423647,H,T,T,0.13
1275,1275,hyperframe-5.2.0,2,7.70E-05,0.00103,1,0,13,7.200439718,0.765127849,H,T,T,0.13
1476,1476,funcy-2.0,10,8.30E-05,0.00466,1,0,13,7.200439718,0.751538938,H,T,T,0.13
1618,1618,makefun-1.15.1,3,4.70E-05,0.00155,1,0,13,7.200439718,0.647934475,H,T,T,0.13
1627,1627,ijson-3.2.0.post0,4,7.60E-05,0.00192,1,0,13,7.200439718,0.671641247,H,T,T,0.13
1668,1668,enum34-1.1.10,11,0.000119,0.00505,1,0,13,7.200439718,0.695285234,H,T,T,0.13
1741,1741,python-editor-1.0.4,2,6.10E-05,0.00105,1,0,13,7.200439718,0.786718744,H,T,T,0.13
1758,1758,zope-testing-5.0.1,7,6.90E-05,0.00288,2,1,13,7.200439718,0.668769,H,T,T,0.13
1801,1801,xlrd-1.2.0,10,9.20E-05,0.00464,1,0,13,7.200439718,0.676061779,H,T,T,0.13
2039,2039,requests-2.23.0,11,0.000138,0.00333,5,2.321928095,13,7.200439718,0.515598341,H,T,T,0.13
2094,2094,pytest-7.3.0,15,0.000112,0.00462,6,2.584962501,13,7.200439718,0.456905797,L,T,T,0.13
2154,2154,desert-2020.11.18,15,0.000116,0.00549,12,3.584962501,13,7.200439718,0.798674038,H,T,T,0.13
2260,2260,y-py-0.5.9,2,9.10E-05,0.00099,1,0,13,7.200439718,0.708342595,H,T,T,0.13
2261,2261,aiofiles-22.1.0,2,4.80E-05,0.00094,1,0,13,7.200439718,0.751449006,H,T,T,0.13
2503,2503,sh-2.0.3,12,0.000147,0.00549,1,0,13,7.200439718,0.644775943,H,T,T,0.13
2520,2520,matplotlib-3.5.1,24,4.70E-05,0.00248,29,4.857980995,13,7.200439718,0.396813469,L,T,T,0.13
2569,2569,pyflakes-3.0.1,4,7.80E-05,0.00203,1,0,13,7.200439718,0.716596895,H,T,T,0.13
2985,2985,hatchling-1.14.0,16,0.000227,0.00462,7,2.807354922,13,7.200439718,0.631612884,H,T,T,0.13
3086,3086,jaraco-collections-4.1.0,3,5.10E-05,0.00105,17,4.087462841,13,7.200439718,0.781986007,H,T,T,0.13
3247,3247,colorama-0.4.3,4,7.00E-05,0.00203,1,0,13,7.200439718,0.608161838,H,T,T,0.13
3260,3260,ecos-2.0.12,5,4.90E-05,0.00113,9,3.169925001,13,7.200439718,0.605007783,H,T,T,0.13
3261,3261,osqp-0.6.2.post9,7,5.00E-05,0.00159,10,3.321928095,13,7.200439718,0.671641247,H,T,T,0.13
3262,3262,scs-3.2.3,5,4.90E-05,0.00113,9,3.169925001,13,7.200439718,0.679489814,H,T,T,0.13
3361,3361,asdf-transform-schemas-0.3.0,3,5.20E-05,0.00112,2,1,13,7.200439718,0.650414371,H,T,T,0.13
3362,3362,asdf-unit-schemas-0.1.0,2,4.50E-05,0.00062,2,1,13,7.200439718,0.675615588,H,T,T,0.13
3377,3377,vtk-9.2.6,9,8.40E-05,0.00379,29,4.857980995,13,7.200439718,0.671641247,H,T,T,0.13
3410,3410,pyee-9.0.4,4,9.50E-05,0.00153,2,1,13,7.200439718,0.831781613,H,T,T,0.13
3536,3536,gast-0.5.3,2,4.50E-05,0.00105,1,0,13,7.200439718,0.646627387,H,T,T,0.13
3768,3768,littleutils-0.2.2,1,5.00E-05,0.00057,1,0,13,7.200439718,0.812685107,H,T,T,0.13
3886,3886,linecache2-1.0.0,1,8.90E-05,0.00048,1,0,13,7.200439718,0.83168307,H,T,T,0.13
3911,3911,python-engineio-4.4.0,1,5.00E-05,0.00055,1,0,13,7.200439718,0.735403951,H,T,T,0.13
4332,4332,s3transfer-0.3.7,9,0.00011,0.00288,22,4.459431619,13,7.200439718,0.750069074,H,T,T,0.13
4376,4376,oscrypto-1.3.0,4,6.90E-05,0.00148,2,1,13,7.200439718,0.774500864,H,T,T,0.13
4725,4725,markdown-3.3.7,5,8.80E-05,0.00258,1,0,13,7.200439718,0.859538872,H,T,T,0.13
5617,5617,osc-lib-2.7.0,16,5.00E-05,0.00292,75,6.22881869,13,7.200439718,0.671641247,H,T,T,0.13
5746,5746,construct-2.10.68,10,0.000151,0.00468,1,0,13,7.200439718,0.671641247,H,T,T,0.13
6253,6253,croniter-1.3.14,9,7.90E-05,0.00375,4,2,13,7.200439718,0.588978881,H,T,T,0.13
7107,7107,beartype-0.13.1,2,0.000135,0.00115,1,0,13,7.200439718,0.904460796,H,T,T,0.13
9384,9384,aws-cdk-aws-kms-1.198.1,18,6.80E-05,0.005,20,4.321928095,13,7.200439718,0.439249359,L,T,T,0.13
11369,11369,jupyter-core-4.9.2,8,6.70E-05,0.00368,2,1,13,7.200439718,0.583393962,H,T,T,0.13
102,102,parsimonious-0.9.0,2,4.90E-05,0.0006,2,1,12,7.084962501,0.617804206,H,T,T,0.12
103,103,hypothesis-4.57.1,4,5.90E-05,0.00105,3,1.584962501,12,7.084962501,0.478982695,L,T,T,0.12
108,108,eth-keyfile-0.6.1,5,4.40E-05,0.00098,9,3.169925001,12,7.084962501,0.653791914,H,T,T,0.12
110,110,eth-rlp-0.3.0,5,4.40E-05,0.00098,10,3.321928095,12,7.084962501,0.657637583,H,T,T,0.12
260,260,lightgbm-3.3.5,15,5.90E-05,0.00375,16,4,12,7.084962501,0.507142998,H,T,T,0.12
363,363,tensorboardx-2.6,8,4.80E-05,0.00242,4,2,12,7.084962501,0.650268131,H,T,T,0.12
414,414,gpsoauth-1.0.2,5,7.60E-05,0.00153,29,4.857980995,12,7.084962501,0.77542685,H,T,T,0.12
415,415,mechanicalsoup-1.2.0,7,8.50E-05,0.00196,32,5,12,7.084962501,0.603915889,H,T,T,0.12
587,587,torchmetrics-0.11.4,8,5.80E-05,0.00244,64,6,12,7.084962501,0.594496058,H,T,T,0.12
697,697,dash-testing-stub-0.0.2,1,4.40E-05,0.00068,1,0,12,7.084962501,0.671641247,H,T,T,0.12
698,698,percy-2.0.2,2,4.40E-05,0.00068,28,4.807354922,12,7.084962501,0.630315862,H,T,T,0.12
699,699,selenium-4.2.0,4,4.40E-05,0.00068,26,4.700439718,12,7.084962501,0.528159757,H,T,T,0.12
713,713,aiobotocore-2.5.0,9,5.00E-05,0.00146,47,5.554588852,12,7.084962501,0.727407448,H,T,T,0.12
822,822,emcee-3.1.4,8,6.50E-05,0.00329,2,1,12,7.084962501,0.589500111,H,T,T,0.12
849,849,pydicom-2.3.1,8,0.000136,0.0037,1,0,12,7.084962501,0.711879052,H,T,T,0.12
976,976,hat-json-0.5.17,15,9.90E-05,0.00441,24,4.584962501,12,7.084962501,0.683666192,H,T,T,0.12
1053,1053,emoji-2.2.0,6,8.60E-05,0.00285,1,0,12,7.084962501,0.695140752,H,T,T,0.12
1102,1102,pyhamcrest-2.0.4,5,7.70E-05,0.00235,1,0,12,7.084962501,0.591003602,H,T,T,0.12
1132,1132,mpl-scatter-density-0.7,5,4.50E-05,0.00111,30,4.906890596,12,7.084962501,0.820390667,H,T,T,0.12
1135,1135,spectral-cube-0.6.0,9,4.70E-05,0.00094,105,6.714245518,12,7.084962501,0.671641247,H,T,T,0.12
1139,1139,hsluv-5.0.3,2,5.30E-05,0.00105,1,0,12,7.084962501,0.671641247,H,T,T,0.12
1249,1249,more-itertools-8.14.0,6,6.80E-05,0.0029,1,0,12,7.084962501,0.575406957,H,T,T,0.12
1250,1250,attrs-19.3.0,8,0.000151,0.00393,1,0,12,7.084962501,0.827546126,H,T,T,0.12
1273,1273,h2-3.2.0,7,8.30E-05,0.00233,3,1.584962501,12,7.084962501,0.969386084,H,T,T,0.12
1337,1337,click-8.0.4,7,0.0001,0.00329,1,0,12,7.084962501,0.786075881,H,T,T,0.12
1397,1397,influxdb-5.3.1,11,9.20E-05,0.00283,33,5.044394119,12,7.084962501,0.564366914,H,T,T,0.12
1510,1510,flask-restful-0.3.9,14,7.80E-05,0.00466,14,3.807354922,12,7.084962501,0.671641247,H,T,T,0.12
1544,1544,rtree-1.0.1,6,9.10E-05,0.00283,1,0,12,7.084962501,0.86258521,H,T,T,0.12
1550,1550,python-gitlab-3.14.0,10,9.30E-05,0.00372,35,5.129283017,12,7.084962501,0.654795681,H,T,T,0.12
1901,1901,mbstrdecoder-1.1.2,4,9.60E-05,0.00162,2,1,12,7.084962501,0.810147226,H,T,T,0.12
1909,1909,html2text-2020.1.16,11,0.000101,0.00503,1,0,12,7.084962501,0.725200238,H,T,T,0.12
2187,2187,opencv-python-headless-4.7.0.72,8,9.80E-05,0.00331,2,1,12,7.084962501,0.583489252,H,T,T,0.12
2236,2236,zope-pagetemplate-5.0,13,5.40E-05,0.00249,26,4.700439718,12,7.084962501,0.676021767,H,T,T,0.12
2340,2340,hikari-2.0.0.dev118,14,0.000231,0.00459,27,4.754887502,12,7.084962501,0.671641247,H,T,T,0.12
2414,2414,sentencepiece-0.1.98,8,6.10E-05,0.00372,1,0,12,7.084962501,0.629722311,H,T,T,0.12
2444,2444,cssmin-0.2.0,8,7.00E-05,0.00375,1,0,12,7.084962501,0.695667576,H,T,T,0.12
2521,2521,matplotlib-3.5.3,11,4.80E-05,0.00157,18,4.169925001,12,7.084962501,0.396813469,L,T,T,0.12
2525,2525,reprit-0.8.0,11,0.000196,0.00562,1,0,12,7.084962501,0.820090645,H,T,T,0.12
2621,2621,soundfile-0.12.1,9,6.80E-05,0.00377,4,2,12,7.084962501,0.6792456,H,T,T,0.12
2634,2634,pathlib2-2.3.7.post1,9,8.40E-05,0.00372,2,1,12,7.084962501,0.671641247,H,T,T,0.12
2646,2646,piexif-1.1.3,9,0.000109,0.00418,1,0,12,7.084962501,0.643391406,H,T,T,0.12
2669,2669,google-auth-oauthlib-0.6.0,8,7.90E-05,0.00288,45,5.491853096,12,7.084962501,0.611642131,H,T,T,0.12
2796,2796,flask-login-0.6.2,9,5.50E-05,0.00331,11,3.459431619,12,7.084962501,0.698140858,H,T,T,0.12
2841,2841,branca-0.6.0,5,5.90E-05,0.00207,6,2.584962501,12,7.084962501,0.620416509,H,T,T,0.12
2846,2846,sphinxcontrib-jquery-4.1,2,5.20E-05,0.00063,48,5.584962501,12,7.084962501,0.671641247,H,T,T,0.12
2938,2938,reportlab-3.6.12,8,7.40E-05,0.00331,2,1,12,7.084962501,0.694908628,H,T,T,0.12
3035,3035,django-js-asset-2.0.0,3,0.000131,0.00107,5,2.321928095,12,7.084962501,0.798982647,H,T,T,0.12
3213,3213,autograd-1.5,11,7.90E-05,0.00329,5,2.321928095,12,7.084962501,0.597618855,H,T,T,0.12
3358,3358,asdf-2.15.0,18,0.000135,0.00341,31,4.95419631,12,7.084962501,0.588786766,H,T,T,0.12
3468,3468,fixtures-4.0.1,3,6.60E-05,0.00103,2,1,12,7.084962501,0.774022454,H,T,T,0.12
3766,3766,outdated-0.2.2,8,5.50E-05,0.0024,30,4.906890596,12,7.084962501,0.804930048,H,T,T,0.12
3885,3885,traceback2-1.4.0,2,6.40E-05,0.00055,2,1,12,7.084962501,0.725592759,H,T,T,0.12
3910,3910,python-socketio-5.8.0,8,7.30E-05,0.00192,31,4.95419631,12,7.084962501,0.721468629,H,T,T,0.12
4008,4008,igraph-0.10.4,5,0.000157,0.00203,2,1,12,7.084962501,0.700767549,H,T,T,0.12
4058,4058,ladybug-geometry-1.26.5,2,0.000152,0.00099,1,0,12,7.084962501,0.773532855,H,T,T,0.12
4196,4196,diskcache-5.5.1,9,0.000112,0.00416,1,0,12,7.084962501,0.75220722,H,T,T,0.12
4353,4353,python-forge-18.6.0,4,6.20E-05,0.00194,1,0,12,7.084962501,0.831401216,H,T,T,0.12
4498,4498,zope-dottedname-6.0,4,5.40E-05,0.00149,2,1,12,7.084962501,0.693787618,H,T,T,0.12
5338,5338,kubernetes-26.1.0,18,5.90E-05,0.00331,51,5.672425342,12,7.084962501,0.538624518,H,T,T,0.12
6244,6244,pyct-0.5.0,4,0.0001,0.0016,2,1,12,7.084962501,0.923984466,H,T,T,0.12
6600,6600,kivy-garden-0.1.5,2,8.10E-05,0.00068,28,4.807354922,12,7.084962501,0.671641247,H,T,T,0.12
7398,7398,amqp-2.6.1,2,8.40E-05,0.0005,2,1,12,7.084962501,0.576989575,H,T,T,0.12
11380,11380,nest-asyncio-1.5.5,5,5.60E-05,0.00254,1,0,12,7.084962501,0.779310887,H,T,T,0.12
80,80,args-0.1.0,2,0.000118,0.00107,1,0,11,6.959431619,0.642257113,H,T,T,0.11
89,89,eth-abi-4.0.0,10,6.60E-05,0.00299,13,3.700439718,11,6.959431619,0.622011937,H,T,T,0.11
283,283,tqdm-4.64.0,8,6.00E-05,0.00377,1,0,11,6.959431619,0.619815336,H,T,T,0.11
664,664,dictdiffer-0.9.0,5,5.50E-05,0.00235,1,0,11,6.959431619,0.636157382,H,T,T,0.11
691,691,dash-2.9.3,26,0.000163,0.00464,77,6.266786541,11,6.959431619,0.694257887,H,T,T,0.11
738,738,sparqlwrapper-2.0.0,8,0.000118,0.00327,5,2.321928095,11,6.959431619,0.670648523,H,T,T,0.11
785,785,glfw-2.5.9,6,9.60E-05,0.00285,1,0,11,6.959431619,0.766715474,H,T,T,0.11
833,833,gwdatafind-1.1.3,7,4.80E-05,0.00255,37,5.209453366,11,6.959431619,0.671641247,H,T,T,0.11
899,899,intervaltree-3.1.0,5,6.60E-05,0.00196,2,1,11,6.959431619,0.770199567,H,T,T,0.11
940,940,ete3-3.1.2,8,8.30E-05,0.0037,1,0,11,6.959431619,0.671641247,H,T,T,0.11
1013,1013,pytest-7.1.2,10,8.30E-05,0.00198,7,2.807354922,11,6.959431619,0.456905797,L,T,T,0.11
1032,1032,gdown-4.7.1,14,0.000103,0.00414,34,5.087462841,11,6.959431619,0.761759001,H,T,T,0.11
1076,1076,javaobj-py3-0.4.3,1,4.60E-05,0.00063,1,0,11,6.959431619,0.910765126,H,T,T,0.11
1077,1077,twofish-0.3.0,1,4.60E-05,0.00063,1,0,11,6.959431619,0.75837394,H,T,T,0.11
1131,1131,echo-0.8.0,4,4.60E-05,0.00111,4,2,11,6.959431619,0.667599337,H,T,T,0.11
1133,1133,pvextractor-0.3,6,4.10E-05,0.00066,122,6.930737338,11,6.959431619,0.780954782,H,T,T,0.11
1141,1141,pyfiglet-0.8.post1,8,0.000101,0.0037,1,0,11,6.959431619,0.671641247,H,T,T,0.11
1222,1222,pika-1.3.1,8,0.00016,0.00368,1,0,11,6.959431619,0.538071056,H,T,T,0.11
1360,1360,parse-type-0.6.0,3,6.20E-05,0.00057,3,1.584962501,11,6.959431619,0.831273596,H,T,T,0.11
1531,1531,queuelib-1.6.2,4,4.70E-05,0.00194,1,0,11,6.959431619,0.775253766,H,T,T,0.11
1593,1593,opencensus-context-0.1.3,1,5.30E-05,0.00051,1,0,11,6.959431619,0.720072281,H,T,T,0.11
1606,1606,progressbar2-4.2.0,11,8.60E-05,0.00457,2,1,11,6.959431619,0.735638779,H,T,T,0.11
1643,1643,pyopenssl-22.0.0,4,6.40E-05,0.00151,5,2.321928095,11,6.959431619,0.687555257,H,T,T,0.11
1754,1754,google-cloud-bigquery-3.9.0,18,7.50E-05,0.00329,70,6.129283017,11,6.959431619,0.692894368,H,T,T,0.11
1882,1882,pydub-0.25.1,5,8.20E-05,0.0024,1,0,11,6.959431619,0.671641247,H,T,T,0.11
1898,1898,typepy-1.3.0,10,0.000134,0.00292,8,3,11,6.959431619,0.743828219,H,T,T,0.11
2119,2119,gensim-4.3.1,13,6.30E-05,0.00414,93,6.539158811,11,6.959431619,0.671641247,H,T,T,0.11
2173,2173,spidev-3.6,6,0.000174,0.00283,1,0,11,6.959431619,0.758449241,H,T,T,0.11
2256,2256,jupyter-ydoc-0.2.4,3,5.50E-05,0.00112,2,1,11,6.959431619,0.644051039,H,T,T,0.11
2258,2258,jupyter-server-fileid-0.9.0,4,4.70E-05,0.00048,67,6.06608919,11,6.959431619,0.671641247,H,T,T,0.11
2259,2259,ypy-websocket-0.8.2,5,4.70E-05,0.00048,5,2.321928095,11,6.959431619,0.716770039,H,T,T,0.11
2297,2297,zc-buildout-3.0.1,12,0.000147,0.00386,5,2.321928095,11,6.959431619,0.625225084,H,T,T,0.11
2303,2303,dataclasses-json-0.5.7,11,0.000103,0.00372,13,3.700439718,11,6.959431619,0.739939059,H,T,T,0.11
2432,2432,networkx-2.8.8,9,8.70E-05,0.00414,1,0,11,6.959431619,0.754782163,H,T,T,0.11
2632,2632,jinja2-time-0.2.0,6,5.90E-05,0.0015,12,3.584962501,11,6.959431619,0.820659999,H,T,T,0.11
2759,2759,google-auth-httplib2-0.0.4,5,4.80E-05,0.00107,10,3.321928095,11,6.959431619,0.765015661,H,T,T,0.11
2830,2830,rich-12.5.1,4,6.70E-05,0.00111,3,1.584962501,11,6.959431619,0.65949082,H,T,T,0.11
2844,2844,sphinx-rtd-theme-1.2.0,11,6.00E-05,0.0037,49,5.614709844,11,6.959431619,0.629932229,H,T,T,0.11
2901,2901,falcon-2.0.0,1,0.000119,0.00066,1,0,11,6.959431619,0.491275804,L,T,T,0.11
2908,2908,certifi-2020.6.20,5,6.40E-05,0.00248,1,0,11,6.959431619,0.607135444,H,T,T,0.11
2912,2912,urllib3-1.25.10,4,6.10E-05,0.00203,1,0,11,6.959431619,0.564677815,H,T,T,0.11
2937,2937,falcon-3.1.1,9,0.000148,0.00418,1,0,11,6.959431619,0.491275804,L,T,T,0.11
3016,3016,identify-2.5.22,4,6.10E-05,0.00196,1,0,11,6.959431619,0.565114526,H,T,T,0.11
3017,3017,nodeenv-1.7.0,5,6.10E-05,0.00196,2,1,11,6.959431619,0.718191184,H,T,T,0.11
3235,3235,validate-email-1.3,5,6.90E-05,0.00235,1,0,11,6.959431619,0.710492295,H,T,T,0.11
3245,3245,log-symbols-0.0.14,3,4.50E-05,0.00063,3,1.584962501,11,6.959431619,0.811980642,H,T,T,0.11
3246,3246,spinners-0.0.24,2,5.40E-05,0.00111,1,0,11,6.959431619,0.747091322,H,T,T,0.11
3263,3263,osqp-0.6.2.post8,4,4.30E-05,0.00066,10,3.321928095,11,6.959431619,0.671641247,H,T,T,0.11
3264,3264,cylp-0.91.5,3,4.30E-05,0.00066,9,3.169925001,11,6.959431619,0.764610266,H,T,T,0.11
3364,3364,jsmin-3.0.1,8,0.000102,0.0037,1,0,11,6.959431619,0.778539786,H,T,T,0.11
3389,3389,pyjsparser-2.7.1,3,9.50E-05,0.0015,1,0,11,6.959431619,0.820355857,H,T,T,0.11
3732,3732,whichcraft-0.6.1,6,7.30E-05,0.00285,1,0,11,6.959431619,0.716513893,H,T,T,0.11
3884,3884,unittest2-1.1.0,7,0.000102,0.00194,5,2.321928095,11,6.959431619,0.671641247,H,T,T,0.11
3924,3924,eth-account-0.5.9,13,4.40E-05,0.0015,22,4.459431619,11,6.959431619,0.614968324,H,T,T,0.11
4163,4163,jsonpath-0.82,5,8.00E-05,0.0024,1,0,11,6.959431619,0.684720233,H,T,T,0.11
4497,4497,zope-cachedescriptors-5.0,3,4.00E-05,0.00105,2,1,11,6.959431619,0.687669566,H,T,T,0.11
4675,4675,eventlet-0.33.3,10,7.40E-05,0.00329,4,2,11,6.959431619,0.573234228,H,T,T,0.11
5209,5209,grapheme-0.6.0,3,0.000103,0.00148,1,0,11,6.959431619,0.787020635,H,T,T,0.11
5556,5556,py-ecc-6.0.0,7,4.10E-05,0.00096,11,3.459431619,11,6.959431619,0.630734354,H,T,T,0.11
5704,5704,enum-compat-0.0.3,4,9.90E-05,0.00192,1,0,11,6.959431619,0.684083995,H,T,T,0.11
5990,5990,pyxdg-0.28,5,0.000103,0.00233,1,0,11,6.959431619,0.671641247,H,T,T,0.11
6101,6101,sphinxcontrib-websupport-1.2.4,6,4.90E-05,0.0024,2,1,11,6.959431619,0.671641247,H,T,T,0.11
6540,6540,jax-0.3.25,7,5.50E-05,0.00149,11,3.459431619,11,6.959431619,0.613171684,H,T,T,0.11
6592,6592,kivy-2.1.0,14,0.000216,0.0047,32,5,11,6.959431619,0.614348902,H,T,T,0.11
7091,7091,marshmallow-2.21.0,7,7.60E-05,0.00329,1,0,11,6.959431619,0.675180959,H,T,T,0.11
7135,7135,compress-pickle-2.1.0,6,6.70E-05,0.00286,1,0,11,6.959431619,0.836285352,H,T,T,0.11
7381,7381,wtforms-2.1,5,6.00E-05,0.00251,1,0,11,6.959431619,0.63113018,H,T,T,0.11
7396,7396,kombu-4.6.11,3,5.80E-05,0.00105,3,1.584962501,11,6.959431619,0.671641247,H,T,T,0.11
7399,7399,wtforms-2.3.3,6,5.80E-05,0.00253,2,1,11,6.959431619,0.63113018,H,T,T,0.11
9041,9041,plum-dispatch-2.0.1,11,0.000115,0.00534,2,1,11,6.959431619,0.781043983,H,T,T,0.11
9046,9046,fdm-0.4.1,4,5.60E-05,0.00119,4,2,11,6.959431619,0.695919923,H,T,T,0.11
9383,9383,aws-cdk-aws-events-1.198.1,10,4.80E-05,0.00201,20,4.321928095,11,6.959431619,0.439249359,L,T,T,0.11
11363,11363,fastjsonschema-2.15.3,2,4.70E-05,0.00103,1,0,11,6.959431619,0.623954964,H,T,T,0.11
11368,11368,jupyter-client-7.2.2,12,5.50E-05,0.00254,10,3.321928095,11,6.959431619,0.553183333,H,T,T,0.11
11385,11385,pygments-2.11.2,3,4.10E-05,0.00151,1,0,11,6.959431619,0.627188997,H,T,T,0.11
13279,13279,jsonschema-4.7.2,3,4.80E-05,0.00064,3,1.584962501,11,6.959431619,0.566904786,H,T,T,0.11
78,78,clint-0.5.1,8,9.70E-05,0.00324,2,1,10,6.821928095,0.597938569,H,T,T,0.1
90,90,eth-account-0.8.0,11,5.10E-05,0.00153,20,4.321928095,10,6.821928095,0.614968324,H,T,T,0.1
327,327,selenium-3.141.0,11,0.000134,0.0037,15,3.906890596,10,6.821928095,0.528159757,H,T,T,0.1
343,343,watchgod-0.8.2,5,5.30E-05,0.00196,4,2,10,6.821928095,0.674798123,H,T,T,0.1
369,369,opencensus-0.11.2,4,4.20E-05,0.00107,51,5.672425342,10,6.821928095,0.718518538,H,T,T,0.1
373,373,smart-open-5.2.1,4,4.40E-05,0.00196,1,0,10,6.821928095,0.640032384,H,T,T,0.1
531,531,coincurve-18.0.0,7,6.00E-05,0.0024,5,2.321928095,10,6.821928095,0.618938005,H,T,T,0.1
602,602,simpleitk-2.2.1,6,6.90E-05,0.00283,1,0,10,6.821928095,0.636978567,H,T,T,0.1
604,604,nptyping-2.5.0,5,5.10E-05,0.00146,3,1.584962501,10,6.821928095,0.786029828,H,T,T,0.1
722,722,shortuuid-1.0.11,7,7.40E-05,0.00331,1,0,10,6.821928095,0.675813699,H,T,T,0.1
952,952,cssutils-2.6.0,5,7.30E-05,0.00235,1,0,10,6.821928095,0.743423244,H,T,T,0.1
1074,1074,pyjks-20.0.0,13,6.50E-05,0.0037,6,2.584962501,10,6.821928095,0.775312955,H,T,T,0.1
1123,1123,pyopenssl-21.0.0,5,4.80E-05,0.00148,6,2.584962501,10,6.821928095,0.687555257,H,T,T,0.1
1129,1129,glue-core-1.9.1,26,0.000119,0.00414,168,7.392317423,10,6.821928095,0.727689347,H,T,T,0.1
1359,1359,behave-1.2.6,8,9.70E-05,0.00231,4,2,10,6.821928095,0.720314872,H,T,T,0.1
1460,1460,wrapt-1.12.1,5,7.20E-05,0.00235,1,0,10,6.821928095,0.644424397,H,T,T,0.1
1462,1462,evdev-1.6.1,3,7.70E-05,0.00146,1,0,10,6.821928095,0.595520168,H,T,T,0.1
1619,1619,ndg-httpsclient-0.5.1,9,6.00E-05,0.00237,13,3.700439718,10,6.821928095,0.64077686,H,T,T,0.1
1622,1622,pockets-0.9.1,2,6.20E-05,0.0005,2,1,10,6.821928095,0.810261558,H,T,T,0.1
1634,1634,petl-1.7.12,2,4.00E-05,0.00096,1,0,10,6.821928095,0.709899682,H,T,T,0.1
1646,1646,num2words-0.5.12,5,6.30E-05,0.00187,2,1,10,6.821928095,0.71456888,H,T,T,0.1
1763,1763,colourmap-1.1.10,9,6.30E-05,0.00331,29,4.857980995,10,6.821928095,0.847073608,H,T,T,0.1
1831,1831,filetype-1.2.0,8,7.90E-05,0.00368,1,0,10,6.821928095,0.748635892,H,T,T,0.1
1885,1885,imageio-ffmpeg-0.4.8,3,5.40E-05,0.00144,1,0,10,6.821928095,0.759924598,H,T,T,0.1
1916,1916,responses-0.18.0,4,4.20E-05,0.00111,28,4.807354922,10,6.821928095,0.572888303,H,T,T,0.1
1968,1968,hyperopt-0.2.7,16,7.60E-05,0.00368,40,5.321928095,10,6.821928095,0.671641247,H,T,T,0.1
2096,2096,transformers-4.28.0,15,6.00E-05,0.00237,39,5.285402219,10,6.821928095,0.51401099,H,T,T,0.1
2204,2204,bitstring-4.0.2,7,9.30E-05,0.00324,1,0,10,6.821928095,0.652412179,H,T,T,0.1
2211,2211,google-api-python-client-2.86.0,9,7.10E-05,0.00194,61,5.930737338,10,6.821928095,0.654472303,H,T,T,0.1
2255,2255,jupyter-server-ydoc-0.8.0,4,4.30E-05,0.00063,74,6.209453366,10,6.821928095,0.627052631,H,T,T,0.1
2257,2257,jupyterlab-server-2.22.1,9,4.30E-05,0.00063,91,6.50779464,10,6.821928095,0.600927289,H,T,T,0.1
2403,2403,pympler-1.0.1,3,4.40E-05,0.0015,1,0,10,6.821928095,0.603160719,H,T,T,0.1
